Instituicao;cod_ibge;UF;Populacao;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Santo Andrï¿½ - SP;3547809;SP;723889;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;3861690241,28
Prefeitura Municipal de Guarujï¿½ - SP;3518701;SP;324977;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;2181142690,8
Prefeitura Municipal de Guaraï¿½aï¿½ - SP;3517802;SP;8258;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;53315384,26
Prefeitura Municipal de Guariba - SP;3518602;SP;40857;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;186905094,36
Prefeitura Municipal de Dolcinï¿½polis - SP;3514205;SP;2108;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25779353,06
Prefeitura Municipal de Ilhabela - SP;3520400;SP;36194;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1226191375,82
Prefeitura Municipal de Rafard - SP;3542107;SP;9126;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;62245547,24
Prefeitura Municipal de Pirapozinho - SP;3539202;SP;27974;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;124385717,13
Prefeitura Municipal de Lindï¿½ia - SP;3527009;SP;8201;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;57691678,84
Prefeitura Municipal de Piedade - SP;3537800;SP;55731;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;215069771,63
Prefeitura Municipal de Itaberï¿½ - SP;3521705;SP;17405;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;113425831,63
Prefeitura Municipal de Sï¿½o Joï¿½o do Pau d'Alho - SP;3549300;SP;2095;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;25913743,36
Prefeitura Municipal de Capivari - SP;3510401;SP;56973;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;350874073,27
Prefeitura Municipal de Sertï¿½ozinho - SP;3551702;SP;128432;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;837670932,21
Prefeitura Municipal de Corumbataï¿½ - SP;3512704;SP;4072;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;44617830,54
Prefeitura Municipal de Espï¿½rito Santo do Pinhal - SP;3515186;SP;44607;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;189433446,8
Prefeitura Municipal de Irapuru - SP;3521606;SP;8356;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;36928788,38
Prefeitura Municipal de Mirassol - SP;3530300;SP;60768;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;285446724,00
Prefeitura Municipal de Ariranha - SP;3503703;SP;9851;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;66940281,46
Prefeitura Municipal de Estrela d'Oeste - SP;3515202;SP;8420;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;79988495,78
Prefeitura Municipal de Monte Aprazï¿½vel - SP;3531407;SP;25651;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;116163498,95
Prefeitura Municipal de Motuca - SP;3532058;SP;4831;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;35964262,78
Prefeitura Municipal de Barretos - SP;3505500;SP;123546;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1056811696,42
Prefeitura Municipal de Gabriel Monteiro - SP;3516507;SP;2776;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31514413,98
Prefeitura Municipal de Cosmorama - SP;3512902;SP;7289;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;58163695,81
Prefeitura Municipal de Piacatu - SP;3537701;SP;6093;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;40786555,15
Prefeitura Municipal de Rio Grande da Serra - SP;3544103;SP;52009;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;144519395,57
Prefeitura Municipal de Cajobi - SP;3509304;SP;10649;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;59080134,8
Prefeitura Municipal de Nuporanga - SP;3533601;SP;7522;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;64365000,11
Prefeitura Municipal de Joï¿½o Ramalho - SP;3525607;SP;4577;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;42430188,32
Prefeitura Municipal de Jales - SP;3524808;SP;49291;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;257826660,14
Prefeitura Municipal de Cedral - SP;3511300;SP;9452;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;75149599,16
Prefeitura Municipal de Osasco - SP;3534401;SP;701428;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;4475273230,12
Prefeitura Municipal de Igaraï¿½u do Tietï¿½ - SP;3520004;SP;24821;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;106571678,98
Prefeitura Municipal de Paulistï¿½nia - SP;3536570;SP;1835;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;32362505,22
Prefeitura Municipal de Bananal - SP;3504909;SP;11039;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60460258,65
Prefeitura Municipal de Paranapanema - SP;3535804;SP;20588;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;156132256,48
Prefeitura Municipal de Registro - SP;3542602;SP;56463;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;307730919,97
Prefeitura Municipal de Santa Adï¿½lia - SP;3545605;SP;15639;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;80851614,28
Prefeitura Municipal de Indaiatuba - SP;3520509;SP;260690;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;2044078766,81
Prefeitura Municipal de Cravinhos - SP;3513108;SP;35858;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;230497878,51
Prefeitura Municipal de Cerquilho - SP;3511508;SP;50631;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;279996153,11
Prefeitura Municipal de Sarapuï¿½ - SP;3551108;SP;10493;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;60473746,67
Prefeitura Municipal de Novais - SP;3533254;SP;6057;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;35000463,18
Prefeitura Municipal de Potirendaba - SP;3540804;SP;17668;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;117558328,12
Prefeitura Municipal de Americana - SP;3501608;SP;244370;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1250310717,77
Prefeitura Municipal de Iperï¿½ - SP;3521002;SP;38771;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;161563227,31
Prefeitura Municipal de Fernandï¿½polis - SP;3515509;SP;69680;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;381894416,77
Prefeitura Municipal de Pedranï¿½polis - SP;3536901;SP;2468;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;33715296,05
Prefeitura Municipal de Taquarivaï¿½ - SP;3553856;SP;5968;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;46557779,99
Prefeitura Municipal de Caï¿½apava - SP;3508504;SP;95752;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;429975172,63
Prefeitura Municipal de Colï¿½mbia - SP;3512100;SP;6223;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;79027745,45
Prefeitura Municipal de Echaporï¿½ - SP;3514700;SP;6026;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39482163,14
Prefeitura Municipal de Ituverava - SP;3524105;SP;42259;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;252911599,23
Prefeitura Municipal de Agudos - SP;3500709;SP;37582;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;224804259,92
Prefeitura Municipal de Ilha Solteira - SP;3520442;SP;26886;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;234624967,18
Prefeitura Municipal de Nova Alianï¿½a - SP;3532801;SP;7161;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;47980876,31
Prefeitura Municipal de Mendonï¿½a - SP;3529500;SP;5638;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;55725342,57
Prefeitura Municipal de Neves Paulista - SP;3532504;SP;8917;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;53786444,85
Prefeitura Municipal de Mira Estrela - SP;3530003;SP;3125;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39754053,73
Prefeitura Municipal de Capela do Alto - SP;3510302;SP;21257;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;110803622,29
Prefeitura Municipal de Itirapina - SP;3523602;SP;18610;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;134859655,96
Prefeitura Municipal de Guapiaï¿½u - SP;3517505;SP;22087;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;131136945,26
Prefeitura Municipal de Monte Castelo - SP;3531605;SP;4166;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37777947,33
Prefeitura Municipal de Braganï¿½a Paulista - SP;3507605;SP;172346;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;891398394,3
Prefeitura Municipal de Pedro de Toledo - SP;3537206;SP;11507;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;65286160,87
Prefeitura Municipal de Iacanga - SP;3519105;SP;12002;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;81485255,13
Prefeitura Municipal de Salto de Pirapora - SP;3545308;SP;46285;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;239092440,87
Prefeitura Municipal de Jaborandi - SP;3524204;SP;6963;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;54893398,89
Prefeitura Municipal de Magda - SP;3528304;SP;3086;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37758368,18
Prefeitura Municipal de Mirandï¿½polis - SP;3530102;SP;29844;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;134787732,53
Prefeitura Municipal de Aguaï¿½ - SP;3500303;SP;36981;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;163002453,98
Prefeitura Municipal de Sï¿½o Miguel Arcanjo - SP;3550209;SP;33071;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;148260926,38
Prefeitura Municipal de Embaï¿½ba - SP;3514957;SP;2446;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27190092,95
Prefeitura Municipal de Ibiï¿½na - SP;3519709;SP;80062;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;329202884,37
Prefeitura Municipal de Joanï¿½polis - SP;3525508;SP;13453;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;73895504,79
Prefeitura Municipal de Ubarana - SP;3555356;SP;6488;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;59098456,81
Prefeitura Municipal de Sumarï¿½ - SP;3552403;SP;289875;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1219498077,58
Prefeitura Municipal de Avanhandava - SP;3504404;SP;14063;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;71836245,12
Prefeitura Municipal de Palmares Paulista - SP;3535101;SP;13691;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50422065,79
Prefeitura Municipal de Morungaba - SP;3532009;SP;13936;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;88382999,22
Prefeitura Municipal de Pirapora do Bom Jesus - SP;3539103;SP;19453;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;110190706,11
Prefeitura Municipal de Matï¿½o - SP;3529302;SP;84069;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;377840786,5
Prefeitura Municipal de Miguelï¿½polis - SP;3529708;SP;22480;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;141229506,57
Prefeitura Municipal de Peruï¿½be - SP;3537602;SP;69697;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;442085868,22
Prefeitura Municipal de Votorantim - SP;3557006;SP;124468;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;582265519,15
Prefeitura Municipal de Sï¿½o Pedro - SP;3550407;SP;36298;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;218829176,4
Prefeitura Municipal de Sï¿½o Manuel - SP;3550100;SP;41287;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;205086908,57
Prefeitura Municipal de Sabino - SP;3544608;SP;5638;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;48655677,99
Prefeitura Municipal de Sï¿½o Josï¿½ dos Campos - SP;3549904;SP;737310;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;4277758157,69
Prefeitura Municipal de Pariquera-Aï¿½u - SP;3536208;SP;19797;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;107075126,83
Prefeitura Municipal de Itobi - SP;3523800;SP;7862;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;34895786,92
Prefeitura Municipal de Ibirï¿½ - SP;3519402;SP;12639;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;67876149,68
Prefeitura Municipal de Pindorama - SP;3538105;SP;17378;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;89941365,8
Prefeitura Municipal de Colina - SP;3512001;SP;18601;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;146898745,93
Prefeitura Municipal de Vargem - SP;3556354;SP;10842;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;48535618,68
Prefeitura Municipal de Rio das Pedras - SP;3544004;SP;36233;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;156135625,93
Prefeitura Municipal de Roseira - SP;3544301;SP;10888;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;62921503,28
Prefeitura Municipal de Cubatï¿½o - SP;3513504;SP;132521;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1821345436,07
Prefeitura Municipal de Guarulhos - SP;3518800;SP;1404694;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;6192621072,57
Prefeitura Municipal de Santos - SP;3548500;SP;433991;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;4284191164,24
Prefeitura Municipal de Fernï¿½o - SP;3515657;SP;1739;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;31349123,22
Prefeitura Municipal de Mogi Guaï¿½u - SP;3530706;SP;154146;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;786711619,86
Prefeitura Municipal de Castilho - SP;3511003;SP;21521;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;170771715,22
Prefeitura Municipal de Arco-ï¿½ris - SP;3503356;SP;1755;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;27342465,06
Prefeitura Municipal de Garï¿½a - SP;3516705;SP;44429;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;254215138,07
Prefeitura Municipal de Sï¿½o Josï¿½ do Rio Preto - SP;3549805;SP;469173;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;2784507244,41
Prefeitura Municipal de Bastos - SP;3505807;SP;20952;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;122271329,14
Prefeitura Municipal de Herculï¿½ndia - SP;3519006;SP;9649;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;55988653,2
Prefeitura Municipal de Pirassununga - SP;3539301;SP;77330;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;377180490,79
Prefeitura Municipal de Queiroz - SP;3541802;SP;3513;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;49975874,33
Prefeitura Municipal de Quintana - SP;3542008;SP;6736;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;51712244,88
Prefeitura Municipal de Taquarituba - SP;3553807;SP;23292;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;139675991,72
Prefeitura Municipal de Fernando Prestes - SP;3515608;SP;5805;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;46561133,42
Prefeitura Municipal de Itanhaï¿½m - SP;3522109;SP;104351;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;639427019,89
Prefeitura Municipal de Natividade da Serra - SP;3532306;SP;6624;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;46245440,67
Prefeitura Municipal de Pirangi - SP;3539004;SP;11524;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;61799212,37
Prefeitura Municipal de Paulï¿½nia - SP;3536505;SP;114508;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;2440620224,93
Prefeitura Municipal de Piracaia - SP;3538600;SP;27617;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;142813516,98
Prefeitura Municipal de Rio Claro - SP;3543907;SP;209548;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1253696289,2
Prefeitura Municipal de Araras - SP;3503307;SP;136739;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;892991479,22
Prefeitura Municipal de Severï¿½nia - SP;3551900;SP;17820;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;96456398,52
Prefeitura Municipal de Santa Cruz da Conceiï¿½ï¿½o - SP;3546207;SP;4584;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;39386674,54
Prefeitura Municipal de Euclides da Cunha Paulista - SP;3515350;SP;9280;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;52993916,69
Prefeitura Municipal de Reginï¿½polis - SP;3542503;SP;10047;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;48857011,54
Prefeitura Municipal de Ibatï¿½ - SP;3519303;SP;35830;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;158908121,27
Prefeitura Municipal de Mogi Mirim - SP;3530805;SP;94098;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;641627679,25
Prefeitura Municipal de Botucatu - SP;3507506;SP;149718;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;724770160,1
Prefeitura Municipal de Artur Nogueira - SP;3503802;SP;56247;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;273728602,6
Prefeitura Municipal de Porto Ferreira - SP;3540705;SP;56848;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;330485858,57
Prefeitura Municipal de Tatuï¿½ - SP;3554003;SP;124134;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;577441658,9
Prefeitura Municipal de Cruzeiro - SP;3513405;SP;82895;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;348234809,27
Prefeitura Municipal de Murutinga do Sul - SP;3532108;SP;4525;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;35405253,54
Prefeitura Municipal de Poï¿½ - SP;3539806;SP;119221;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;441832744,98
Prefeitura Municipal de Itajobi - SP;3521903;SP;15331;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;119584249,37
Prefeitura Municipal de Lenï¿½ï¿½is Paulista - SP;3526803;SP;69533;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;479806570,68
Prefeitura Municipal de Biritiba-Mirim - SP;3506607;SP;33265;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;151853748,8
Prefeitura Municipal de Guararapes - SP;3518206;SP;33257;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;171178224,25
Prefeitura Municipal de Caiuï¿½ - SP;3509106;SP;6017;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;50933695,65
Prefeitura Municipal de Ilha Comprida - SP;3520426;SP;11552;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;145104590,03
Prefeitura Municipal de Itï¿½polis - SP;3522703;SP;43536;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;214951404,86
Prefeitura Municipal de Cajamar - SP;3509205;SP;79034;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;1037751955,71
Prefeitura Municipal de Araï¿½atuba - SP;3502804;SP;199210;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;904958913,44
Prefeitura Municipal de Jaboticabal - SP;3524303;SP;78029;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;479743095,57
Prefeitura Municipal de Monte Azul Paulista - SP;3531506;SP;18928;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;131357156,11
Prefeitura Municipal de Orlï¿½ndia - SP;3534302;SP;44682;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;288246930,19
Prefeitura Municipal de Cosmï¿½polis - SP;3512803;SP;74662;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;300638673,02
Prefeitura Municipal de Canitar - SP;3510153;SP;5365;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37553465,39
Prefeitura Municipal de Tarumï¿½ - SP;3553955;SP;15361;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;116889411,73
Prefeitura Municipal de Emilianï¿½polis - SP;3515129;SP;3238;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;29529843,13
Prefeitura Municipal de Pedrinhas Paulista - SP;3537156;SP;3109;Receitas Brutas Realizadas;TOTAL DAS RECEITAS (III) = (I + II);siconfi-cor_TotalReceitas;37675942,66
