municipio;tipo;estadual;federal;municipal;particular;total
ITU;vigilancia;0;0;1;0;1
ITUPEVA;clinica;0;0;6;15;21
ITUPEVA;consultorio;0;0;4;37;41
ITUPEVA;diagnose_terapia;0;0;0;5;5
ITUPEVA;hospital;0;0;1;1;2
ITUPEVA;outros;0;0;3;3;6
ITUPEVA;ubs;0;0;12;1;13
ITUPEVA;saude_mental;0;0;1;0;1
ITUPEVA;unidade_movel;0;0;0;1;1
ITUVERAVA;clinica;0;0;1;2;3
ITUVERAVA;consultorio;0;0;0;203;203
ITUVERAVA;diagnose_terapia;0;0;1;10;11
ITUVERAVA;hospital;0;0;0;2;2
ITUVERAVA;outros;0;0;2;3;5
ITUVERAVA;ubs;0;0;12;0;12
ITUVERAVA;saude_mental;0;0;1;0;1
ITUVERAVA;unidade_movel;0;0;1;1;2
ITUVERAVA;vigilancia;0;0;1;0;1
JABORANDI;clinica;0;0;1;0;1
JABORANDI;consultorio;0;0;1;4;5
JABORANDI;diagnose_terapia;0;0;0;1;1
JABORANDI;hospital;0;0;1;0;1
JABORANDI;outros;0;0;2;0;2
JABORANDI;ubs;0;0;3;0;3
JABORANDI;unidade_movel;0;0;1;0;1
JABOTICABAL;clinica;0;0;5;28;33
JABOTICABAL;consultorio;0;0;1;179;180
JABOTICABAL;diagnose_terapia;0;0;1;7;8
JABOTICABAL;hospital;0;0;0;2;2
JABOTICABAL;outros;0;0;4;10;14
JABOTICABAL;pronto_atendimento;0;0;1;2;3
JABOTICABAL;ubs;0;0;12;0;12
JABOTICABAL;saude_mental;0;0;1;0;1
JABOTICABAL;unidade_movel;0;0;4;0;4
JABOTICABAL;vigilancia;0;0;1;0;1
JACAREI;clinica;0;0;3;55;58
JACAREI;consultorio;0;0;1;393;394
JACAREI;diagnose_terapia;0;0;2;37;39
JACAREI;hospital;0;0;0;6;6
JACAREI;outros;0;0;5;17;22
JACAREI;pronto_atendimento;0;0;2;2;4
JACAREI;ubs;0;0;19;0;19
JACAREI;saude_mental;0;0;3;0;3
JACAREI;unidade_movel;0;0;4;0;4
JACAREI;vigilancia;0;0;1;0;1
JACI;clinica;0;0;0;2;2
JACI;hospital;0;0;0;1;1
JACI;outros;0;0;1;0;1
JACI;ubs;0;0;3;0;3
JACUPIRANGA;clinica;0;0;1;0;1
JACUPIRANGA;consultorio;0;0;0;9;9
JACUPIRANGA;diagnose_terapia;0;0;1;2;3
JACUPIRANGA;outros;0;0;2;0;2
JACUPIRANGA;pronto_atendimento;0;0;1;0;1
JACUPIRANGA;ubs;0;0;7;0;7
JACUPIRANGA;vigilancia;0;0;1;0;1
JAGUARIUNA;clinica;0;0;6;32;38
JAGUARIUNA;consultorio;0;0;0;60;60
JAGUARIUNA;diagnose_terapia;0;0;1;11;12
JAGUARIUNA;hospital;0;0;1;1;2
JAGUARIUNA;outros;0;0;6;4;10
JAGUARIUNA;pronto_atendimento;0;0;1;0;1
JAGUARIUNA;ubs;0;0;12;0;12
JAGUARIUNA;saude_mental;0;0;1;0;1
JAGUARIUNA;unidade_movel;0;0;3;1;4
JAGUARIUNA;vigilancia;0;0;1;0;1
JALES;clinica;0;0;1;6;7
JALES;consultorio;0;0;0;160;160
JALES;diagnose_terapia;0;0;1;16;17
JALES;hospital;0;0;0;2;2
JALES;outros;0;0;1;4;5
JALES;pronto_atendimento;0;0;1;0;1
JALES;ubs;0;0;12;0;12
JALES;saude_mental;0;0;1;0;1
JALES;unidade_movel;0;0;3;0;3
JALES;vigilancia;0;0;1;1;2
JAMBEIRO;clinica;0;0;1;1;2
JAMBEIRO;consultorio;0;0;0;2;2
JAMBEIRO;outros;0;0;1;0;1
JAMBEIRO;ubs;0;0;3;0;3
JAMBEIRO;unidade_movel;0;0;1;0;1
JANDIRA;clinica;0;0;5;19;24
JANDIRA;consultorio;0;0;0;26;26
JANDIRA;diagnose_terapia;0;0;0;1;1
JANDIRA;hospital;0;0;0;1;1
JANDIRA;outros;0;0;5;2;7
JANDIRA;pronto_atendimento;0;0;1;0;1
JANDIRA;ubs;0;0;10;0;10
JANDIRA;saude_mental;0;0;1;0;1
JANDIRA;unidade_movel;0;0;4;0;4
JANDIRA;vigilancia;0;0;3;0;3
JARDINOPOLIS;clinica;0;0;4;9;13
JARDINOPOLIS;consultorio;0;0;1;41;42
JARDINOPOLIS;diagnose_terapia;0;0;0;3;3
JARDINOPOLIS;outros;0;0;4;1;5
JARDINOPOLIS;pronto_atendimento;0;0;1;0;1
JARDINOPOLIS;ubs;0;0;11;1;12
JARDINOPOLIS;unidade_movel;0;0;1;0;1
JARDINOPOLIS;vigilancia;0;0;1;0;1
JARINU;clinica;0;0;2;3;5
JARINU;consultorio;0;0;0;12;12
JARINU;diagnose_terapia;0;0;0;4;4
JARINU;hospital;0;0;0;1;1
JARINU;outros;0;0;3;0;3
JARINU;ubs;0;0;6;0;6
JARINU;saude_mental;0;0;1;0;1
JARINU;unidade_movel;0;0;1;0;1
JARINU;vigilancia;0;0;1;0;1
JAU;clinica;0;0;10;116;126
JAU;consultorio;0;0;0;332;332
JAU;diagnose_terapia;0;0;1;17;18
JAU;hospital;0;0;0;4;4
JAU;outros;0;0;6;9;15
JAU;pronto_atendimento;0;0;2;0;2
JAU;ubs;0;0;18;0;18
JAU;saude_mental;0;0;2;0;2
JAU;unidade_movel;0;0;4;0;4
JAU;vigilancia;0;0;1;0;1
JERIQUARA;outros;0;0;1;0;1
JERIQUARA;ubs;0;0;2;0;2
JOANOPOLIS;consultorio;0;0;0;14;14
JOANOPOLIS;diagnose_terapia;0;0;0;2;2
JOANOPOLIS;hospital;0;0;0;1;1
JOANOPOLIS;outros;0;0;2;5;7
JOANOPOLIS;ubs;0;0;2;0;2
JOANOPOLIS;unidade_movel;0;0;1;0;1
JOANOPOLIS;vigilancia;0;0;1;0;1
JOAO RAMALHO;consultorio;0;0;0;1;1
JOAO RAMALHO;outros;0;0;1;0;1
JOAO RAMALHO;ubs;0;0;3;0;3
JOAO RAMALHO;vigilancia;0;0;1;0;1
JOSE BONIFACIO;clinica;0;0;2;4;6
JOSE BONIFACIO;consultorio;0;0;0;63;63
JOSE BONIFACIO;diagnose_terapia;0;0;1;4;5
JOSE BONIFACIO;hospital;0;0;0;1;1
JOSE BONIFACIO;outros;0;0;2;2;4
JOSE BONIFACIO;ubs;0;0;8;0;8
JOSE BONIFACIO;unidade_movel;0;0;1;0;1
JULIO MESQUITA;clinica;0;0;0;1;1
JULIO MESQUITA;outros;0;0;1;0;1
JULIO MESQUITA;ubs;0;0;2;0;2
JUMIRIM;consultorio;0;0;0;2;2
JUMIRIM;outros;0;0;2;0;2
JUMIRIM;ubs;0;0;1;0;1
JUNDIAI;clinica;0;0;14;291;305
JUNDIAI;consultorio;0;0;0;1623;1623
JUNDIAI;diagnose_terapia;0;0;1;73;74
JUNDIAI;hospital;0;0;1;11;12
JUNDIAI;outros;0;0;9;47;56
JUNDIAI;pronto_atendimento;0;0;5;2;7
JUNDIAI;ubs;0;0;35;1;36
JUNDIAI;saude_mental;0;0;4;0;4
JUNDIAI;unidade_movel;0;0;6;1;7
JUNDIAI;vigilancia;0;0;4;0;4
JUNQUEIROPOLIS;clinica;0;0;1;0;1
JUNQUEIROPOLIS;consultorio;0;0;0;15;15
JUNQUEIROPOLIS;diagnose_terapia;0;0;2;2;4
JUNQUEIROPOLIS;hospital;0;0;0;2;2
JUNQUEIROPOLIS;outros;0;0;3;1;4
JUNQUEIROPOLIS;pronto_atendimento;0;0;1;0;1
JUNQUEIROPOLIS;ubs;0;0;9;1;10
JUNQUEIROPOLIS;saude_mental;0;0;1;0;1
JUQUIA;consultorio;0;0;0;2;2
JUQUIA;diagnose_terapia;0;0;1;1;2
JUQUIA;outros;0;0;3;0;3
JUQUIA;pronto_atendimento;0;0;1;0;1
JUQUIA;ubs;0;0;7;0;7
JUQUIA;vigilancia;0;0;1;0;1
JUQUITIBA;clinica;0;0;1;0;1
JUQUITIBA;consultorio;0;0;0;3;3
JUQUITIBA;diagnose_terapia;0;0;0;2;2
JUQUITIBA;outros;0;0;1;0;1
JUQUITIBA;ubs;0;0;10;0;10
JUQUITIBA;saude_mental;0;0;1;0;1
JUQUITIBA;unidade_movel;0;0;2;0;2
LAGOINHA;clinica;0;0;0;1;1
LAGOINHA;consultorio;0;0;0;1;1
LAGOINHA;outros;0;0;2;0;2
LAGOINHA;ubs;0;0;4;0;4
LAGOINHA;unidade_movel;0;0;1;0;1
LARANJAL PAULISTA;clinica;0;0;2;3;5
LARANJAL PAULISTA;consultorio;0;0;0;75;75
LARANJAL PAULISTA;diagnose_terapia;0;0;2;6;8
LARANJAL PAULISTA;hospital;0;0;0;1;1
LARANJAL PAULISTA;outros;0;0;2;1;3
LARANJAL PAULISTA;ubs;0;0;8;0;8
LARANJAL PAULISTA;saude_mental;0;0;1;0;1
LAVINIA;outros;0;0;2;0;2
LAVINIA;ubs;0;0;2;4;6
LAVINIA;vigilancia;0;0;1;0;1
LAVRINHAS;clinica;0;0;1;0;1
LAVRINHAS;consultorio;0;0;0;1;1
LAVRINHAS;diagnose_terapia;0;0;1;0;1
LAVRINHAS;outros;0;0;1;1;2
LAVRINHAS;ubs;0;0;4;0;4
LEME;clinica;0;0;7;22;29
LEME;consultorio;0;0;2;171;173
LEME;diagnose_terapia;0;0;0;18;18
LEME;hospital;0;0;0;2;2
LEME;outros;0;0;2;3;5
LEME;pronto_atendimento;0;0;1;1;2
LEME;ubs;0;0;18;0;18
LEME;saude_mental;0;0;3;0;3
LEME;unidade_movel;0;0;0;1;1
LEME;vigilancia;0;0;3;0;3
LENCOIS PAULISTA;clinica;0;0;3;18;21
LENCOIS PAULISTA;consultorio;0;0;1;250;251
LENCOIS PAULISTA;diagnose_terapia;0;0;0;29;29
LENCOIS PAULISTA;hospital;0;0;0;2;2
LENCOIS PAULISTA;outros;0;0;3;7;10
LENCOIS PAULISTA;pronto_atendimento;0;0;1;0;1
LENCOIS PAULISTA;ubs;0;0;12;0;12
LENCOIS PAULISTA;saude_mental;0;0;1;0;1
LENCOIS PAULISTA;unidade_movel;0;0;2;1;3
LIMEIRA;clinica;0;0;6;54;60
LIMEIRA;consultorio;0;0;0;849;849
LIMEIRA;diagnose_terapia;0;0;3;117;120
LIMEIRA;hospital;0;0;0;4;4
LIMEIRA;outros;0;0;4;44;48
LIMEIRA;pronto_atendimento;0;0;1;0;1
LIMEIRA;ubs;0;0;34;4;38
LIMEIRA;saude_mental;0;0;3;0;3
LIMEIRA;unidade_movel;0;0;4;0;4
LIMEIRA;vigilancia;0;0;3;0;3
LINDOIA;clinica;0;0;2;0;2
LINDOIA;consultorio;0;0;0;8;8
LINDOIA;diagnose_terapia;0;0;0;3;3
LINDOIA;outros;0;0;1;0;1
LINDOIA;ubs;0;0;4;0;4
LINDOIA;unidade_movel;0;0;1;0;1
LINDOIA;vigilancia;0;0;1;0;1
LINS;clinica;0;0;6;29;35
LINS;consultorio;0;0;0;510;510
LINS;diagnose_terapia;0;0;2;34;36
LINS;hospital;0;0;1;3;4
LINS;outros;0;0;6;6;12
LINS;ubs;0;0;15;1;16
LINS;saude_mental;0;0;3;0;3
LINS;unidade_movel;0;0;0;1;1
LORENA;clinica;0;0;5;24;29
LORENA;consultorio;0;0;1;253;254
LORENA;diagnose_terapia;0;0;2;16;18
LORENA;hospital;0;0;0;3;3
LORENA;outros;0;0;3;25;28
LORENA;ubs;0;0;18;0;18
LORENA;saude_mental;0;0;1;0;1
LORENA;unidade_movel;0;0;1;1;2
LOURDES;outros;0;0;2;0;2
LOURDES;ubs;0;0;2;0;2
LOUVEIRA;clinica;0;0;3;11;14
LOUVEIRA;consultorio;0;0;0;23;23
LOUVEIRA;diagnose_terapia;0;0;1;5;6
LOUVEIRA;hospital;0;0;1;1;2
LOUVEIRA;outros;0;0;1;1;2
LOUVEIRA;ubs;0;0;6;0;6
LOUVEIRA;saude_mental;0;0;1;0;1
LOUVEIRA;vigilancia;0;0;1;0;1
LUCELIA;clinica;0;0;0;1;1
LUCELIA;consultorio;0;0;0;27;27
LUCELIA;diagnose_terapia;0;0;0;4;4
LUCELIA;hospital;0;0;0;1;1
LUCELIA;outros;0;0;4;0;4
LUCELIA;ubs;0;0;5;1;6
LUCELIA;saude_mental;0;0;1;0;1
LUCIANOPOLIS;outros;0;0;2;0;2
LUCIANOPOLIS;ubs;0;0;1;0;1
LUIZ ANTONIO;clinica;0;0;1;1;2
LUIZ ANTONIO;consultorio;0;0;0;11;11
LUIZ ANTONIO;diagnose_terapia;0;0;1;1;2
LUIZ ANTONIO;outros;0;0;4;0;4
LUIZ ANTONIO;ubs;0;0;8;0;8
LUIZ ANTONIO;unidade_movel;0;0;1;0;1
LUIZ ANTONIO;vigilancia;0;0;1;0;1
LUIZIANIA;clinica;0;0;0;1;1
LUIZIANIA;consultorio;0;0;0;3;3
LUIZIANIA;outros;0;0;2;1;3
LUIZIANIA;ubs;0;0;1;0;1
LUPERCIO;outros;0;0;2;0;2
LUPERCIO;ubs;0;0;2;0;2
LUTECIA;consultorio;0;0;0;1;1
LUTECIA;outros;0;0;2;0;2
LUTECIA;ubs;0;0;1;0;1
MACATUBA;clinica;0;0;4;13;17
MACATUBA;consultorio;0;0;0;18;18
MACATUBA;diagnose_terapia;0;0;1;2;3
MACATUBA;hospital;0;0;0;1;1
MACATUBA;outros;0;0;1;0;1
MACATUBA;ubs;0;0;4;0;4
MACATUBA;saude_mental;0;0;1;0;1
MACATUBA;vigilancia;0;0;1;0;1
MACAUBAL;clinica;0;0;1;0;1
MACAUBAL;consultorio;0;0;0;5;5
MACAUBAL;diagnose_terapia;0;0;0;2;2
MACAUBAL;hospital;0;0;0;1;1
MACAUBAL;outros;0;0;1;0;1
MACAUBAL;ubs;0;0;2;0;2
MACEDONIA;consultorio;0;0;0;2;2
MACEDONIA;outros;0;0;1;0;1
MACEDONIA;ubs;0;0;1;0;1
MAGDA;clinica;0;0;1;0;1
MAGDA;consultorio;0;0;0;1;1
MAGDA;outros;0;0;1;0;1
MAGDA;ubs;0;0;1;0;1
MAIRINQUE;clinica;0;0;3;12;15
MAIRINQUE;consultorio;0;0;1;39;40
MAIRINQUE;diagnose_terapia;0;0;0;1;1
MAIRINQUE;outros;0;0;2;0;2
MAIRINQUE;pronto_atendimento;0;0;1;0;1
MAIRINQUE;ubs;0;0;12;1;13
MAIRINQUE;saude_mental;0;0;1;0;1
MAIRINQUE;unidade_movel;0;0;1;0;1
MAIRIPORA;clinica;0;0;5;8;13
MAIRIPORA;consultorio;0;0;0;8;8
MAIRIPORA;diagnose_terapia;0;0;0;3;3
MAIRIPORA;hospital;0;0;1;1;2
MAIRIPORA;outros;0;0;4;6;10
MAIRIPORA;pronto_atendimento;0;0;1;0;1
MAIRIPORA;ubs;0;0;16;0;16
MAIRIPORA;saude_mental;0;0;3;0;3
MAIRIPORA;vigilancia;0;0;1;0;1
MANDURI;outros;0;0;1;0;1
MANDURI;ubs;0;0;3;1;4
MANDURI;vigilancia;0;0;1;0;1
MARABA PAULISTA;outros;0;0;1;0;1
MARABA PAULISTA;ubs;0;0;3;0;3
MARABA PAULISTA;vigilancia;0;0;1;0;1
MARACAI;clinica;0;0;0;2;2
MARACAI;consultorio;0;0;0;3;3
MARACAI;diagnose_terapia;0;0;0;4;4
MARACAI;hospital;0;0;0;1;1
MARACAI;outros;0;0;3;1;4
MARACAI;ubs;0;0;4;0;4
MARACAI;saude_mental;0;0;1;0;1
MARAPOAMA;clinica;0;0;1;0;1
MARAPOAMA;diagnose_terapia;0;0;0;1;1
MARAPOAMA;outros;0;0;1;0;1
MARAPOAMA;ubs;0;0;1;0;1
MARIAPOLIS;consultorio;0;0;0;1;1
MARIAPOLIS;outros;0;0;1;0;1
MARIAPOLIS;ubs;0;0;2;0;2
MARILIA;clinica;0;0;8;32;40
MARILIA;consultorio;0;0;1;959;960
MARILIA;diagnose_terapia;0;0;1;33;34
MARILIA;hospital;0;0;0;7;7
MARILIA;outros;0;0;8;8;16
MARILIA;pronto_atendimento;0;0;2;2;4
MARILIA;ubs;0;0;57;2;59
MARILIA;saude_mental;0;0;2;1;3
MARILIA;unidade_movel;0;0;8;1;9
MARILIA;vigilancia;0;0;2;0;2
MARINOPOLIS;outros;0;0;1;0;1
MARINOPOLIS;ubs;0;0;2;0;2
MARTINOPOLIS;clinica;0;0;0;4;4
MARTINOPOLIS;consultorio;0;0;0;19;19
MARTINOPOLIS;diagnose_terapia;0;0;1;3;4
MARTINOPOLIS;hospital;0;0;0;1;1
MARTINOPOLIS;outros;0;0;3;0;3
MARTINOPOLIS;ubs;0;0;11;1;12
MARTINOPOLIS;saude_mental;0;0;2;0;2
MARTINOPOLIS;vigilancia;0;0;1;0;1
MATAO;clinica;0;0;6;32;38
MATAO;consultorio;0;0;1;204;205
MATAO;diagnose_terapia;0;0;0;12;12
MATAO;hospital;0;0;0;1;1
MATAO;outros;0;0;2;1;3
MATAO;pronto_atendimento;0;0;0;1;1
MATAO;ubs;0;0;19;0;19
MATAO;saude_mental;0;0;2;0;2
MATAO;unidade_movel;0;0;3;1;4
MAUA;clinica;0;0;6;34;40
MAUA;consultorio;0;0;1;246;247
MAUA;diagnose_terapia;0;0;1;35;36
MAUA;hospital;0;0;1;3;4
MAUA;outros;0;0;5;6;11
MAUA;pronto_atendimento;0;0;4;2;6
MAUA;ubs;0;0;24;0;24
MAUA;saude_mental;0;0;3;0;3
MAUA;unidade_movel;0;0;17;1;18
MAUA;vigilancia;0;0;2;0;2
MENDONCA;consultorio;0;0;0;2;2
MENDONCA;diagnose_terapia;0;0;0;1;1
MENDONCA;outros;0;0;2;0;2
MENDONCA;ubs;0;0;2;0;2
MERIDIANO;clinica;0;0;1;0;1
MERIDIANO;consultorio;0;0;1;1;2
MERIDIANO;outros;0;0;2;0;2
MERIDIANO;ubs;0;0;2;0;2
MESOPOLIS;consultorio;0;0;0;1;1
MESOPOLIS;outros;0;0;1;0;1
MESOPOLIS;ubs;0;0;1;0;1
MIGUELOPOLIS;clinica;0;0;1;0;1
MIGUELOPOLIS;consultorio;0;0;1;1;2
MIGUELOPOLIS;outros;0;0;2;0;2
MIGUELOPOLIS;ubs;0;0;2;0;2
MINEIROS DO TIETE;clinica;0;0;3;3;6
MINEIROS DO TIETE;consultorio;0;0;0;40;40
MINEIROS DO TIETE;diagnose_terapia;0;0;0;4;4
MINEIROS DO TIETE;hospital;0;0;0;1;1
MINEIROS DO TIETE;outros;0;0;1;1;2
MINEIROS DO TIETE;pronto_atendimento;0;0;1;0;1
MINEIROS DO TIETE;ubs;0;0;8;0;8
MINEIROS DO TIETE;saude_mental;0;0;1;0;1
MINEIROS DO TIETE;unidade_movel;0;0;1;0;1
MIRACATU;clinica;0;0;1;0;1
MIRACATU;consultorio;0;0;0;3;3
MIRACATU;diagnose_terapia;0;0;0;1;1
MIRACATU;hospital;0;0;0;1;1
MIRACATU;outros;0;0;1;0;1
MIRACATU;pronto_atendimento;0;0;1;0;1
MIRACATU;ubs;0;0;9;0;9
MIRACATU;saude_mental;0;0;1;0;1
MIRACATU;vigilancia;0;0;1;0;1
MIRA ESTRELA;clinica;0;0;1;0;1
MIRA ESTRELA;consultorio;0;0;0;1;1
MIRA ESTRELA;outros;0;0;2;0;2
MIRA ESTRELA;ubs;0;0;1;0;1
MIRANDOPOLIS;clinica;0;0;1;2;3
MIRANDOPOLIS;consultorio;0;0;0;46;46
MIRANDOPOLIS;diagnose_terapia;0;0;1;8;9
MIRANDOPOLIS;hospital;0;0;1;0;1
MIRANDOPOLIS;outros;0;0;4;0;4
MIRANDOPOLIS;pronto_atendimento;0;0;1;0;1
MIRANDOPOLIS;ubs;0;0;6;2;8
MIRANDOPOLIS;saude_mental;0;0;1;0;1
MIRANDOPOLIS;vigilancia;0;0;1;0;1
MIRANTE DO PARANAPANEMA;clinica;0;0;2;2;4
MIRANTE DO PARANAPANEMA;consultorio;0;0;0;7;7
MIRANTE DO PARANAPANEMA;diagnose_terapia;0;0;0;1;1
MIRANTE DO PARANAPANEMA;outros;0;0;3;0;3
MIRANTE DO PARANAPANEMA;pronto_atendimento;0;0;1;0;1
MIRANTE DO PARANAPANEMA;ubs;0;0;8;0;8
MIRANTE DO PARANAPANEMA;saude_mental;0;0;1;0;1
MIRANTE DO PARANAPANEMA;vigilancia;0;0;1;0;1
MIRASSOL;clinica;0;0;5;15;20
MIRASSOL;consultorio;0;0;1;114;115
MIRASSOL;diagnose_terapia;0;0;0;10;10
MIRASSOL;hospital;0;0;0;2;2
MIRASSOL;outros;0;0;2;6;8
MIRASSOL;pronto_atendimento;0;0;1;0;1
MIRASSOL;ubs;0;0;7;0;7
MIRASSOL;saude_mental;0;0;1;0;1
MIRASSOL;unidade_movel;0;0;1;0;1
MIRASSOLANDIA;outros;0;0;1;0;1
MIRASSOLANDIA;ubs;0;0;1;0;1
MOCOCA;clinica;0;0;4;101;105
MOCOCA;consultorio;0;0;1;130;131
MOCOCA;diagnose_terapia;0;0;1;11;12
MOCOCA;hospital;0;0;0;1;1
MOCOCA;outros;0;0;4;5;9
MOCOCA;pronto_atendimento;0;0;1;1;2
MOCOCA;ubs;0;0;13;0;13
MOCOCA;saude_mental;0;0;5;0;5
MOCOCA;unidade_movel;0;0;1;0;1
MOCOCA;vigilancia;0;0;3;0;3
MOGI DAS CRUZES;clinica;0;0;11;212;223
MOGI DAS CRUZES;consultorio;0;0;2;192;194
MOGI DAS CRUZES;diagnose_terapia;0;0;1;25;26
MOGI DAS CRUZES;hospital;0;0;2;6;8
MOGI DAS CRUZES;outros;0;0;5;17;22
MOGI DAS CRUZES;pronto_atendimento;0;0;4;0;4
MOGI DAS CRUZES;ubs;0;0;37;0;37
MOGI DAS CRUZES;saude_mental;0;0;2;0;2
MOGI DAS CRUZES;unidade_movel;0;0;10;1;11
MOGI DAS CRUZES;vigilancia;0;0;2;1;3
MOGI GUACU;clinica;0;0;5;45;50
MOGI GUACU;consultorio;0;0;0;321;321
MOGI GUACU;diagnose_terapia;0;0;0;30;30
MOGI GUACU;hospital;0;0;1;2;3
MOGI GUACU;outros;0;0;5;8;13
MOGI GUACU;pronto_atendimento;0;0;2;0;2
MOGI GUACU;ubs;0;0;23;0;23
MOGI GUACU;saude_mental;0;0;3;0;3
MOGI GUACU;unidade_movel;0;0;4;0;4
MOGI MIRIM;clinica;0;0;3;15;18
MOGI MIRIM;consultorio;0;0;0;216;216
MOGI MIRIM;diagnose_terapia;0;0;1;22;23
MOGI MIRIM;hospital;0;0;0;3;3
MOGI MIRIM;outros;0;0;4;4;8
MOGI MIRIM;pronto_atendimento;0;0;1;0;1
MOGI MIRIM;ubs;0;0;14;3;17
MOGI MIRIM;saude_mental;0;0;3;0;3
MOGI MIRIM;unidade_movel;0;0;2;0;2
MOMBUCA;outros;0;0;2;0;2
MOMBUCA;ubs;0;0;2;0;2
MONCOES;consultorio;0;0;0;1;1
MONCOES;diagnose_terapia;0;0;2;0;2
MONCOES;outros;0;0;2;0;2
MONCOES;ubs;0;0;2;0;2
MONGAGUA;clinica;0;0;3;9;12
MONGAGUA;consultorio;0;0;0;6;6
MONGAGUA;diagnose_terapia;0;0;0;3;3
MONGAGUA;hospital;0;0;1;0;1
MONGAGUA;outros;0;1;3;0;4
MONGAGUA;pronto_atendimento;0;0;2;0;2
MONGAGUA;ubs;0;0;10;0;10
MONGAGUA;unidade_movel;0;0;4;0;4
MONGAGUA;vigilancia;0;0;1;0;1
MONTE ALEGRE DO SUL;clinica;0;0;1;0;1
MONTE ALEGRE DO SUL;consultorio;0;0;0;9;9
MONTE ALEGRE DO SUL;diagnose_terapia;0;0;1;1;2
MONTE ALEGRE DO SUL;outros;0;0;2;1;3
MONTE ALEGRE DO SUL;pronto_atendimento;0;0;1;0;1
MONTE ALEGRE DO SUL;ubs;0;0;3;0;3
MONTE ALEGRE DO SUL;unidade_movel;0;0;1;0;1
MONTE ALEGRE DO SUL;vigilancia;0;0;1;0;1
MONTE ALTO;clinica;0;0;6;54;60
MONTE ALTO;consultorio;0;0;1;162;163
MONTE ALTO;diagnose_terapia;0;0;0;3;3
MONTE ALTO;hospital;0;0;0;2;2
MONTE ALTO;outros;0;0;3;9;12
MONTE ALTO;pronto_atendimento;0;0;2;0;2
MONTE ALTO;ubs;0;0;8;0;8
MONTE ALTO;saude_mental;0;0;1;0;1
MONTE ALTO;unidade_movel;0;0;3;0;3
MONTE ALTO;vigilancia;0;0;1;0;1
MONTE APRAZIVEL;clinica;0;0;0;8;8
MONTE APRAZIVEL;consultorio;0;0;0;35;35
MONTE APRAZIVEL;diagnose_terapia;0;0;0;2;2
MONTE APRAZIVEL;hospital;0;0;0;1;1
MONTE APRAZIVEL;outros;0;0;1;1;2
MONTE APRAZIVEL;ubs;0;0;7;0;7
MONTE APRAZIVEL;unidade_movel;0;0;1;0;1
MONTE APRAZIVEL;vigilancia;0;0;1;0;1
MONTE AZUL PAULISTA;clinica;0;0;0;6;6
MONTE AZUL PAULISTA;consultorio;0;0;0;36;36
MONTE AZUL PAULISTA;diagnose_terapia;0;0;0;6;6
MONTE AZUL PAULISTA;hospital;0;0;0;2;2
MONTE AZUL PAULISTA;outros;0;0;2;1;3
MONTE AZUL PAULISTA;pronto_atendimento;0;0;1;0;1
MONTE AZUL PAULISTA;ubs;0;0;7;2;9
MONTE CASTELO;diagnose_terapia;0;0;1;0;1
MONTE CASTELO;outros;0;0;2;0;2
MONTE CASTELO;ubs;0;0;2;0;2
MONTE CASTELO;vigilancia;0;0;1;0;1
MONTEIRO LOBATO;clinica;0;0;0;1;1
MONTEIRO LOBATO;consultorio;0;0;0;2;2
MONTEIRO LOBATO;outros;0;0;3;0;3
MONTEIRO LOBATO;pronto_atendimento;0;0;1;0;1
MONTEIRO LOBATO;ubs;0;0;1;0;1
MONTE MOR;clinica;0;0;3;4;7
MONTE MOR;consultorio;0;0;0;41;41
MONTE MOR;diagnose_terapia;0;0;0;7;7
MONTE MOR;hospital;0;0;0;1;1
MONTE MOR;outros;0;0;3;2;5
MONTE MOR;pronto_atendimento;0;0;1;0;1
MONTE MOR;ubs;0;0;11;0;11
MONTE MOR;saude_mental;0;0;1;0;1
MONTE MOR;vigilancia;0;0;2;0;2
MORRO AGUDO;clinica;0;0;1;3;4
MORRO AGUDO;consultorio;0;0;0;60;60
MORRO AGUDO;diagnose_terapia;0;0;0;8;8
MORRO AGUDO;hospital;0;0;0;1;1
MORRO AGUDO;outros;0;0;4;4;8
MORRO AGUDO;ubs;0;0;13;0;13
MORRO AGUDO;saude_mental;0;0;1;0;1
MORUNGABA;clinica;0;0;2;3;5
MORUNGABA;consultorio;0;0;0;7;7
MORUNGABA;diagnose_terapia;0;0;0;4;4
MORUNGABA;hospital;0;0;1;0;1
MORUNGABA;outros;0;0;1;0;1
MORUNGABA;ubs;0;0;5;0;5
MORUNGABA;saude_mental;0;0;1;0;1
MORUNGABA;vigilancia;0;0;1;0;1
MOTUCA;consultorio;0;0;0;1;1
MOTUCA;outros;0;0;2;0;2
MOTUCA;ubs;0;0;2;0;2
MOTUCA;vigilancia;0;0;1;0;1
MURUTINGA DO SUL;clinica;0;0;0;1;1
MURUTINGA DO SUL;consultorio;0;0;0;1;1
MURUTINGA DO SUL;diagnose_terapia;0;0;0;1;1
MURUTINGA DO SUL;outros;0;0;2;0;2
MURUTINGA DO SUL;ubs;0;0;1;0;1
NANTES;diagnose_terapia;0;0;1;0;1
NANTES;outros;0;0;2;0;2
NANTES;ubs;0;0;2;0;2
NANTES;vigilancia;0;0;1;0;1
NARANDIBA;clinica;0;0;1;0;1
NARANDIBA;outros;0;0;2;0;2
NARANDIBA;ubs;0;0;2;0;2
NARANDIBA;vigilancia;0;0;1;0;1
