municipio;latitude;longitude;hospital_estadual;hospital_federal;hospital_municipal;hospital_particular;clinica_estadual;clinica_federal;clinica_municipal;clinica_particular;consultorio_total;pronto_atendimento_total;unidade_movel_total;baixissima vulnerabilidade_n_pessoas;muito baixa vulnerabilidade_n_pessoas;baixa vulnerabilidade_n_pessoas;media vulnerabilidade_n_pessoas;alta vulnerabilidade_n_pessoas;muito alta vulnerabilidade_n_pessoas;vigilancia em saude;consultas / atendimentos / acompanhamentos;diagnostico em vigilancia epidemiologica e ambiental;diagnostico em laboratorio clinico;coleta de material;tratamentos clinicos (outras especialidades);diagnostico por ultrasonografia;diagnostico por radiologia;fisioterapia;tratamentos odontologicos;diagnostico por teste rapido;terapias especializadas;diagnostico por tomografia;diagnostico por ressonancia magnetica;pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa;diagnostico por endoscopia;metodos diagnosticos em especialidades;diagnostico por anatomia patologica e citopatologia;bucomaxilofacial;diagnostico por radiologia intervencionista;anestesiologia;hemoterapia;diagnostico e procedimentos especiais em hemoterapia;diagnostico por medicina nuclear in vivo;tratamento em oncologia;tratamento em nefrologia;componente especializado da assitencia farmaceutica;orteses, proteses e materiais especiais nao relacionados ao ato cirurgico;autorizacao / regulacao;acoes coletivas / individuais em saude;acoes relacionadas ao estabelecimento;tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas;cirurgia do aparelho circulatorio;cirurgia do sistema nervoso central e periferico;parto e nascimento;medicamentos de ambito hospitalar e urgencia;cirurgia do aparelho digestivo, orgaos anexos e parede abdominal;cirurgia do sistema osteomuscular;cirurgia obstetrica;cirurgia toracica;cirurgia em oncologia;acoes relacionadas ao atendimento;cirurgia do aparelho geniturinario;cirurgia reparadora;cirurgia das vias aereas superiores, da face, da cabeca e do pescoco;cirurgia de mama;orteses, proteses e materiais especiais relacionados ao ato cirurgico;acompanhamento e intercorrencias no pre e pos-transplante;cirurgia do aparelho da visao;cirurgia de glandulas endocrinas;cirurgia em nefrologia;outras cirurgias;coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante;acoes relacionadas a doacao de orgaos e tecidos para transplante;processamento de tecidos para transplante;transplante de orgaos, tecidos e celulas;avaliacao de morte encefalica;populacao;receita_anual;ids;categoria;cluster
ORIENTE;-22,1549;-50,0971;0;0;0;0;0;0;0;0;7;1;0;0;3332;0;1724;666;0;1020;806;0;0;0;0;0;0;246;2;63;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6569;38852678.97;0.389;Crítico;3
ORINDIUVA;-20,1861;-49,3464;0;0;0;0;0;0;1;0;8;0;1;0;2998;917;1052;981;0;131;905;0;3325;0;0;108;137;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7318;64521670.67;0.55;Em risco;0
ORLANDIA;-20,7169;-47,8852;0;0;1;0;0;0;4;48;151;1;2;0;21881;2666;8501;4965;0;0;17065;0;16;246;4;0;1434;795;407;649;0;35;0;55;0;133;137;175;0;0;0;0;0;0;0;0;0;0;161;0;2;0;0;3;2;6;14;21;0;0;326;7;1;0;0;18;0;0;0;0;0;0;0;0;0;0;44682;288246930.19;0.598;Moderado;0
OSASCO;-23,5324;-46,7916;0;0;2;7;0;0;1;414;644;13;12;41382;340654;127824;46895;70637;95953;732;461787;0;590097;28872;2;7754;23998;1937;15915;25231;66;1788;422;1163;577;6046;2235;3052;0;391;11;11;0;0;0;0;246;0;40064;0;47;2;5;224;104;198;246;168;29;0;4113;89;0;5;1;561;0;0;0;0;39;0;0;0;0;0;701428;4475273230.12;0.695;Estruturado;2
OSCAR BRESSANE;-22,3149;-50,2811;0;0;0;0;0;0;0;0;0;0;1;0;0;0;516;1534;0;0;4407;0;0;211;0;0;0;0;98;569;0;0;0;0;0;2;0;19;0;0;0;0;0;0;0;0;0;0;2164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2603;14432190.43;0.571;Em risco;0
OSVALDO CRUZ;-21,7968;-50,8793;0;0;0;1;0;0;3;20;49;0;1;216;14734;2917;8239;3218;0;141;13485;0;5287;100;74;118;1209;554;276;734;0;19;0;179;18;490;0;85;0;0;0;0;0;0;0;0;50;85320;6955;0;8;0;1;4;2;11;14;23;1;0;755;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;33118;132736372.06;0.708;Estruturado;0
OURINHOS;-22,9797;-49,8697;0;0;1;5;0;0;7;16;388;1;4;2924;50447;10338;17891;21243;0;357;41299;0;64381;602;106;549;3850;866;271;362;0;295;7;438;43;669;1411;73;7;41;1086;1574;0;349;1730;0;0;0;10426;0;6;50;5;47;12;50;75;83;24;20;1845;39;0;8;1;391;0;0;1;3;9;2;2;0;0;1;115139;675049538.4;0.759;Estruturado;0
OUROESTE;-20,0061;-50,3768;0;0;1;0;0;0;1;0;25;0;0;0;3888;882;3374;2102;0;44;12420;0;6081;101;13;0;559;200;253;525;0;0;0;29;0;169;0;64;0;0;0;0;0;0;0;0;27;0;8557;0;1;0;1;0;0;4;3;5;0;0;78;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10712;119634216.47;0.834;Estruturado;0
OURO VERDE;-21,4872;-51,7024;0;0;0;0;0;0;0;0;1;0;0;0;465;753;4144;2184;0;0;0;0;0;0;0;0;0;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1640;2637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8676;45339427.81;0.269;Crítico;3
PACAEMBU;-21,5627;-51,2654;0;0;0;0;0;0;0;0;18;1;2;0;5848;0;3231;227;0;103;12514;0;1608;534;0;173;0;452;353;581;0;0;0;1;0;117;0;15;0;0;0;0;0;0;0;0;0;0;9537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14326;66168547.84;0.679;Moderado;0
PALESTINA;-20,39;-49,4309;0;0;0;0;0;0;1;1;10;0;1;0;3174;1179;4510;2358;0;32;15652;0;1;373;0;129;425;850;532;1183;2;0;0;30;0;240;0;208;0;0;0;0;0;0;0;0;41;44130;5777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13285;79162086.21;0.645;Moderado;0
PALMARES PAULISTA;-21,0854;-48,8037;0;0;0;0;0;0;1;2;9;0;0;0;2685;505;700;5653;0;56;15635;0;0;379;0;110;0;579;87;644;0;0;0;0;0;39;0;24;0;0;0;0;0;0;0;0;31;5710;5442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13691;50422065.79;0.59;Em risco;0
PALMEIRA D'OESTE;-20,4148;-50,7632;0;0;0;0;0;0;0;0;0;0;0;0;2826;605;3451;1848;0;90;4361;0;1749;0;373;53;69;216;0;147;0;0;0;23;0;659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9173;50694739.9;0.394;Crítico;3
PALMITAL;-22,7858;-50,218;0;0;0;1;0;0;2;3;31;0;1;0;11861;546;4802;1671;0;258;21972;0;9916;351;0;196;741;651;2388;858;329;5;0;193;11;1271;59;208;0;1;0;0;0;0;0;0;50;33150;17431;0;3;0;0;3;2;21;1;9;1;0;245;15;0;1;0;4;0;0;0;0;0;0;0;0;0;0;22322;139338443.27;0.722;Estruturado;0
PANORAMA;-21,354;-51,8562;0;0;0;0;0;0;0;1;6;1;0;0;3262;1376;4903;5328;0;41;1081;0;0;0;0;0;92;215;174;3;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;59900;5266;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15944;76467459.14;0.568;Em risco;0
PARAGUACU PAULISTA;-22,4114;-50,5732;0;0;0;1;0;0;3;6;92;0;1;0;18509;2311;9688;8756;0;1;11171;0;10066;20;95;161;1664;526;234;114;97;2;0;93;25;300;14;62;0;3;0;0;0;0;0;0;0;3340;7160;0;15;4;1;2;3;19;16;19;0;0;805;19;3;7;1;10;0;0;0;0;1;0;0;0;0;0;46180;275636281.83;0.544;Em risco;0
PARAIBUNA;-23,3872;-45,6639;0;0;0;0;0;0;0;0;6;1;2;0;5394;358;7453;3723;0;32;7439;0;4;203;3;0;825;207;0;316;0;0;0;32;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18302;120493308.16;0.365;Crítico;3
PARAISO;-21,0159;-48,7761;0;0;0;0;0;0;0;0;9;0;0;0;3332;0;2335;432;0;45;3423;0;0;1;0;0;0;0;106;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6536;53705013.69;0.476;Em risco;3
PARANAPANEMA;-23,3862;-48,7214;0;0;1;0;0;0;0;1;26;0;1;523;4719;3271;4172;6067;0;38;11675;0;2037;8;0;31;166;272;150;650;0;0;0;0;0;53;0;16;0;0;0;0;0;0;0;0;0;0;2233;0;0;0;0;5;0;5;0;13;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20588;156132256.48;0.541;Em risco;0
PARANAPUA;-20,1048;-50,5886;0;0;0;0;0;0;0;0;0;0;0;0;782;779;1330;1076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4112;32574247.66;0.319;Crítico;3
PARAPUA;-21,7792;-50,7949;0;0;0;1;0;0;0;0;4;0;0;0;2633;0;4830;2409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10934;64131641.59;0.199;Crítico;3
PARDINHO;-23,0841;-48,3679;0;0;0;0;0;0;0;0;1;0;1;333;1703;702;2184;2024;0;30;7340;0;1591;131;0;78;0;255;466;477;0;0;0;41;0;61;0;51;0;0;0;0;0;0;0;0;81;0;1199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6579;57395003.17;0.624;Moderado;0
PARIQUERA-ACU;-24,7147;-47,8742;0;0;1;0;0;0;2;1;11;0;1;766;3520;1135;10632;2365;0;233;848;0;8723;0;0;0;0;527;78;36;0;0;0;0;0;5;0;17;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19797;107075126.83;0.39;Crítico;3
PARISI;-20,3034;-50,0163;0;0;0;0;0;0;0;0;0;0;0;0;392;0;1777;721;0;47;10647;0;10;2057;5;0;0;0;0;157;0;0;0;5;0;83;0;0;0;0;0;0;0;0;0;0;0;5000;2803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2177;30777538.3;0.613;Moderado;0
PATROCINIO PAULISTA;-20,6384;-47,2801;0;0;0;1;0;0;1;1;4;0;1;0;4607;2114;4121;3445;0;0;16100;0;0;61;0;0;51;202;488;1025;1;0;0;17;0;0;0;113;0;0;0;0;0;0;0;0;0;0;4085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14941;92313507.64;0.624;Moderado;0
PAULICEIA;-21,3153;-51,8321;0;0;0;0;0;0;0;0;0;0;0;0;1307;638;640;4893;0;150;0;0;0;0;0;0;0;105;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;26460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7540;56933868.58;0.46;Em risco;3
PAULINIA;-22,7542;-47,1488;0;0;1;0;0;0;7;70;127;2;3;22530;59852;18223;5156;3880;0;0;1674;253;103020;0;0;916;6149;0;0;242;0;412;0;0;0;294;0;0;0;0;2;63;0;0;0;0;0;0;293;0;8;4;6;28;127;92;25;35;12;0;1260;57;0;4;4;66;0;0;1;0;1;0;0;0;0;0;114508;2440620224.93;0.784;Estruturado;1
PAULISTANIA;-22,5768;-49,4008;0;0;0;0;0;0;0;0;0;0;0;0;481;0;829;678;0;7;94;0;0;0;0;36;0;235;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1835;32362505.22;0.293;Crítico;3
PAULO DE FARIA;-20,0296;-49,4;0;0;0;1;0;0;0;1;2;0;1;0;1088;0;4206;1786;0;10;11090;0;3305;150;0;0;269;468;315;670;0;0;0;3;0;31;0;74;0;0;0;0;0;0;0;0;22;0;4663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8973;66949175.63;0.649;Moderado;0
PEDERNEIRAS;-22,3511;-48,7781;0;0;0;1;0;0;5;1;68;0;1;0;23956;3237;9544;7128;152;134;42214;0;2075;469;42;532;2378;1126;3866;2431;0;126;0;65;5;592;0;280;0;0;0;0;0;0;0;0;114;0;27393;0;10;0;0;5;1;5;26;24;0;0;415;4;1;0;0;15;0;0;0;0;1;0;0;0;0;0;47523;246392985.42;0.675;Moderado;0
PEDRA BELA;-22,7902;-46,4455;0;0;0;0;0;0;0;0;0;0;1;0;880;518;5128;0;0;21;2873;0;0;90;0;0;137;231;274;164;0;0;0;0;0;27;0;21;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6127;40334265.07;0.356;Crítico;3
PEDRANOPOLIS;-20,2474;-50,1129;0;0;0;0;0;0;0;0;1;0;0;0;1667;0;964;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2468;33715296.05;0.317;Crítico;3
PEDREGULHO;-20,2535;-47,4775;0;0;1;0;0;0;3;0;10;0;0;0;4417;93;7695;3243;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16876;102426377.64;0.26;Crítico;3
PEDREIRA;-22,7413;-46,8948;0;0;2;0;0;0;2;9;46;0;0;324;18865;6420;7066;9943;0;103;36131;0;38187;72;43;940;4101;1069;721;1043;0;2;0;109;95;291;0;86;0;0;0;0;0;0;0;0;0;0;11921;0;2;0;0;0;0;41;13;0;1;0;351;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;48992;248272599.52;0.655;Moderado;0
PEDRINHAS PAULISTA;-22,8174;-50,7933;0;0;0;0;0;0;0;0;1;0;0;0;1987;0;0;814;0;95;6899;0;2286;60;0;0;127;84;264;308;0;0;0;1;0;1;0;27;0;0;0;0;0;0;0;0;0;0;2768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3109;37675942.66;0.693;Estruturado;0
PEDRO DE TOLEDO;-24,2764;-47,2354;0;0;0;0;0;0;1;0;1;0;1;0;1674;0;6891;2312;0;491;4641;0;2936;0;0;162;497;0;0;230;0;0;0;5;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11507;65286160.87;0.399;Crítico;3
PENAPOLIS;-21,4148;-50,0769;0;0;2;0;0;0;3;9;187;3;0;852;32771;6804;13223;7375;0;3110;77766;0;18265;475;0;644;3404;2908;2956;3064;0;527;0;449;150;633;606;513;0;0;45;15;0;0;0;0;22;101180;13964;0;4;0;0;14;4;65;69;68;2;0;1430;21;0;0;0;89;0;0;0;0;9;0;0;0;0;0;64098;329017423.32;0.776;Estruturado;0
PEREIRA BARRETO;-20,6368;-51,1123;0;0;1;0;0;0;2;7;66;0;0;0;9026;1745;10249;2568;0;15;8715;0;6306;7;54;0;708;630;324;54;0;0;0;21;0;101;0;110;0;0;0;0;0;0;0;0;0;0;29;0;1;0;0;1;0;3;21;6;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25685;158952096.5;0.58;Em risco;0
PEREIRAS;-23,0804;-47,972;0;0;0;0;0;0;1;0;5;0;0;0;2938;0;3593;1920;0;14;3404;0;0;7;0;26;0;753;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8875;46527317.99;0.341;Crítico;3
PERUIBE;-24,312;-47,0012;0;0;1;0;0;0;5;25;33;1;4;349;31084;2699;14503;17843;277;2132;51623;0;54697;263;130;817;5166;644;301;5937;0;0;0;115;16;3035;398;228;0;0;0;0;0;0;0;0;23;0;461;0;1;0;0;35;0;0;0;23;0;0;154;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;69697;442085868.22;0.667;Moderado;0
PIACATU;-21,5921;-50,6003;0;0;0;0;0;0;1;0;5;0;0;0;719;0;3397;1234;0;0;5019;0;0;0;0;0;0;113;147;245;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;3759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6093;40786555.15;0.649;Moderado;0
PIEDADE;-23,7139;-47,4256;0;0;1;0;0;0;2;14;45;0;1;0;19924;1448;21168;9646;0;1677;16467;0;18270;515;0;71;1654;730;0;1260;10;0;0;66;0;274;0;0;0;0;0;0;0;0;0;0;0;0;666;0;0;0;0;9;16;6;0;36;0;0;410;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;55731;215069771.63;0.431;Em risco;3
PILAR DO SUL;-23,8077;-47,7222;0;0;1;0;0;0;0;3;12;0;1;0;12117;198;8365;6830;0;242;23908;0;7310;98;17;200;977;1717;462;366;0;0;0;105;0;187;0;150;0;0;0;0;0;0;0;0;0;0;3711;0;0;0;0;8;1;7;0;9;0;0;148;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;29612;134531619.99;0.578;Em risco;0
PINDAMONHANGABA;-22,9246;-45,4613;0;0;2;0;0;0;6;46;371;3;3;5941;89135;23960;13685;31057;148;252;87915;0;93006;3980;107;1534;7839;472;506;1673;0;387;73;731;176;2196;1395;56;0;0;100;316;0;0;1987;0;42;0;333;0;12;9;6;55;55;58;64;101;6;0;2239;26;0;6;1;69;0;1;0;7;13;0;0;0;0;0;171885;891321707.05;0.699;Estruturado;1
PINDORAMA;-21,1853;-48,9086;0;0;0;0;0;0;0;0;8;0;1;0;7973;832;4934;487;0;54;8166;0;0;104;0;0;0;0;26;382;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17378;89941365.8;0.368;Crítico;3
PINHALZINHO;-22,7811;-46,5897;0;0;0;0;0;0;0;6;7;1;1;0;6995;1720;2899;2935;0;37;11369;0;6169;5;0;0;1050;1121;0;246;0;0;0;14;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15564;66087253.56;0.605;Moderado;0
PIQUEROBI;-21,8747;-51,7282;0;0;0;0;0;0;0;0;0;0;0;0;660;0;2138;320;0;22;2793;0;0;88;10;50;0;0;74;40;0;0;0;5;0;0;0;15;0;0;0;0;0;0;0;0;0;5200;1235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3706;36575376.19;0.632;Moderado;0
PIQUETE;-22,6069;-45,1869;0;0;0;0;0;0;1;0;4;1;1;0;9191;398;2589;0;0;0;4110;0;2551;48;0;89;459;0;0;396;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;34380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13495;68349217.8;0.641;Moderado;0
PIRACAIA;-23,0525;-46,3594;0;0;1;0;0;0;0;18;8;0;2;0;10505;1426;8285;4381;0;151;9936;0;3596;0;1;0;819;0;0;271;0;0;0;33;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27617;142813516.98;0.423;Em risco;3
PIRACICABA;-22,7338;-47,6476;0;0;8;0;0;0;1;17;909;5;8;28197;222635;81278;28080;47140;9633;511;202436;510;149128;24813;869;3054;13810;8112;3131;13072;97;683;432;525;78;2320;1334;743;8;74;74;166;164;1398;3229;0;258;0;1489;0;18;141;35;135;394;231;267;155;42;79;5424;124;4;16;11;1284;5;2;0;11;22;7;11;0;1;3;410275;2578711769.36;0.66;Moderado;1
PIRAJU;-23,1981;-49,3803;0;0;1;0;0;0;2;16;49;0;0;0;13731;3916;8085;3148;0;50;11849;0;13651;33;69;120;1633;1374;770;136;3;0;0;61;0;222;0;679;0;0;0;129;0;0;0;0;120;0;722;0;3;2;1;7;6;11;3;32;0;0;279;4;0;0;0;0;0;0;0;0;6;0;0;0;0;0;29930;147379126.98;0.641;Moderado;0
PIRAJUI;-21,999;-49,4608;0;0;2;0;0;0;5;0;44;0;1;0;9070;1309;3253;5011;0;110;12917;0;1419;149;9;2;448;170;440;1208;0;0;0;9;0;193;0;75;0;0;0;0;0;0;0;0;20;0;4532;0;1;0;0;1;0;40;0;0;0;0;67;29;0;0;0;8;0;0;0;0;0;0;0;0;0;0;25939;114381456.65;0.58;Em risco;0
PIRANGI;-21,0886;-48,6607;0;0;1;0;0;0;2;1;15;1;0;0;5201;1248;3782;521;0;48;7339;0;0;0;0;156;241;959;102;151;0;0;0;0;0;1;0;51;0;0;0;0;0;0;0;0;38;10020;38;0;0;0;0;0;0;5;0;2;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11524;61799212.37;0.664;Moderado;0
PIRAPORA DO BOM JESUS;-23,3965;-46,9991;0;0;0;0;0;0;1;1;3;1;2;0;2085;1234;3101;8716;2972;182;8623;0;4707;239;0;131;371;347;15;1000;0;0;0;14;0;278;0;0;0;0;0;0;0;0;0;0;0;0;1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19453;110190706.11;0.408;Em risco;3
PIRAPOZINHO;-22,2711;-51,4976;0;0;0;0;0;0;1;6;13;1;0;0;16514;1412;5245;1966;0;167;14346;0;5824;0;0;0;0;974;143;235;0;0;0;1;0;38;0;0;0;0;0;0;0;0;0;0;23;15010;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27974;124385717.13;0.519;Em risco;0
PIRASSUNUNGA;-21,996;-47,4257;0;0;5;0;0;0;4;17;259;3;6;2302;42100;7377;9271;10478;0;0;54936;0;6346;239;15;425;2586;1338;1048;2880;1431;498;50;169;57;1156;21;94;0;0;0;0;0;0;551;0;0;50160;14372;0;2;0;2;24;6;11;40;23;1;0;731;6;0;1;0;62;0;0;0;0;1;0;0;0;0;0;77330;377180490.79;0.815;Estruturado;0
PIRATININGA;-22,4142;-49,1339;0;0;1;0;0;0;1;1;2;1;1;2122;10154;0;2273;0;0;62;9759;0;2909;0;0;0;330;384;0;325;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1770;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13890;85786313.67;0.657;Moderado;0
PITANGUEIRAS;-21,0132;-48,221;0;0;2;0;0;0;2;10;42;1;2;0;13050;2213;6499;11720;0;285;28194;0;15378;350;0;236;1658;1033;1246;1618;0;75;1;92;63;234;65;204;0;0;0;0;0;0;0;0;0;0;16818;0;0;12;0;3;1;24;9;23;0;0;165;14;0;0;0;6;0;4;0;0;1;0;0;0;0;0;40430;211419819.28;0.679;Moderado;0
PLANALTO;-21,0342;-49,933;0;0;0;0;0;0;0;0;0;0;1;0;367;0;2700;1319;0;22;132;0;0;0;0;0;0;44;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60000;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5370;50383687.37;0.633;Moderado;0
PLATINA;-22,6371;-50,2104;0;0;0;0;0;0;0;0;0;0;0;0;285;0;1774;826;0;1277;4203;0;903;14;0;0;15;187;322;307;0;0;0;25;0;0;0;37;0;0;0;0;0;0;0;0;0;400;1953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3606;38685426.28;0.632;Moderado;0
POA;-23,5333;-46,3473;0;0;0;0;0;0;4;17;42;1;0;0;58700;15566;12344;14713;2003;211;77669;0;34966;2239;0;351;1482;0;352;2372;115;0;0;157;0;379;1570;235;0;0;0;0;0;0;0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119221;441832744.98;0.504;Em risco;0
POLONI;-20,7829;-49,8258;0;0;0;0;0;0;1;1;5;0;0;0;1900;601;2558;472;0;2;5755;0;1965;58;0;0;0;0;98;83;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;23;35230;6001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6166;39333638.65;0.679;Moderado;0
POMPEIA;-22,107;-50,176;0;0;1;0;0;0;7;5;100;1;1;160;13657;2132;1195;2740;0;213;9480;0;561;0;29;0;431;868;369;0;83;0;0;27;0;54;0;62;0;0;0;0;0;0;0;0;107;11390;136;0;0;8;1;0;0;0;0;0;0;0;67;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22326;163176082.11;0.693;Estruturado;0
PONGAI;-21,7396;-49,3604;0;0;0;0;0;0;0;0;0;0;0;0;1859;0;1520;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3385;32193479.69;0.282;Crítico;3
PONTAL;-21,0216;-48,0423;0;0;1;0;0;0;2;5;48;1;1;0;10490;3204;5299;17652;0;48;11735;0;11882;27;56;199;1058;1007;173;188;0;0;4;59;58;281;0;15;0;0;0;0;0;0;0;0;24;18790;680;0;2;31;1;2;1;0;6;20;0;0;10;7;0;0;0;1;0;0;0;0;9;0;0;0;0;0;51717;202393481.28;0.403;Crítico;3
