cod_ibge;grupo_ipvs;n_pessoas;n_domicilios;n_setores
IBITINGA;Baixa Vulnerabilidade;5824;2141;12
IBITINGA;Média Vulnerabilidade;11525;4262;27
IBITINGA;Alta Vulnerabilidade;18727;6687;32
IBIUNA;Baixíssima Vulnerabilidade;951;323;3
IBIUNA;Muito Baixa Vulnerabilidade;15013;5420;45
IBIUNA;Baixa Vulnerabilidade;3808;1343;10
IBIUNA;Média Vulnerabilidade;28591;10016;107
IBIUNA;Alta Vulnerabilidade;22241;7545;64
IBIUNA;Muito Alta Vulnerabilidade;1251;408;4
ICEM;Muito Baixa Vulnerabilidade;2457;944;6
ICEM;Média Vulnerabilidade;2250;867;5
ICEM;Alta Vulnerabilidade;2044;719;3
IEPE;Muito Baixa Vulnerabilidade;2239;893;5
IEPE;Baixa Vulnerabilidade;1266;455;3
IEPE;Média Vulnerabilidade;441;167;3
IEPE;Alta Vulnerabilidade;3046;1168;7
IGARACU DO TIETE;Muito Baixa Vulnerabilidade;5584;2063;12
IGARACU DO TIETE;Baixa Vulnerabilidade;2665;943;5
IGARACU DO TIETE;Média Vulnerabilidade;10810;3915;20
IGARACU DO TIETE;Alta Vulnerabilidade;3733;1248;8
IGARAPAVA;Muito Baixa Vulnerabilidade;10952;4203;26
IGARAPAVA;Baixa Vulnerabilidade;323;114;1
IGARAPAVA;Média Vulnerabilidade;8054;3041;16
IGARAPAVA;Alta Vulnerabilidade;6746;2453;15
IGARATA;Muito Baixa Vulnerabilidade;3698;1392;8
IGARATA;Baixa Vulnerabilidade;1094;391;2
IGARATA;Média Vulnerabilidade;3718;1376;13
IGARATA;Alta Vulnerabilidade;1528;564;5
IGUAPE;Muito Baixa Vulnerabilidade;10293;3971;23
IGUAPE;Média Vulnerabilidade;15149;5637;43
IGUAPE;Alta Vulnerabilidade;1723;550;4
ILHABELA;Baixíssima Vulnerabilidade;429;171;3
ILHABELA;Muito Baixa Vulnerabilidade;15082;5684;48
ILHABELA;Baixa Vulnerabilidade;8454;3091;19
ILHABELA;Média Vulnerabilidade;319;116;2
ILHABELA;Alta Vulnerabilidade;2482;888;5
ILHABELA;Muito Alta Vulnerabilidade;6829;2318;19
ILHA COMPRIDA;Muito Baixa Vulnerabilidade;7747;3078;30
ILHA COMPRIDA;Baixa Vulnerabilidade;512;202;2
ILHA COMPRIDA;Média Vulnerabilidade;3732;1459;15
ILHA COMPRIDA;Alta Vulnerabilidade;941;363;4
ILHA SOLTEIRA;Baixíssima Vulnerabilidade;1695;628;5
ILHA SOLTEIRA;Muito Baixa Vulnerabilidade;17187;6567;38
ILHA SOLTEIRA;Baixa Vulnerabilidade;2542;1001;7
ILHA SOLTEIRA;Média Vulnerabilidade;2817;1035;6
ILHA SOLTEIRA;Alta Vulnerabilidade;1077;393;3
INDAIATUBA;Baixíssima Vulnerabilidade;45853;16354;69
INDAIATUBA;Muito Baixa Vulnerabilidade;132729;48221;193
INDAIATUBA;Baixa Vulnerabilidade;41337;14366;51
INDAIATUBA;Média Vulnerabilidade;14866;4969;18
INDAIATUBA;Alta Vulnerabilidade;19041;6384;25
INDIANA;Muito Baixa Vulnerabilidade;2401;899;5
INDIANA;Baixa Vulnerabilidade;175;61;1
INDIANA;Média Vulnerabilidade;2350;898;5
INDIANA;Alta Vulnerabilidade;151;56;1
INDIAPORA;Muito Baixa Vulnerabilidade;1182;453;4
INDIAPORA;Média Vulnerabilidade;2335;996;7
INDIAPORA;Alta Vulnerabilidade;452;191;1
INUBIA PAULISTA;Muito Baixa Vulnerabilidade;107;41;1
INUBIA PAULISTA;Média Vulnerabilidade;3303;1213;5
IPAUSSU;Muito Baixa Vulnerabilidade;5284;1957;15
IPAUSSU;Baixa Vulnerabilidade;706;237;2
IPAUSSU;Média Vulnerabilidade;4720;1697;11
IPAUSSU;Alta Vulnerabilidade;2660;878;5
IPERO;Muito Baixa Vulnerabilidade;13412;4736;21
IPERO;Baixa Vulnerabilidade;3070;1052;5
IPERO;Média Vulnerabilidade;2039;733;6
IPERO;Alta Vulnerabilidade;14671;5094;23
IPEUNA;Muito Baixa Vulnerabilidade;2135;751;5
IPEUNA;Baixa Vulnerabilidade;1445;538;3
IPEUNA;Média Vulnerabilidade;1200;379;3
IPEUNA;Alta Vulnerabilidade;1992;699;4
IPIGUA;Muito Baixa Vulnerabilidade;2283;811;8
IPIGUA;Média Vulnerabilidade;3372;1237;7
IPIGUA;Alta Vulnerabilidade;894;316;3
IPORANGA;Muito Baixa Vulnerabilidade;969;381;2
IPORANGA;Média Vulnerabilidade;1529;543;4
IPORANGA;Alta Vulnerabilidade;258;89;1
IPUA;Muito Baixa Vulnerabilidade;6815;2565;11
IPUA;Média Vulnerabilidade;4336;1560;7
IPUA;Alta Vulnerabilidade;2929;1080;5
IRACEMAPOLIS;Baixíssima Vulnerabilidade;376;123;1
IRACEMAPOLIS;Muito Baixa Vulnerabilidade;14025;4912;30
IRACEMAPOLIS;Baixa Vulnerabilidade;3724;1287;7
IRACEMAPOLIS;Média Vulnerabilidade;2012;630;5
IRACEMAPOLIS;Alta Vulnerabilidade;1625;529;3
IRAPUA;Muito Baixa Vulnerabilidade;1476;537;4
IRAPUA;Média Vulnerabilidade;3784;1364;8
IRAPUA;Alta Vulnerabilidade;1574;556;4
IRAPURU;Muito Baixa Vulnerabilidade;1591;655;5
IRAPURU;Média Vulnerabilidade;3545;1423;9
IRAPURU;Alta Vulnerabilidade;451;173;1
ITABERA;Muito Baixa Vulnerabilidade;2215;810;5
ITABERA;Baixa Vulnerabilidade;2879;1094;8
ITABERA;Média Vulnerabilidade;3456;1281;14
ITABERA;Alta Vulnerabilidade;7810;2785;20
ITAI;Baixíssima Vulnerabilidade;152;52;1
ITAI;Muito Baixa Vulnerabilidade;6514;2379;20
ITAI;Baixa Vulnerabilidade;2355;835;5
ITAI;Média Vulnerabilidade;2901;1087;11
ITAI;Alta Vulnerabilidade;11706;4140;26
ITAJOBI;Muito Baixa Vulnerabilidade;6163;2284;17
ITAJOBI;Baixa Vulnerabilidade;3950;1439;8
ITAJOBI;Média Vulnerabilidade;3716;1393;9
ITAJOBI;Alta Vulnerabilidade;2906;1023;6
ITAJU;Muito Baixa Vulnerabilidade;1067;394;3
ITAJU;Baixa Vulnerabilidade;467;169;1
ITAJU;Média Vulnerabilidade;684;221;3
ITAJU;Alta Vulnerabilidade;1267;455;3
ITANHAEM;Baixíssima Vulnerabilidade;570;259;1
ITANHAEM;Muito Baixa Vulnerabilidade;49902;19406;160
ITANHAEM;Baixa Vulnerabilidade;6016;2327;13
ITANHAEM;Média Vulnerabilidade;26356;9672;52
ITANHAEM;Alta Vulnerabilidade;27518;9588;48
ITANHAEM;Muito Alta Vulnerabilidade;554;192;3
ITAOCA;Baixa Vulnerabilidade;412;145;1
ITAOCA;Média Vulnerabilidade;2144;808;8
ITAOCA;Alta Vulnerabilidade;660;243;2
ITAPECERICA DA SERRA;Baixíssima Vulnerabilidade;1409;454;3
ITAPECERICA DA SERRA;Muito Baixa Vulnerabilidade;37264;13133;102
ITAPECERICA DA SERRA;Baixa Vulnerabilidade;15758;5549;35
ITAPECERICA DA SERRA;Média Vulnerabilidade;44986;15650;110
ITAPECERICA DA SERRA;Alta Vulnerabilidade;42332;14155;88
ITAPECERICA DA SERRA;Muito Alta Vulnerabilidade;13642;4651;34
ITAPETININGA;Baixíssima Vulnerabilidade;3337;1110;8
ITAPETININGA;Muito Baixa Vulnerabilidade;74740;27241;118
ITAPETININGA;Baixa Vulnerabilidade;26621;9380;37
ITAPETININGA;Média Vulnerabilidade;20523;7174;39
ITAPETININGA;Alta Vulnerabilidade;28017;9286;42
ITAPEVA;Baixíssima Vulnerabilidade;1626;615;4
ITAPEVA;Muito Baixa Vulnerabilidade;29076;10822;51
ITAPEVA;Baixa Vulnerabilidade;9894;3632;19
ITAPEVA;Média Vulnerabilidade;19321;6789;46
ITAPEVA;Alta Vulnerabilidade;27923;9349;44
ITAPEVI;Baixíssima Vulnerabilidade;2863;978;3
ITAPEVI;Muito Baixa Vulnerabilidade;46859;16782;64
ITAPEVI;Baixa Vulnerabilidade;36206;12932;44
ITAPEVI;Média Vulnerabilidade;26267;9418;36
ITAPEVI;Alta Vulnerabilidade;105351;36635;128
ITAPEVI;Muito Alta Vulnerabilidade;13820;4868;26
ITAPIRA;Baixíssima Vulnerabilidade;1058;382;5
ITAPIRA;Muito Baixa Vulnerabilidade;43295;16331;89
ITAPIRA;Baixa Vulnerabilidade;4439;1653;10
ITAPIRA;Média Vulnerabilidade;13429;4674;27
ITAPIRA;Alta Vulnerabilidade;8457;2884;12
ITAPIRAPUA PAULISTA;Média Vulnerabilidade;1342;482;6
ITAPIRAPUA PAULISTA;Alta Vulnerabilidade;2963;1077;9
ITAPOLIS;Muito Baixa Vulnerabilidade;19478;7725;48
ITAPOLIS;Baixa Vulnerabilidade;2844;1059;7
ITAPOLIS;Média Vulnerabilidade;8680;3179;20
ITAPOLIS;Alta Vulnerabilidade;7534;2724;17
ITAPORANGA;Muito Baixa Vulnerabilidade;3753;1455;11
ITAPORANGA;Baixa Vulnerabilidade;710;274;2
ITAPORANGA;Média Vulnerabilidade;5487;2039;20
ITAPORANGA;Alta Vulnerabilidade;3825;1362;10
ITAPUI;Muito Baixa Vulnerabilidade;3797;1390;8
ITAPUI;Média Vulnerabilidade;3907;1348;6
ITAPUI;Alta Vulnerabilidade;5401;1825;9
ITAPURA;Baixa Vulnerabilidade;879;336;2
ITAPURA;Média Vulnerabilidade;1133;438;3
ITAPURA;Alta Vulnerabilidade;1851;694;5
ITAQUAQUECETUBA;Baixíssima Vulnerabilidade;297;88;1
ITAQUAQUECETUBA;Muito Baixa Vulnerabilidade;83949;28384;140
ITAQUAQUECETUBA;Baixa Vulnerabilidade;34428;11736;58
ITAQUAQUECETUBA;Média Vulnerabilidade;73998;24629;115
ITAQUAQUECETUBA;Alta Vulnerabilidade;83599;27624;129
ITAQUAQUECETUBA;Muito Alta Vulnerabilidade;90935;29102;142
ITARARE;Baixíssima Vulnerabilidade;220;86;1
ITARARE;Muito Baixa Vulnerabilidade;15966;6112;52
ITARARE;Baixa Vulnerabilidade;4440;1699;13
ITARARE;Média Vulnerabilidade;9164;3487;30
ITARARE;Alta Vulnerabilidade;13253;4660;29
ITARIRI;Muito Baixa Vulnerabilidade;3762;1380;9
ITARIRI;Baixa Vulnerabilidade;739;288;1
ITARIRI;Média Vulnerabilidade;5486;2063;20
ITARIRI;Alta Vulnerabilidade;4990;1743;9
ITATIBA;Baixíssima Vulnerabilidade;9646;3349;23
ITATIBA;Muito Baixa Vulnerabilidade;60878;22361;128
ITATIBA;Baixa Vulnerabilidade;20692;7577;27
ITATIBA;Média Vulnerabilidade;4867;1711;12
ITATIBA;Alta Vulnerabilidade;23768;8276;35
ITATINGA;Muito Baixa Vulnerabilidade;5791;1997;16
ITATINGA;Baixa Vulnerabilidade;1546;532;5
ITATINGA;Média Vulnerabilidade;4374;1424;11
ITATINGA;Alta Vulnerabilidade;5413;1760;11
ITIRAPINA;Muito Baixa Vulnerabilidade;7051;2678;20
ITIRAPINA;Baixa Vulnerabilidade;2028;719;4
ITIRAPINA;Média Vulnerabilidade;691;248;2
ITIRAPINA;Alta Vulnerabilidade;2180;725;5
ITIRAPINA;Muito Alta Vulnerabilidade;708;247;4
ITIRAPUA;Muito Baixa Vulnerabilidade;803;296;2
ITIRAPUA;Média Vulnerabilidade;3592;1248;7
ITIRAPUA;Alta Vulnerabilidade;1361;461;4
ITOBI;Muito Baixa Vulnerabilidade;3016;1117;6
ITOBI;Baixa Vulnerabilidade;392;148;1
ITOBI;Média Vulnerabilidade;1432;518;4
ITOBI;Alta Vulnerabilidade;3025;1083;4
ITU;Baixíssima Vulnerabilidade;10112;3609;19
ITU;Muito Baixa Vulnerabilidade;83082;29834;128
ITU;Baixa Vulnerabilidade;23072;8570;37
ITU;Média Vulnerabilidade;18494;6302;39
ITU;Alta Vulnerabilidade;28130;9606;41
ITU;Muito Alta Vulnerabilidade;3226;1061;6
ITUPEVA;Baixíssima Vulnerabilidade;7465;2475;22
ITUPEVA;Muito Baixa Vulnerabilidade;21783;7358;51
ITUPEVA;Baixa Vulnerabilidade;17034;5888;30
ITUPEVA;Média Vulnerabilidade;2131;703;5
ITUPEVA;Alta Vulnerabilidade;21100;6908;34
ITUVERAVA;Baixíssima Vulnerabilidade;1955;723;4
ITUVERAVA;Muito Baixa Vulnerabilidade;16741;6388;36
ITUVERAVA;Baixa Vulnerabilidade;638;235;3
ITUVERAVA;Média Vulnerabilidade;9985;3725;22
ITUVERAVA;Alta Vulnerabilidade;7811;2823;14
JABORANDI;Muito Baixa Vulnerabilidade;2406;936;7
JABORANDI;Média Vulnerabilidade;3449;1223;5
JABOTICABAL;Baixíssima Vulnerabilidade;4125;1578;11
JABOTICABAL;Muito Baixa Vulnerabilidade;37775;14674;94
JABOTICABAL;Baixa Vulnerabilidade;7718;3240;20
JABOTICABAL;Média Vulnerabilidade;9497;3470;21
JABOTICABAL;Alta Vulnerabilidade;11763;4161;21
JACAREI;Baixíssima Vulnerabilidade;12644;4170;31
JACAREI;Muito Baixa Vulnerabilidade;136385;49196;279
JACAREI;Baixa Vulnerabilidade;29290;10908;66
JACAREI;Média Vulnerabilidade;23837;8078;42
JACAREI;Alta Vulnerabilidade;29158;9819;52
JACAREI;Muito Alta Vulnerabilidade;6365;2109;14
JACI;Muito Baixa Vulnerabilidade;569;197;2
JACI;Baixa Vulnerabilidade;3729;1322;5
JACI;Média Vulnerabilidade;1370;514;4
JACI;Alta Vulnerabilidade;1746;592;3
JACUPIRANGA;Muito Baixa Vulnerabilidade;6945;2620;12
JACUPIRANGA;Baixa Vulnerabilidade;191;69;1
JACUPIRANGA;Média Vulnerabilidade;4884;1728;17
JACUPIRANGA;Alta Vulnerabilidade;3714;1290;6
JAGUARIUNA;Baixíssima Vulnerabilidade;2867;986;8
JAGUARIUNA;Muito Baixa Vulnerabilidade;25921;9635;42
JAGUARIUNA;Baixa Vulnerabilidade;21601;7794;31
JAGUARIUNA;Média Vulnerabilidade;1611;616;6
JAGUARIUNA;Alta Vulnerabilidade;6528;2193;9
JALES;Baixíssima Vulnerabilidade;343;110;1
JALES;Muito Baixa Vulnerabilidade;28454;11190;66
JALES;Baixa Vulnerabilidade;3853;1563;9
JALES;Média Vulnerabilidade;10184;4013;23
JALES;Alta Vulnerabilidade;5731;2174;10
JAMBEIRO;Baixíssima Vulnerabilidade;408;140;2
JAMBEIRO;Muito Baixa Vulnerabilidade;2564;941;8
JAMBEIRO;Média Vulnerabilidade;1920;677;8
JAMBEIRO;Alta Vulnerabilidade;1228;433;2
JANDIRA;Baixíssima Vulnerabilidade;6947;2198;9
JANDIRA;Muito Baixa Vulnerabilidade;31856;11602;42
JANDIRA;Baixa Vulnerabilidade;35113;12651;45
JANDIRA;Média Vulnerabilidade;6177;2195;9
JANDIRA;Alta Vulnerabilidade;32847;11635;45
JANDIRA;Muito Alta Vulnerabilidade;4963;1692;11
JARDINOPOLIS;Baixíssima Vulnerabilidade;521;175;1
JARDINOPOLIS;Muito Baixa Vulnerabilidade;21191;7558;36
JARDINOPOLIS;Baixa Vulnerabilidade;8011;2728;14
JARDINOPOLIS;Média Vulnerabilidade;4588;1526;7
JARDINOPOLIS;Alta Vulnerabilidade;8626;2750;12
JARINU;Baixíssima Vulnerabilidade;320;104;1
JARINU;Muito Baixa Vulnerabilidade;11916;4264;44
JARINU;Baixa Vulnerabilidade;4450;1557;11
JARINU;Média Vulnerabilidade;4476;1528;17
JARINU;Alta Vulnerabilidade;14297;4819;26
JAU;Baixíssima Vulnerabilidade;2183;769;7
JAU;Muito Baixa Vulnerabilidade;77911;29359;164
JAU;Baixa Vulnerabilidade;15869;5896;33
JAU;Média Vulnerabilidade;13365;4528;27
JAU;Alta Vulnerabilidade;22680;7679;40
JERIQUARA;Muito Baixa Vulnerabilidade;1664;572;4
JERIQUARA;Média Vulnerabilidade;1663;575;3
JERIQUARA;Alta Vulnerabilidade;454;144;1
JOANOPOLIS;Muito Baixa Vulnerabilidade;5946;2183;15
JOANOPOLIS;Baixa Vulnerabilidade;774;307;2
JOANOPOLIS;Média Vulnerabilidade;2735;971;8
JOANOPOLIS;Alta Vulnerabilidade;2879;1032;9
JOAO RAMALHO;Muito Baixa Vulnerabilidade;1155;381;1
JOAO RAMALHO;Média Vulnerabilidade;3007;1090;6
JOSE BONIFACIO;Muito Baixa Vulnerabilidade;11276;4200;25
JOSE BONIFACIO;Baixa Vulnerabilidade;9202;3375;15
JOSE BONIFACIO;Média Vulnerabilidade;3322;1204;8
JOSE BONIFACIO;Alta Vulnerabilidade;12614;4513;22
JULIO MESQUITA;Média Vulnerabilidade;618;240;1
JULIO MESQUITA;Alta Vulnerabilidade;3482;1266;6
JUMIRIM;Muito Baixa Vulnerabilidade;1921;645;7
JUMIRIM;Média Vulnerabilidade;130;46;1
JUMIRIM;Alta Vulnerabilidade;660;193;2
JUNDIAI;Baixíssima Vulnerabilidade;71373;27082;176
JUNDIAI;Muito Baixa Vulnerabilidade;245216;92031;639
JUNDIAI;Baixa Vulnerabilidade;65079;23881;144
JUNDIAI;Média Vulnerabilidade;8270;2892;23
JUNDIAI;Alta Vulnerabilidade;28423;9775;47
JUNDIAI;Muito Alta Vulnerabilidade;17917;5783;32
JUNQUEIROPOLIS;Muito Baixa Vulnerabilidade;9603;3654;27
JUNQUEIROPOLIS;Baixa Vulnerabilidade;469;169;1
JUNQUEIROPOLIS;Média Vulnerabilidade;4042;1502;8
JUNQUEIROPOLIS;Alta Vulnerabilidade;4372;1590;6
JUQUIA;Muito Baixa Vulnerabilidade;4098;1559;7
JUQUIA;Baixa Vulnerabilidade;562;212;2
JUQUIA;Média Vulnerabilidade;10164;3746;30
JUQUIA;Alta Vulnerabilidade;2167;771;7
JUQUITIBA;Muito Baixa Vulnerabilidade;883;324;4
JUQUITIBA;Baixa Vulnerabilidade;1722;635;4
JUQUITIBA;Média Vulnerabilidade;10445;3897;53
JUQUITIBA;Alta Vulnerabilidade;13146;4754;41
LAGOINHA;Muito Baixa Vulnerabilidade;1287;537;5
LAGOINHA;Média Vulnerabilidade;2309;985;7
LAGOINHA;Alta Vulnerabilidade;1293;513;3
LARANJAL PAULISTA;Baixíssima Vulnerabilidade;783;302;1
LARANJAL PAULISTA;Muito Baixa Vulnerabilidade;12599;4567;25
LARANJAL PAULISTA;Baixa Vulnerabilidade;5824;2072;11
LARANJAL PAULISTA;Média Vulnerabilidade;1399;482;6
LARANJAL PAULISTA;Alta Vulnerabilidade;5300;1757;7
LAVINIA;Muito Baixa Vulnerabilidade;2278;895;7
LAVINIA;Média Vulnerabilidade;1669;632;5
LAVINIA;Alta Vulnerabilidade;600;216;3
LAVRINHAS;Muito Baixa Vulnerabilidade;2193;738;5
LAVRINHAS;Baixa Vulnerabilidade;812;281;2
LAVRINHAS;Média Vulnerabilidade;3342;1082;7
LAVRINHAS;Alta Vulnerabilidade;654;233;1
LEME;Baixíssima Vulnerabilidade;3103;1209;4
LEME;Muito Baixa Vulnerabilidade;36490;14175;71
LEME;Baixa Vulnerabilidade;6523;2482;8
LEME;Média Vulnerabilidade;21704;7580;35
LEME;Alta Vulnerabilidade;29606;10131;40
LENCOIS PAULISTA;Baixíssima Vulnerabilidade;2235;864;7
LENCOIS PAULISTA;Muito Baixa Vulnerabilidade;42649;14725;65
LENCOIS PAULISTA;Baixa Vulnerabilidade;7249;2529;7
LENCOIS PAULISTA;Média Vulnerabilidade;9694;3239;14
LENCOIS PAULISTA;Alta Vulnerabilidade;4223;1381;6
LIMEIRA;Baixíssima Vulnerabilidade;15957;5950;44
LIMEIRA;Muito Baixa Vulnerabilidade;153609;56537;375
LIMEIRA;Baixa Vulnerabilidade;44905;16692;109
LIMEIRA;Média Vulnerabilidade;39317;13255;82
LIMEIRA;Alta Vulnerabilidade;34046;11093;65
LINDOIA;Muito Baixa Vulnerabilidade;3218;1241;10
LINDOIA;Baixa Vulnerabilidade;1641;564;3
LINDOIA;Média Vulnerabilidade;832;300;3
LINDOIA;Alta Vulnerabilidade;1164;426;2
LINS;Baixíssima Vulnerabilidade;2837;1056;8
LINS;Muito Baixa Vulnerabilidade;42004;16408;90
LINS;Baixa Vulnerabilidade;11633;4513;24
LINS;Média Vulnerabilidade;7973;2879;18
LINS;Alta Vulnerabilidade;8978;3311;21
LORENA;Baixíssima Vulnerabilidade;648;267;2
LORENA;Muito Baixa Vulnerabilidade;53574;19430;110
LORENA;Baixa Vulnerabilidade;5847;2249;15
LORENA;Média Vulnerabilidade;12681;4228;22
LORENA;Alta Vulnerabilidade;10358;3391;16
LORENA;Muito Alta Vulnerabilidade;1025;306;1
LOURDES;Média Vulnerabilidade;1635;674;5
LOURDES;Alta Vulnerabilidade;192;69;1
LOUVEIRA;Baixíssima Vulnerabilidade;3741;1280;10
LOUVEIRA;Muito Baixa Vulnerabilidade;15033;5082;30
LOUVEIRA;Baixa Vulnerabilidade;9714;3408;14
LOUVEIRA;Média Vulnerabilidade;2167;735;6
LOUVEIRA;Alta Vulnerabilidade;20494;7201;26
LOUVEIRA;Muito Alta Vulnerabilidade;246;79;1
LUCELIA;Muito Baixa Vulnerabilidade;7171;2822;19
LUCELIA;Baixa Vulnerabilidade;622;223;2
LUCELIA;Média Vulnerabilidade;3008;1136;7
LUCELIA;Alta Vulnerabilidade;6371;2311;10
LUCIANOPOLIS;Muito Baixa Vulnerabilidade;550;194;3
LUCIANOPOLIS;Média Vulnerabilidade;1656;636;3
LUCIANOPOLIS;Alta Vulnerabilidade;160;59;1
LUIS ANTONIO;Muito Baixa Vulnerabilidade;3806;1363;7
LUIS ANTONIO;Média Vulnerabilidade;3005;1001;4
LUIS ANTONIO;Alta Vulnerabilidade;5296;1746;7
LUIZIANIA;Muito Baixa Vulnerabilidade;310;109;1
LUIZIANIA;Baixa Vulnerabilidade;340;115;1
LUIZIANIA;Média Vulnerabilidade;3022;1151;6
LUIZIANIA;Alta Vulnerabilidade;903;319;2
LUPERCIO;Muito Baixa Vulnerabilidade;230;85;1
LUPERCIO;Média Vulnerabilidade;3370;1251;6
LUPERCIO;Alta Vulnerabilidade;159;50;1
LUTECIA;Muito Baixa Vulnerabilidade;214;85;2
LUTECIA;Baixa Vulnerabilidade;103;36;1
LUTECIA;Média Vulnerabilidade;704;295;2
LUTECIA;Alta Vulnerabilidade;1407;533;3
MACATUBA;Muito Baixa Vulnerabilidade;7856;2788;13
MACATUBA;Baixa Vulnerabilidade;2855;916;3
MACATUBA;Média Vulnerabilidade;3109;992;4
MACATUBA;Alta Vulnerabilidade;2737;874;4
MACAUBAL;Muito Baixa Vulnerabilidade;2214;882;5
MACAUBAL;Baixa Vulnerabilidade;321;118;1
MACAUBAL;Média Vulnerabilidade;2698;1108;5
MACAUBAL;Alta Vulnerabilidade;2068;845;5
MACEDONIA;Muito Baixa Vulnerabilidade;1136;419;5
MACEDONIA;Média Vulnerabilidade;2212;876;4
MACEDONIA;Alta Vulnerabilidade;579;212;2
MAGDA;Muito Baixa Vulnerabilidade;1154;470;3
MAGDA;Baixa Vulnerabilidade;187;58;1
MAGDA;Média Vulnerabilidade;1822;729;5
MAIRINQUE;Baixíssima Vulnerabilidade;160;61;1
MAIRINQUE;Muito Baixa Vulnerabilidade;28364;9996;52
MAIRINQUE;Baixa Vulnerabilidade;3046;1047;6
MAIRINQUE;Média Vulnerabilidade;6691;2317;19
MAIRINQUE;Alta Vulnerabilidade;9135;3072;16
MAIRINQUE;Muito Alta Vulnerabilidade;492;149;2
MAIRIPORA;Baixíssima Vulnerabilidade;5040;1749;24
MAIRIPORA;Muito Baixa Vulnerabilidade;36945;13193;133
MAIRIPORA;Baixa Vulnerabilidade;11048;3949;35
MAIRIPORA;Média Vulnerabilidade;12002;4229;47
MAIRIPORA;Alta Vulnerabilidade;19550;6752;49
MAIRIPORA;Muito Alta Vulnerabilidade;3391;1155;13
MANDURI;Muito Baixa Vulnerabilidade;5365;2072;17
MANDURI;Baixa Vulnerabilidade;664;260;3
MANDURI;Média Vulnerabilidade;1303;479;3
MANDURI;Alta Vulnerabilidade;2301;802;4
MARABA PAULISTA;Muito Baixa Vulnerabilidade;97;38;1
MARABA PAULISTA;Média Vulnerabilidade;3399;1343;8
MARACAI;Muito Baixa Vulnerabilidade;6152;2316;16
MARACAI;Média Vulnerabilidade;4441;1748;8
MARACAI;Alta Vulnerabilidade;1773;656;3
MARAPOAMA;Muito Baixa Vulnerabilidade;1621;611;4
MARAPOAMA;Baixa Vulnerabilidade;354;132;1
MARAPOAMA;Média Vulnerabilidade;1007;388;3
MARAPOAMA;Alta Vulnerabilidade;250;88;2
MARIAPOLIS;Baixíssima Vulnerabilidade;154;53;1
MARIAPOLIS;Muito Baixa Vulnerabilidade;694;286;2
MARIAPOLIS;Média Vulnerabilidade;2331;915;6
MARILIA;Baixíssima Vulnerabilidade;14526;5529;32
MARILIA;Muito Baixa Vulnerabilidade;126653;47380;271
MARILIA;Baixa Vulnerabilidade;39960;16067;87
MARILIA;Média Vulnerabilidade;25018;8887;51
MARILIA;Alta Vulnerabilidade;24966;8854;46
MARILIA;Muito Alta Vulnerabilidade;2868;977;14
MARINOPOLIS;Muito Baixa Vulnerabilidade;135;45;1
MARINOPOLIS;Média Vulnerabilidade;1519;598;3
MARINOPOLIS;Alta Vulnerabilidade;175;62;1
MARTINOPOLIS;Muito Baixa Vulnerabilidade;5966;2286;11
MARTINOPOLIS;Baixa Vulnerabilidade;117;36;1
MARTINOPOLIS;Média Vulnerabilidade;10594;4017;19
MARTINOPOLIS;Alta Vulnerabilidade;6066;2197;9
MATAO;Baixíssima Vulnerabilidade;1515;577;5
MATAO;Muito Baixa Vulnerabilidade;48005;17578;96
MATAO;Baixa Vulnerabilidade;5975;2265;11
MATAO;Média Vulnerabilidade;15063;5476;27
MATAO;Alta Vulnerabilidade;7739;2702;13
MAUA;Muito Baixa Vulnerabilidade;202762;75943;405
MAUA;Baixa Vulnerabilidade;46409;17358;94
MAUA;Média Vulnerabilidade;26062;9448;51
MAUA;Alta Vulnerabilidade;26029;9436;50
MAUA;Muito Alta Vulnerabilidade;114476;39917;203
MENDONCA;Muito Baixa Vulnerabilidade;1579;593;4
MENDONCA;Baixa Vulnerabilidade;1267;460;3
MENDONCA;Média Vulnerabilidade;2640;1012;4
MENDONCA;Alta Vulnerabilidade;546;193;2
MERIDIANO;Muito Baixa Vulnerabilidade;2980;1114;7
MERIDIANO;Média Vulnerabilidade;1426;550;4
MESOPOLIS;Muito Baixa Vulnerabilidade;141;56;1
MESOPOLIS;Média Vulnerabilidade;677;277;2
MESOPOLIS;Alta Vulnerabilidade;1041;379;3
MIGUELOPOLIS;Muito Baixa Vulnerabilidade;3585;1380;7
MIGUELOPOLIS;Baixa Vulnerabilidade;1033;368;2
MIGUELOPOLIS;Média Vulnerabilidade;8024;2992;17
MIGUELOPOLIS;Alta Vulnerabilidade;6045;2132;11
MINEIROS DO TIETE;Muito Baixa Vulnerabilidade;1393;565;5
MINEIROS DO TIETE;Baixa Vulnerabilidade;422;154;1
MINEIROS DO TIETE;Média Vulnerabilidade;2918;1124;7
MINEIROS DO TIETE;Alta Vulnerabilidade;6314;2232;11
MIRACATU;Muito Baixa Vulnerabilidade;2336;924;6
MIRACATU;Média Vulnerabilidade;10260;3761;34
MIRACATU;Alta Vulnerabilidade;5248;1927;14
MIRA ESTRELA;Muito Baixa Vulnerabilidade;728;286;3
MIRA ESTRELA;Baixa Vulnerabilidade;416;152;1
MIRA ESTRELA;Média Vulnerabilidade;1515;631;5
MIRA ESTRELA;Alta Vulnerabilidade;261;90;1
