cod_ibge;grupo_ipvs;n_pessoas;n_domicilios;n_setores
SAO PEDRO;Baixíssima Vulnerabilidade;412;152;1
SAO PEDRO;Muito Baixa Vulnerabilidade;24470;9224;59
SAO PEDRO;Baixa Vulnerabilidade;3457;1252;8
SAO PEDRO;Média Vulnerabilidade;3063;1094;5
SAO PEDRO;Alta Vulnerabilidade;4650;1557;7
SAO PEDRO;Muito Alta Vulnerabilidade;1506;441;1
SAO PEDRO DO TURVO;Muito Baixa Vulnerabilidade;3009;1108;12
SAO PEDRO DO TURVO;Média Vulnerabilidade;1757;630;7
SAO PEDRO DO TURVO;Alta Vulnerabilidade;2308;820;5
SAO ROQUE;Baixíssima Vulnerabilidade;2467;904;7
SAO ROQUE;Muito Baixa Vulnerabilidade;46642;17298;86
SAO ROQUE;Baixa Vulnerabilidade;9293;3439;15
SAO ROQUE;Média Vulnerabilidade;10376;3388;24
SAO ROQUE;Alta Vulnerabilidade;5276;1760;9
SAO ROQUE;Muito Alta Vulnerabilidade;2216;698;6
SAO SEBASTIAO;Baixíssima Vulnerabilidade;1149;428;5
SAO SEBASTIAO;Muito Baixa Vulnerabilidade;30179;11337;101
SAO SEBASTIAO;Baixa Vulnerabilidade;5770;2134;18
SAO SEBASTIAO;Média Vulnerabilidade;3568;1216;8
SAO SEBASTIAO;Alta Vulnerabilidade;13092;4472;30
SAO SEBASTIAO;Muito Alta Vulnerabilidade;24678;8326;50
SAO SEBASTIAO DA GRAMA;Muito Baixa Vulnerabilidade;5071;1934;11
SAO SEBASTIAO DA GRAMA;Baixa Vulnerabilidade;810;293;3
SAO SEBASTIAO DA GRAMA;Média Vulnerabilidade;4144;1512;8
SAO SEBASTIAO DA GRAMA;Alta Vulnerabilidade;215;71;1
SAO SIMAO;Muito Baixa Vulnerabilidade;9545;3597;23
SAO SIMAO;Média Vulnerabilidade;2785;913;5
SAO SIMAO;Alta Vulnerabilidade;885;290;1
SAO VICENTE;Baixíssima Vulnerabilidade;871;337;2
SAO VICENTE;Muito Baixa Vulnerabilidade;160874;62744;317
SAO VICENTE;Baixa Vulnerabilidade;28059;10474;51
SAO VICENTE;Média Vulnerabilidade;28541;10138;53
SAO VICENTE;Alta Vulnerabilidade;19992;6934;33
SAO VICENTE;Muito Alta Vulnerabilidade;84765;28704;160
SARAPUI;Baixíssima Vulnerabilidade;685;230;1
SARAPUI;Muito Baixa Vulnerabilidade;2339;834;7
SARAPUI;Baixa Vulnerabilidade;2584;953;4
SARAPUI;Média Vulnerabilidade;3239;1147;10
SARAPUI;Alta Vulnerabilidade;1219;456;3
SARUTAIA;Muito Baixa Vulnerabilidade;472;189;2
SARUTAIA;Média Vulnerabilidade;1710;622;5
SARUTAIA;Alta Vulnerabilidade;1381;519;3
SEBASTIANOPOLIS DO SUL;Muito Baixa Vulnerabilidade;1156;446;3
SEBASTIANOPOLIS DO SUL;Média Vulnerabilidade;1683;692;4
SEBASTIANOPOLIS DO SUL;Alta Vulnerabilidade;285;108;1
SERRA AZUL;Muito Baixa Vulnerabilidade;2189;766;4
SERRA AZUL;Média Vulnerabilidade;4381;1508;9
SERRA AZUL;Alta Vulnerabilidade;2046;655;3
SERRANA;Baixíssima Vulnerabilidade;810;290;1
SERRANA;Muito Baixa Vulnerabilidade;5914;2032;10
SERRANA;Baixa Vulnerabilidade;8573;2927;14
SERRANA;Média Vulnerabilidade;4892;1638;11
SERRANA;Alta Vulnerabilidade;23566;7990;36
SERRA NEGRA;Muito Baixa Vulnerabilidade;17060;6769;47
SERRA NEGRA;Baixa Vulnerabilidade;1940;702;4
SERRA NEGRA;Média Vulnerabilidade;7009;2331;14
SERRA NEGRA;Alta Vulnerabilidade;3074;1113;7
SERTAOZINHO;Baixíssima Vulnerabilidade;5399;1986;13
SERTAOZINHO;Muito Baixa Vulnerabilidade;63859;23255;139
SERTAOZINHO;Baixa Vulnerabilidade;15065;5633;36
SERTAOZINHO;Média Vulnerabilidade;18029;6322;37
SERTAOZINHO;Alta Vulnerabilidade;24167;8605;50
SETE BARRAS;Muito Baixa Vulnerabilidade;1826;633;2
SETE BARRAS;Baixa Vulnerabilidade;179;66;1
SETE BARRAS;Média Vulnerabilidade;6472;2335;18
SETE BARRAS;Alta Vulnerabilidade;3775;1311;8
SEVERINIA;Muito Baixa Vulnerabilidade;2668;945;8
SEVERINIA;Baixa Vulnerabilidade;996;314;2
SEVERINIA;Média Vulnerabilidade;3370;1224;7
SEVERINIA;Alta Vulnerabilidade;7423;2548;14
SILVEIRAS;Muito Baixa Vulnerabilidade;1647;603;3
SILVEIRAS;Média Vulnerabilidade;4171;1487;15
SILVEIRAS;Alta Vulnerabilidade;202;80;1
SOCORRO;Baixíssima Vulnerabilidade;212;75;1
SOCORRO;Muito Baixa Vulnerabilidade;20101;7749;63
SOCORRO;Baixa Vulnerabilidade;3083;1216;9
SOCORRO;Média Vulnerabilidade;10684;3862;34
SOCORRO;Alta Vulnerabilidade;4999;1884;14
SOROCABA;Baixíssima Vulnerabilidade;63610;23655;112
SOROCABA;Muito Baixa Vulnerabilidade;369689;134684;549
SOROCABA;Baixa Vulnerabilidade;182069;68365;262
SOROCABA;Média Vulnerabilidade;23644;8065;38
SOROCABA;Alta Vulnerabilidade;67002;22376;96
SOROCABA;Muito Alta Vulnerabilidade;11731;3777;35
SUD MENNUCCI;Muito Baixa Vulnerabilidade;1377;524;5
SUD MENNUCCI;Média Vulnerabilidade;5395;2082;12
SUD MENNUCCI;Alta Vulnerabilidade;160;56;1
SUMARE;Baixíssima Vulnerabilidade;5313;1757;6
SUMARE;Muito Baixa Vulnerabilidade;122124;43927;200
SUMARE;Baixa Vulnerabilidade;61638;21878;87
SUMARE;Média Vulnerabilidade;25661;8977;39
SUMARE;Alta Vulnerabilidade;52932;18114;69
SUMARE;Muito Alta Vulnerabilidade;10979;3670;20
SUZANO;Baixíssima Vulnerabilidade;2848;987;8
SUZANO;Muito Baixa Vulnerabilidade;126592;44608;253
SUZANO;Baixa Vulnerabilidade;28103;10276;58
SUZANO;Média Vulnerabilidade;61533;20750;120
SUZANO;Alta Vulnerabilidade;65055;21820;116
SUZANO;Muito Alta Vulnerabilidade;20714;6637;52
SUZANAPOLIS;Muito Baixa Vulnerabilidade;225;77;1
SUZANAPOLIS;Baixa Vulnerabilidade;260;102;1
SUZANAPOLIS;Média Vulnerabilidade;2922;1100;7
TABAPUA;Muito Baixa Vulnerabilidade;4050;1617;11
TABAPUA;Baixa Vulnerabilidade;842;289;2
TABAPUA;Média Vulnerabilidade;5401;2085;14
TABAPUA;Alta Vulnerabilidade;553;195;2
TABATINGA;Muito Baixa Vulnerabilidade;3828;1428;10
TABATINGA;Baixa Vulnerabilidade;2132;837;5
TABATINGA;Média Vulnerabilidade;3948;1460;9
TABATINGA;Alta Vulnerabilidade;4569;1699;9
TABATINGA;Muito Alta Vulnerabilidade;154;55;1
TABOAO DA SERRA;Baixíssima Vulnerabilidade;10804;3731;22
TABOAO DA SERRA;Muito Baixa Vulnerabilidade;104601;38855;225
TABOAO DA SERRA;Baixa Vulnerabilidade;53923;19960;113
TABOAO DA SERRA;Média Vulnerabilidade;22507;8026;49
TABOAO DA SERRA;Alta Vulnerabilidade;38960;14083;80
TABOAO DA SERRA;Muito Alta Vulnerabilidade;41909;14551;91
TACIBA;Muito Baixa Vulnerabilidade;2494;964;7
TACIBA;Baixa Vulnerabilidade;229;86;1
TACIBA;Média Vulnerabilidade;2198;831;4
TACIBA;Alta Vulnerabilidade;1154;376;2
TAGUAI;Muito Baixa Vulnerabilidade;2009;721;6
TAGUAI;Baixa Vulnerabilidade;1466;497;3
TAGUAI;Média Vulnerabilidade;1913;664;6
TAGUAI;Alta Vulnerabilidade;7183;2440;16
TAIACU;Muito Baixa Vulnerabilidade;498;196;2
TAIACU;Média Vulnerabilidade;4110;1524;9
TAIACU;Alta Vulnerabilidade;1069;366;3
TAIUVA;Muito Baixa Vulnerabilidade;2046;795;5
TAIUVA;Baixa Vulnerabilidade;751;274;2
TAIUVA;Média Vulnerabilidade;1809;679;5
TAIUVA;Alta Vulnerabilidade;843;319;2
TAMBAU;Baixíssima Vulnerabilidade;158;57;1
TAMBAU;Muito Baixa Vulnerabilidade;14288;5192;30
TAMBAU;Média Vulnerabilidade;4964;1746;10
TAMBAU;Alta Vulnerabilidade;1641;511;2
TANABI;Baixíssima Vulnerabilidade;364;122;1
TANABI;Muito Baixa Vulnerabilidade;11392;4417;24
TANABI;Baixa Vulnerabilidade;969;364;2
TANABI;Média Vulnerabilidade;7230;2764;17
TANABI;Alta Vulnerabilidade;5213;1860;10
TAPIRAI;Muito Baixa Vulnerabilidade;934;336;2
TAPIRAI;Média Vulnerabilidade;3124;1114;9
TAPIRAI;Alta Vulnerabilidade;3704;1300;8
TAPIRATIBA;Muito Baixa Vulnerabilidade;5404;1993;11
TAPIRATIBA;Baixa Vulnerabilidade;960;349;2
TAPIRATIBA;Média Vulnerabilidade;3534;1251;7
TAPIRATIBA;Alta Vulnerabilidade;1538;497;3
TAQUARAL;Muito Baixa Vulnerabilidade;299;95;2
TAQUARAL;Média Vulnerabilidade;2187;810;4
TAQUARAL;Alta Vulnerabilidade;133;44;1
TAQUARITINGA;Muito Baixa Vulnerabilidade;20100;8028;50
TAQUARITINGA;Baixa Vulnerabilidade;5574;2122;11
TAQUARITINGA;Média Vulnerabilidade;14314;5443;34
TAQUARITINGA;Alta Vulnerabilidade;11901;4132;22
TAQUARITUBA;Muito Baixa Vulnerabilidade;8216;3103;27
TAQUARITUBA;Baixa Vulnerabilidade;736;265;2
TAQUARITUBA;Média Vulnerabilidade;5974;2072;15
TAQUARITUBA;Alta Vulnerabilidade;8013;2854;20
TAQUARIVAI;Muito Baixa Vulnerabilidade;1912;645;4
TAQUARIVAI;Baixa Vulnerabilidade;329;110;1
TAQUARIVAI;Média Vulnerabilidade;1772;618;4
TAQUARIVAI;Alta Vulnerabilidade;2776;932;7
TARABAI;Muito Baixa Vulnerabilidade;1164;401;2
TARABAI;Média Vulnerabilidade;4279;1548;8
TARABAI;Alta Vulnerabilidade;1032;358;3
TARUMA;Muito Baixa Vulnerabilidade;5256;1832;10
TARUMA;Baixa Vulnerabilidade;1570;519;3
TARUMA;Média Vulnerabilidade;6734;2459;13
TARUMA;Alta Vulnerabilidade;1219;390;2
TATUI;Baixíssima Vulnerabilidade;4422;1543;9
TATUI;Muito Baixa Vulnerabilidade;50744;18918;127
TATUI;Baixa Vulnerabilidade;18459;6632;38
TATUI;Média Vulnerabilidade;12959;4546;32
TATUI;Alta Vulnerabilidade;35051;11827;63
TAUBATE;Baixíssima Vulnerabilidade;14873;5484;32
TAUBATE;Muito Baixa Vulnerabilidade;193288;71537;404
TAUBATE;Baixa Vulnerabilidade;39071;15361;87
TAUBATE;Média Vulnerabilidade;31438;10588;63
TAUBATE;Alta Vulnerabilidade;29913;9483;49
TEJUPA;Muito Baixa Vulnerabilidade;191;65;1
TEJUPA;Média Vulnerabilidade;3022;1055;7
TEJUPA;Alta Vulnerabilidade;657;231;2
TEODORO SAMPAIO;Muito Baixa Vulnerabilidade;4015;1538;9
TEODORO SAMPAIO;Baixa Vulnerabilidade;3036;1094;7
TEODORO SAMPAIO;Média Vulnerabilidade;5465;1978;12
TEODORO SAMPAIO;Alta Vulnerabilidade;9578;3486;17
TERRA ROXA;Muito Baixa Vulnerabilidade;5209;1988;11
TERRA ROXA;Média Vulnerabilidade;1071;382;2
TERRA ROXA;Alta Vulnerabilidade;1343;471;2
TIETE;Baixíssima Vulnerabilidade;265;104;1
TIETE;Muito Baixa Vulnerabilidade;22662;8810;44
TIETE;Baixa Vulnerabilidade;3594;1247;4
TIETE;Média Vulnerabilidade;5993;1997;8
TIETE;Alta Vulnerabilidade;4876;1621;6
TIMBURI;Média Vulnerabilidade;1604;647;5
TIMBURI;Alta Vulnerabilidade;847;328;1
TORRE DE PEDRA;Muito Baixa Vulnerabilidade;529;218;2
TORRE DE PEDRA;Média Vulnerabilidade;995;393;3
TORRE DE PEDRA;Alta Vulnerabilidade;271;97;1
TORRINHA;Muito Baixa Vulnerabilidade;6089;2291;15
TORRINHA;Média Vulnerabilidade;1722;625;4
TORRINHA;Alta Vulnerabilidade;1214;411;2
TRABIJU;Média Vulnerabilidade;1476;528;3
TRABIJU;Alta Vulnerabilidade;204;70;1
TREMEMBE;Baixíssima Vulnerabilidade;5017;1657;11
TREMEMBE;Muito Baixa Vulnerabilidade;22922;8130;50
TREMEMBE;Baixa Vulnerabilidade;3004;996;6
TREMEMBE;Média Vulnerabilidade;2969;989;6
TREMEMBE;Alta Vulnerabilidade;6925;2217;14
TREMEMBE;Muito Alta Vulnerabilidade;2787;902;7
TRES FRONTEIRAS;Muito Baixa Vulnerabilidade;2191;807;6
TRES FRONTEIRAS;Média Vulnerabilidade;3569;1398;7
TRES FRONTEIRAS;Alta Vulnerabilidade;803;294;2
TUIUTI;Muito Baixa Vulnerabilidade;1831;694;7
TUIUTI;Média Vulnerabilidade;4095;1512;14
TUIUTI;Alta Vulnerabilidade;797;301;3
TUPA;Baixíssima Vulnerabilidade;854;311;2
TUPA;Muito Baixa Vulnerabilidade;31544;12281;71
TUPA;Baixa Vulnerabilidade;3641;1502;8
TUPA;Média Vulnerabilidade;16657;6227;34
TUPA;Alta Vulnerabilidade;9479;3329;13
TUPI PAULISTA;Muito Baixa Vulnerabilidade;11473;4580;29
TUPI PAULISTA;Baixa Vulnerabilidade;1019;399;2
TUPI PAULISTA;Média Vulnerabilidade;1373;530;5
TURIUBA;Muito Baixa Vulnerabilidade;339;148;1
TURIUBA;Média Vulnerabilidade;900;386;3
TURIUBA;Alta Vulnerabilidade;333;122;2
TURMALINA;Muito Baixa Vulnerabilidade;404;163;3
TURMALINA;Média Vulnerabilidade;1109;490;3
TURMALINA;Alta Vulnerabilidade;152;58;1
UBARANA;Média Vulnerabilidade;2160;785;4
UBARANA;Alta Vulnerabilidade;3201;1135;7
UBATUBA;Baixíssima Vulnerabilidade;1098;436;6
UBATUBA;Muito Baixa Vulnerabilidade;35177;13687;145
UBATUBA;Baixa Vulnerabilidade;7118;2642;17
UBATUBA;Média Vulnerabilidade;7970;2835;21
UBATUBA;Alta Vulnerabilidade;19118;6668;43
UBATUBA;Muito Alta Vulnerabilidade;16095;5416;38
UBIRAJARA;Muito Baixa Vulnerabilidade;750;269;3
UBIRAJARA;Baixa Vulnerabilidade;983;347;2
UBIRAJARA;Média Vulnerabilidade;1547;556;5
UBIRAJARA;Alta Vulnerabilidade;1661;599;5
UCHOA;Muito Baixa Vulnerabilidade;5991;2276;14
UCHOA;Baixa Vulnerabilidade;538;208;2
UCHOA;Média Vulnerabilidade;2483;961;6
UCHOA;Alta Vulnerabilidade;1086;426;2
UNIAO PAULISTA;Média Vulnerabilidade;935;345;2
UNIAO PAULISTA;Alta Vulnerabilidade;668;240;1
URANIA;Muito Baixa Vulnerabilidade;3891;1518;10
URANIA;Média Vulnerabilidade;4818;1881;11
URU;Média Vulnerabilidade;1311;506;3
URUPES;Muito Baixa Vulnerabilidade;7506;2882;16
URUPES;Baixa Vulnerabilidade;257;91;1
URUPES;Média Vulnerabilidade;5377;2004;13
URUPES;Alta Vulnerabilidade;574;228;2
VALENTIM GENTIL;Muito Baixa Vulnerabilidade;8955;3295;14
VALENTIM GENTIL;Baixa Vulnerabilidade;1432;493;2
VALENTIM GENTIL;Média Vulnerabilidade;1159;417;3
VALENTIM GENTIL;Alta Vulnerabilidade;2421;933;4
VALINHOS;Baixíssima Vulnerabilidade;26601;9260;50
VALINHOS;Muito Baixa Vulnerabilidade;77460;28960;134
VALINHOS;Baixa Vulnerabilidade;13825;5335;21
VALINHOS;Média Vulnerabilidade;5326;1752;7
VALINHOS;Alta Vulnerabilidade;1775;606;3
VALPARAISO;Muito Baixa Vulnerabilidade;8425;3203;20
VALPARAISO;Baixa Vulnerabilidade;1703;578;3
VALPARAISO;Média Vulnerabilidade;4566;1696;10
VALPARAISO;Alta Vulnerabilidade;6248;2168;11
VARGEM;Muito Baixa Vulnerabilidade;3114;1091;9
VARGEM;Baixa Vulnerabilidade;510;173;1
VARGEM;Média Vulnerabilidade;2908;1031;11
VARGEM;Alta Vulnerabilidade;3640;1247;7
VARGEM GRANDE DO SUL;Muito Baixa Vulnerabilidade;18474;6933;40
VARGEM GRANDE DO SUL;Baixa Vulnerabilidade;694;268;1
VARGEM GRANDE DO SUL;Média Vulnerabilidade;17299;6157;26
VARGEM GRANDE DO SUL;Alta Vulnerabilidade;3397;1180;6
VARGEM GRANDE PAULISTA;Baixíssima Vulnerabilidade;6692;2176;20
VARGEM GRANDE PAULISTA;Muito Baixa Vulnerabilidade;21062;7475;53
VARGEM GRANDE PAULISTA;Baixa Vulnerabilidade;8431;3075;19
VARGEM GRANDE PAULISTA;Média Vulnerabilidade;3183;1165;7
VARGEM GRANDE PAULISTA;Alta Vulnerabilidade;10610;3640;20
VARZEA PAULISTA;Baixíssima Vulnerabilidade;463;145;1
VARZEA PAULISTA;Muito Baixa Vulnerabilidade;58373;20751;124
VARZEA PAULISTA;Baixa Vulnerabilidade;19384;6756;37
VARZEA PAULISTA;Média Vulnerabilidade;8681;3243;18
VARZEA PAULISTA;Alta Vulnerabilidade;12650;4410;25
VARZEA PAULISTA;Muito Alta Vulnerabilidade;15337;4948;27
VERA CRUZ;Muito Baixa Vulnerabilidade;6042;2149;13
VERA CRUZ;Baixa Vulnerabilidade;363;122;1
VERA CRUZ;Média Vulnerabilidade;955;359;3
VERA CRUZ;Alta Vulnerabilidade;2724;924;4
VINHEDO;Baixíssima Vulnerabilidade;22317;7957;43
VINHEDO;Muito Baixa Vulnerabilidade;28867;10576;57
VINHEDO;Baixa Vulnerabilidade;18387;6524;27
VINHEDO;Alta Vulnerabilidade;5935;2091;9
VIRADOURO;Baixíssima Vulnerabilidade;210;76;1
VIRADOURO;Muito Baixa Vulnerabilidade;5541;2107;14
VIRADOURO;Baixa Vulnerabilidade;2259;814;4
VIRADOURO;Média Vulnerabilidade;4621;1577;9
VIRADOURO;Alta Vulnerabilidade;4573;1594;9
VISTA ALEGRE DO ALTO;Muito Baixa Vulnerabilidade;3734;1377;8
VISTA ALEGRE DO ALTO;Baixa Vulnerabilidade;502;164;1
VISTA ALEGRE DO ALTO;Média Vulnerabilidade;1170;403;2
VISTA ALEGRE DO ALTO;Alta Vulnerabilidade;2641;899;4
VITORIA BRASIL;Muito Baixa Vulnerabilidade;249;93;1
VITORIA BRASIL;Baixa Vulnerabilidade;154;54;1
VITORIA BRASIL;Média Vulnerabilidade;1359;533;3
VOTORANTIM;Baixíssima Vulnerabilidade;4606;1640;9
VOTORANTIM;Muito Baixa Vulnerabilidade;70115;24434;101
VOTORANTIM;Baixa Vulnerabilidade;33751;12401;52
VOTORANTIM;Média Vulnerabilidade;2360;764;6
VOTORANTIM;Alta Vulnerabilidade;10883;3497;16
VOTORANTIM;Muito Alta Vulnerabilidade;4465;1373;11
VOTUPORANGA;Baixíssima Vulnerabilidade;2019;766;4
VOTUPORANGA;Muito Baixa Vulnerabilidade;46540;18139;68
VOTUPORANGA;Baixa Vulnerabilidade;19316;7756;26
VOTUPORANGA;Média Vulnerabilidade;9123;3481;15
VOTUPORANGA;Alta Vulnerabilidade;19360;7140;29
ZACARIAS;Muito Baixa Vulnerabilidade;942;364;4
ZACARIAS;Baixa Vulnerabilidade;104;39;1
ZACARIAS;Média Vulnerabilidade;1535;609;4
CHAVANTES;Muito Baixa Vulnerabilidade;4549;1703;11
CHAVANTES;Baixa Vulnerabilidade;539;200;1
CHAVANTES;Média Vulnerabilidade;3966;1365;8
CHAVANTES;Alta Vulnerabilidade;2846;984;8
ESTIVA GERBI;Baixíssima Vulnerabilidade;485;175;1
ESTIVA GERBI;Muito Baixa Vulnerabilidade;6343;2117;12
ESTIVA GERBI;Baixa Vulnerabilidade;624;211;1
ESTIVA GERBI;Média Vulnerabilidade;2968;1019;7
ESTIVA GERBI;Alta Vulnerabilidade;523;182;1
