cod_ibge;grupo_ipvs;n_pessoas;n_domicilios;n_setores
3523701;Muito Alta Vulnerabilidade;0;0;0
3523800;Baixíssima Vulnerabilidade;0;0;0
3523800;Muito Baixa Vulnerabilidade;3016;1117;6
3523800;Baixa Vulnerabilidade;392;148;1
3523800;Média Vulnerabilidade;1432;518;4
3523800;Alta Vulnerabilidade;3025;1083;4
3523800;Muito Alta Vulnerabilidade;0;0;0
3523909;Baixíssima Vulnerabilidade;10112;3609;19
3523909;Muito Baixa Vulnerabilidade;83082;29834;128
3523909;Baixa Vulnerabilidade;23072;8570;37
3523909;Média Vulnerabilidade;18494;6302;39
3523909;Alta Vulnerabilidade;28130;9606;41
3523909;Muito Alta Vulnerabilidade;3226;1061;6
3524006;Baixíssima Vulnerabilidade;7465;2475;22
3524006;Muito Baixa Vulnerabilidade;21783;7358;51
3524006;Baixa Vulnerabilidade;17034;5888;30
3524006;Média Vulnerabilidade;2131;703;5
3524006;Alta Vulnerabilidade;21100;6908;34
3524006;Muito Alta Vulnerabilidade;0;0;0
3524105;Baixíssima Vulnerabilidade;1955;723;4
3524105;Muito Baixa Vulnerabilidade;16741;6388;36
3524105;Baixa Vulnerabilidade;638;235;3
3524105;Média Vulnerabilidade;9985;3725;22
3524105;Alta Vulnerabilidade;7811;2823;14
3524105;Muito Alta Vulnerabilidade;0;0;0
3524204;Baixíssima Vulnerabilidade;0;0;0
3524204;Muito Baixa Vulnerabilidade;2406;936;7
3524204;Baixa Vulnerabilidade;0;0;0
3524204;Média Vulnerabilidade;3449;1223;5
3524204;Alta Vulnerabilidade;0;0;0
3524204;Muito Alta Vulnerabilidade;0;0;0
3524303;Baixíssima Vulnerabilidade;4125;1578;11
3524303;Muito Baixa Vulnerabilidade;37775;14674;94
3524303;Baixa Vulnerabilidade;7718;3240;20
3524303;Média Vulnerabilidade;9497;3470;21
3524303;Alta Vulnerabilidade;11763;4161;21
3524303;Muito Alta Vulnerabilidade;0;0;0
3524402;Baixíssima Vulnerabilidade;12644;4170;31
3524402;Muito Baixa Vulnerabilidade;136385;49196;279
3524402;Baixa Vulnerabilidade;29290;10908;66
3524402;Média Vulnerabilidade;23837;8078;42
3524402;Alta Vulnerabilidade;29158;9819;52
3524402;Muito Alta Vulnerabilidade;6365;2109;14
3524501;Baixíssima Vulnerabilidade;0;0;0
3524501;Muito Baixa Vulnerabilidade;569;197;2
3524501;Baixa Vulnerabilidade;3729;1322;5
3524501;Média Vulnerabilidade;1370;514;4
3524501;Alta Vulnerabilidade;1746;592;3
3524501;Muito Alta Vulnerabilidade;0;0;0
3524600;Baixíssima Vulnerabilidade;0;0;0
3524600;Muito Baixa Vulnerabilidade;6945;2620;12
3524600;Baixa Vulnerabilidade;191;69;1
3524600;Média Vulnerabilidade;4884;1728;17
3524600;Alta Vulnerabilidade;3714;1290;6
3524600;Muito Alta Vulnerabilidade;0;0;0
3524709;Baixíssima Vulnerabilidade;2867;986;8
3524709;Muito Baixa Vulnerabilidade;25921;9635;42
3524709;Baixa Vulnerabilidade;21601;7794;31
3524709;Média Vulnerabilidade;1611;616;6
3524709;Alta Vulnerabilidade;6528;2193;9
3524709;Muito Alta Vulnerabilidade;0;0;0
3524808;Baixíssima Vulnerabilidade;343;110;1
3524808;Muito Baixa Vulnerabilidade;28454;11190;66
3524808;Baixa Vulnerabilidade;3853;1563;9
3524808;Média Vulnerabilidade;10184;4013;23
3524808;Alta Vulnerabilidade;5731;2174;10
3524808;Muito Alta Vulnerabilidade;0;0;0
3524907;Baixíssima Vulnerabilidade;408;140;2
3524907;Muito Baixa Vulnerabilidade;2564;941;8
3524907;Baixa Vulnerabilidade;0;0;0
3524907;Média Vulnerabilidade;1920;677;8
3524907;Alta Vulnerabilidade;1228;433;2
3524907;Muito Alta Vulnerabilidade;0;0;0
3525003;Baixíssima Vulnerabilidade;6947;2198;9
3525003;Muito Baixa Vulnerabilidade;31856;11602;42
3525003;Baixa Vulnerabilidade;35113;12651;45
3525003;Média Vulnerabilidade;6177;2195;9
3525003;Alta Vulnerabilidade;32847;11635;45
3525003;Muito Alta Vulnerabilidade;4963;1692;11
3525102;Baixíssima Vulnerabilidade;521;175;1
3525102;Muito Baixa Vulnerabilidade;21191;7558;36
3525102;Baixa Vulnerabilidade;8011;2728;14
3525102;Média Vulnerabilidade;4588;1526;7
3525102;Alta Vulnerabilidade;8626;2750;12
3525102;Muito Alta Vulnerabilidade;0;0;0
3525201;Baixíssima Vulnerabilidade;320;104;1
3525201;Muito Baixa Vulnerabilidade;11916;4264;44
3525201;Baixa Vulnerabilidade;4450;1557;11
3525201;Média Vulnerabilidade;4476;1528;17
3525201;Alta Vulnerabilidade;14297;4819;26
3525201;Muito Alta Vulnerabilidade;0;0;0
3525300;Baixíssima Vulnerabilidade;2183;769;7
3525300;Muito Baixa Vulnerabilidade;77911;29359;164
3525300;Baixa Vulnerabilidade;15869;5896;33
3525300;Média Vulnerabilidade;13365;4528;27
3525300;Alta Vulnerabilidade;22680;7679;40
3525300;Muito Alta Vulnerabilidade;0;0;0
3525409;Baixíssima Vulnerabilidade;0;0;0
3525409;Muito Baixa Vulnerabilidade;1664;572;4
3525409;Baixa Vulnerabilidade;0;0;0
3525409;Média Vulnerabilidade;1663;575;3
3525409;Alta Vulnerabilidade;454;144;1
3525409;Muito Alta Vulnerabilidade;0;0;0
3525508;Baixíssima Vulnerabilidade;0;0;0
3525508;Muito Baixa Vulnerabilidade;5946;2183;15
3525508;Baixa Vulnerabilidade;774;307;2
3525508;Média Vulnerabilidade;2735;971;8
3525508;Alta Vulnerabilidade;2879;1032;9
3525508;Muito Alta Vulnerabilidade;0;0;0
3525607;Baixíssima Vulnerabilidade;0;0;0
3525607;Muito Baixa Vulnerabilidade;1155;381;1
3525607;Baixa Vulnerabilidade;0;0;0
3525607;Média Vulnerabilidade;3007;1090;6
3525607;Alta Vulnerabilidade;0;0;0
3525607;Muito Alta Vulnerabilidade;0;0;0
3525706;Baixíssima Vulnerabilidade;0;0;0
3525706;Muito Baixa Vulnerabilidade;11276;4200;25
3525706;Baixa Vulnerabilidade;9202;3375;15
3525706;Média Vulnerabilidade;3322;1204;8
3525706;Alta Vulnerabilidade;12614;4513;22
3525706;Muito Alta Vulnerabilidade;0;0;0
3525805;Baixíssima Vulnerabilidade;0;0;0
3525805;Muito Baixa Vulnerabilidade;0;0;0
3525805;Baixa Vulnerabilidade;0;0;0
3525805;Média Vulnerabilidade;618;240;1
3525805;Alta Vulnerabilidade;3482;1266;6
3525805;Muito Alta Vulnerabilidade;0;0;0
3525854;Baixíssima Vulnerabilidade;0;0;0
3525854;Muito Baixa Vulnerabilidade;1921;645;7
3525854;Baixa Vulnerabilidade;0;0;0
3525854;Média Vulnerabilidade;130;46;1
3525854;Alta Vulnerabilidade;660;193;2
3525854;Muito Alta Vulnerabilidade;0;0;0
3525904;Baixíssima Vulnerabilidade;71373;27082;176
3525904;Muito Baixa Vulnerabilidade;245216;92031;639
3525904;Baixa Vulnerabilidade;65079;23881;144
3525904;Média Vulnerabilidade;8270;2892;23
3525904;Alta Vulnerabilidade;28423;9775;47
3525904;Muito Alta Vulnerabilidade;17917;5783;32
3526001;Baixíssima Vulnerabilidade;0;0;0
3526001;Muito Baixa Vulnerabilidade;9603;3654;27
3526001;Baixa Vulnerabilidade;469;169;1
3526001;Média Vulnerabilidade;4042;1502;8
3526001;Alta Vulnerabilidade;4372;1590;6
3526001;Muito Alta Vulnerabilidade;0;0;0
3526100;Baixíssima Vulnerabilidade;0;0;0
3526100;Muito Baixa Vulnerabilidade;4098;1559;7
3526100;Baixa Vulnerabilidade;562;212;2
3526100;Média Vulnerabilidade;10164;3746;30
3526100;Alta Vulnerabilidade;2167;771;7
3526100;Muito Alta Vulnerabilidade;0;0;0
3526209;Baixíssima Vulnerabilidade;0;0;0
3526209;Muito Baixa Vulnerabilidade;883;324;4
3526209;Baixa Vulnerabilidade;1722;635;4
3526209;Média Vulnerabilidade;10445;3897;53
3526209;Alta Vulnerabilidade;13146;4754;41
3526209;Muito Alta Vulnerabilidade;0;0;0
3526308;Baixíssima Vulnerabilidade;0;0;0
3526308;Muito Baixa Vulnerabilidade;1287;537;5
3526308;Baixa Vulnerabilidade;0;0;0
3526308;Média Vulnerabilidade;2309;985;7
3526308;Alta Vulnerabilidade;1293;513;3
3526308;Muito Alta Vulnerabilidade;0;0;0
3526407;Baixíssima Vulnerabilidade;783;302;1
3526407;Muito Baixa Vulnerabilidade;12599;4567;25
3526407;Baixa Vulnerabilidade;5824;2072;11
3526407;Média Vulnerabilidade;1399;482;6
3526407;Alta Vulnerabilidade;5300;1757;7
3526407;Muito Alta Vulnerabilidade;0;0;0
3526506;Baixíssima Vulnerabilidade;0;0;0
3526506;Muito Baixa Vulnerabilidade;2278;895;7
3526506;Baixa Vulnerabilidade;0;0;0
3526506;Média Vulnerabilidade;1669;632;5
3526506;Alta Vulnerabilidade;600;216;3
3526506;Muito Alta Vulnerabilidade;0;0;0
3526605;Baixíssima Vulnerabilidade;0;0;0
3526605;Muito Baixa Vulnerabilidade;2193;738;5
3526605;Baixa Vulnerabilidade;812;281;2
3526605;Média Vulnerabilidade;3342;1082;7
3526605;Alta Vulnerabilidade;654;233;1
3526605;Muito Alta Vulnerabilidade;0;0;0
3526704;Baixíssima Vulnerabilidade;3103;1209;4
3526704;Muito Baixa Vulnerabilidade;36490;14175;71
3526704;Baixa Vulnerabilidade;6523;2482;8
3526704;Média Vulnerabilidade;21704;7580;35
3526704;Alta Vulnerabilidade;29606;10131;40
3526704;Muito Alta Vulnerabilidade;0;0;0
3526803;Baixíssima Vulnerabilidade;2235;864;7
3526803;Muito Baixa Vulnerabilidade;42649;14725;65
3526803;Baixa Vulnerabilidade;7249;2529;7
3526803;Média Vulnerabilidade;9694;3239;14
3526803;Alta Vulnerabilidade;4223;1381;6
3526803;Muito Alta Vulnerabilidade;0;0;0
3526902;Baixíssima Vulnerabilidade;15957;5950;44
3526902;Muito Baixa Vulnerabilidade;153609;56537;375
3526902;Baixa Vulnerabilidade;44905;16692;109
3526902;Média Vulnerabilidade;39317;13255;82
3526902;Alta Vulnerabilidade;34046;11093;65
3526902;Muito Alta Vulnerabilidade;0;0;0
3527009;Baixíssima Vulnerabilidade;0;0;0
3527009;Muito Baixa Vulnerabilidade;3218;1241;10
3527009;Baixa Vulnerabilidade;1641;564;3
3527009;Média Vulnerabilidade;832;300;3
3527009;Alta Vulnerabilidade;1164;426;2
3527009;Muito Alta Vulnerabilidade;0;0;0
3527108;Baixíssima Vulnerabilidade;2837;1056;8
3527108;Muito Baixa Vulnerabilidade;42004;16408;90
3527108;Baixa Vulnerabilidade;11633;4513;24
3527108;Média Vulnerabilidade;7973;2879;18
3527108;Alta Vulnerabilidade;8978;3311;21
3527108;Muito Alta Vulnerabilidade;0;0;0
3527207;Baixíssima Vulnerabilidade;648;267;2
3527207;Muito Baixa Vulnerabilidade;53574;19430;110
3527207;Baixa Vulnerabilidade;5847;2249;15
3527207;Média Vulnerabilidade;12681;4228;22
3527207;Alta Vulnerabilidade;10358;3391;16
3527207;Muito Alta Vulnerabilidade;1025;306;1
3527256;Baixíssima Vulnerabilidade;0;0;0
3527256;Muito Baixa Vulnerabilidade;0;0;0
3527256;Baixa Vulnerabilidade;0;0;0
3527256;Média Vulnerabilidade;1635;674;5
3527256;Alta Vulnerabilidade;192;69;1
3527256;Muito Alta Vulnerabilidade;0;0;0
3527306;Baixíssima Vulnerabilidade;3741;1280;10
3527306;Muito Baixa Vulnerabilidade;15033;5082;30
3527306;Baixa Vulnerabilidade;9714;3408;14
3527306;Média Vulnerabilidade;2167;735;6
3527306;Alta Vulnerabilidade;20494;7201;26
3527306;Muito Alta Vulnerabilidade;246;79;1
3527405;Baixíssima Vulnerabilidade;0;0;0
3527405;Muito Baixa Vulnerabilidade;7171;2822;19
3527405;Baixa Vulnerabilidade;622;223;2
3527405;Média Vulnerabilidade;3008;1136;7
3527405;Alta Vulnerabilidade;6371;2311;10
3527405;Muito Alta Vulnerabilidade;0;0;0
3527504;Baixíssima Vulnerabilidade;0;0;0
3527504;Muito Baixa Vulnerabilidade;550;194;3
3527504;Baixa Vulnerabilidade;0;0;0
3527504;Média Vulnerabilidade;1656;636;3
3527504;Alta Vulnerabilidade;160;59;1
3527504;Muito Alta Vulnerabilidade;0;0;0
3527603;Baixíssima Vulnerabilidade;0;0;0
3527603;Muito Baixa Vulnerabilidade;3806;1363;7
3527603;Baixa Vulnerabilidade;0;0;0
3527603;Média Vulnerabilidade;3005;1001;4
3527603;Alta Vulnerabilidade;5296;1746;7
3527603;Muito Alta Vulnerabilidade;0;0;0
3527702;Baixíssima Vulnerabilidade;0;0;0
3527702;Muito Baixa Vulnerabilidade;310;109;1
3527702;Baixa Vulnerabilidade;340;115;1
3527702;Média Vulnerabilidade;3022;1151;6
3527702;Alta Vulnerabilidade;903;319;2
3527702;Muito Alta Vulnerabilidade;0;0;0
3527801;Baixíssima Vulnerabilidade;0;0;0
3527801;Muito Baixa Vulnerabilidade;230;85;1
3527801;Baixa Vulnerabilidade;0;0;0
3527801;Média Vulnerabilidade;3370;1251;6
3527801;Alta Vulnerabilidade;159;50;1
3527801;Muito Alta Vulnerabilidade;0;0;0
3527900;Baixíssima Vulnerabilidade;0;0;0
3527900;Muito Baixa Vulnerabilidade;214;85;2
3527900;Baixa Vulnerabilidade;103;36;1
3527900;Média Vulnerabilidade;704;295;2
3527900;Alta Vulnerabilidade;1407;533;3
3527900;Muito Alta Vulnerabilidade;0;0;0
3528007;Baixíssima Vulnerabilidade;0;0;0
3528007;Muito Baixa Vulnerabilidade;7856;2788;13
3528007;Baixa Vulnerabilidade;2855;916;3
3528007;Média Vulnerabilidade;3109;992;4
3528007;Alta Vulnerabilidade;2737;874;4
3528007;Muito Alta Vulnerabilidade;0;0;0
3528106;Baixíssima Vulnerabilidade;0;0;0
3528106;Muito Baixa Vulnerabilidade;2214;882;5
3528106;Baixa Vulnerabilidade;321;118;1
3528106;Média Vulnerabilidade;2698;1108;5
3528106;Alta Vulnerabilidade;2068;845;5
3528106;Muito Alta Vulnerabilidade;0;0;0
3528205;Baixíssima Vulnerabilidade;0;0;0
3528205;Muito Baixa Vulnerabilidade;1136;419;5
3528205;Baixa Vulnerabilidade;0;0;0
3528205;Média Vulnerabilidade;2212;876;4
3528205;Alta Vulnerabilidade;579;212;2
3528205;Muito Alta Vulnerabilidade;0;0;0
3528304;Baixíssima Vulnerabilidade;0;0;0
3528304;Muito Baixa Vulnerabilidade;1154;470;3
3528304;Baixa Vulnerabilidade;187;58;1
3528304;Média Vulnerabilidade;1822;729;5
3528304;Alta Vulnerabilidade;0;0;0
3528304;Muito Alta Vulnerabilidade;0;0;0
3528403;Baixíssima Vulnerabilidade;160;61;1
3528403;Muito Baixa Vulnerabilidade;28364;9996;52
3528403;Baixa Vulnerabilidade;3046;1047;6
3528403;Média Vulnerabilidade;6691;2317;19
3528403;Alta Vulnerabilidade;9135;3072;16
3528403;Muito Alta Vulnerabilidade;492;149;2
3528502;Baixíssima Vulnerabilidade;5040;1749;24
3528502;Muito Baixa Vulnerabilidade;36945;13193;133
3528502;Baixa Vulnerabilidade;11048;3949;35
3528502;Média Vulnerabilidade;12002;4229;47
3528502;Alta Vulnerabilidade;19550;6752;49
3528502;Muito Alta Vulnerabilidade;3391;1155;13
3528601;Baixíssima Vulnerabilidade;0;0;0
3528601;Muito Baixa Vulnerabilidade;5365;2072;17
3528601;Baixa Vulnerabilidade;664;260;3
3528601;Média Vulnerabilidade;1303;479;3
3528601;Alta Vulnerabilidade;2301;802;4
3528601;Muito Alta Vulnerabilidade;0;0;0
3528700;Baixíssima Vulnerabilidade;0;0;0
3528700;Muito Baixa Vulnerabilidade;97;38;1
3528700;Baixa Vulnerabilidade;0;0;0
3528700;Média Vulnerabilidade;3399;1343;8
3528700;Alta Vulnerabilidade;0;0;0
3528700;Muito Alta Vulnerabilidade;0;0;0
3528809;Baixíssima Vulnerabilidade;0;0;0
3528809;Muito Baixa Vulnerabilidade;6152;2316;16
3528809;Baixa Vulnerabilidade;0;0;0
3528809;Média Vulnerabilidade;4441;1748;8
3528809;Alta Vulnerabilidade;1773;656;3
3528809;Muito Alta Vulnerabilidade;0;0;0
3528858;Baixíssima Vulnerabilidade;0;0;0
3528858;Muito Baixa Vulnerabilidade;1621;611;4
3528858;Baixa Vulnerabilidade;354;132;1
3528858;Média Vulnerabilidade;1007;388;3
3528858;Alta Vulnerabilidade;250;88;2
3528858;Muito Alta Vulnerabilidade;0;0;0
3528908;Baixíssima Vulnerabilidade;154;53;1
3528908;Muito Baixa Vulnerabilidade;694;286;2
3528908;Baixa Vulnerabilidade;0;0;0
3528908;Média Vulnerabilidade;2331;915;6
3528908;Alta Vulnerabilidade;0;0;0
3528908;Muito Alta Vulnerabilidade;0;0;0
3529005;Baixíssima Vulnerabilidade;14526;5529;32
3529005;Muito Baixa Vulnerabilidade;126653;47380;271
3529005;Baixa Vulnerabilidade;39960;16067;87
3529005;Média Vulnerabilidade;25018;8887;51
3529005;Alta Vulnerabilidade;24966;8854;46
3529005;Muito Alta Vulnerabilidade;2868;977;14
3529104;Baixíssima Vulnerabilidade;0;0;0
3529104;Muito Baixa Vulnerabilidade;135;45;1
3529104;Baixa Vulnerabilidade;0;0;0
3529104;Média Vulnerabilidade;1519;598;3
3529104;Alta Vulnerabilidade;175;62;1
3529104;Muito Alta Vulnerabilidade;0;0;0
3529203;Baixíssima Vulnerabilidade;0;0;0
3529203;Muito Baixa Vulnerabilidade;5966;2286;11
3529203;Baixa Vulnerabilidade;117;36;1
3529203;Média Vulnerabilidade;10594;4017;19
3529203;Alta Vulnerabilidade;6066;2197;9
3529203;Muito Alta Vulnerabilidade;0;0;0
3529302;Baixíssima Vulnerabilidade;1515;577;5
3529302;Muito Baixa Vulnerabilidade;48005;17578;96
3529302;Baixa Vulnerabilidade;5975;2265;11
3529302;Média Vulnerabilidade;15063;5476;27
3529302;Alta Vulnerabilidade;7739;2702;13
3529302;Muito Alta Vulnerabilidade;0;0;0
3529401;Baixíssima Vulnerabilidade;0;0;0
3529401;Muito Baixa Vulnerabilidade;202762;75943;405
3529401;Baixa Vulnerabilidade;46409;17358;94
3529401;Média Vulnerabilidade;26062;9448;51
3529401;Alta Vulnerabilidade;26029;9436;50
3529401;Muito Alta Vulnerabilidade;114476;39917;203
3529500;Baixíssima Vulnerabilidade;0;0;0
3529500;Muito Baixa Vulnerabilidade;1579;593;4
3529500;Baixa Vulnerabilidade;1267;460;3
3529500;Média Vulnerabilidade;2640;1012;4
3529500;Alta Vulnerabilidade;546;193;2
3529500;Muito Alta Vulnerabilidade;0;0;0
3529609;Baixíssima Vulnerabilidade;0;0;0
3529609;Muito Baixa Vulnerabilidade;2980;1114;7
3529609;Baixa Vulnerabilidade;0;0;0
3529609;Média Vulnerabilidade;1426;550;4
3529609;Alta Vulnerabilidade;0;0;0
3529609;Muito Alta Vulnerabilidade;0;0;0
3529658;Baixíssima Vulnerabilidade;0;0;0
3529658;Muito Baixa Vulnerabilidade;141;56;1
3529658;Baixa Vulnerabilidade;0;0;0
3529658;Média Vulnerabilidade;677;277;2
3529658;Alta Vulnerabilidade;1041;379;3
3529658;Muito Alta Vulnerabilidade;0;0;0
3529708;Baixíssima Vulnerabilidade;0;0;0
3529708;Muito Baixa Vulnerabilidade;3585;1380;7
3529708;Baixa Vulnerabilidade;1033;368;2
3529708;Média Vulnerabilidade;8024;2992;17
3529708;Alta Vulnerabilidade;6045;2132;11
3529708;Muito Alta Vulnerabilidade;0;0;0
3529807;Baixíssima Vulnerabilidade;0;0;0
3529807;Muito Baixa Vulnerabilidade;1393;565;5
3529807;Baixa Vulnerabilidade;422;154;1
3529807;Média Vulnerabilidade;2918;1124;7
3529807;Alta Vulnerabilidade;6314;2232;11
3529807;Muito Alta Vulnerabilidade;0;0;0
3529906;Baixíssima Vulnerabilidade;0;0;0
3529906;Muito Baixa Vulnerabilidade;2336;924;6
3529906;Baixa Vulnerabilidade;0;0;0
3529906;Média Vulnerabilidade;10260;3761;34
3529906;Alta Vulnerabilidade;5248;1927;14
3529906;Muito Alta Vulnerabilidade;0;0;0
3530003;Baixíssima Vulnerabilidade;0;0;0
3530003;Muito Baixa Vulnerabilidade;728;286;3
3530003;Baixa Vulnerabilidade;416;152;1
3530003;Média Vulnerabilidade;1515;631;5
3530003;Alta Vulnerabilidade;261;90;1
3530003;Muito Alta Vulnerabilidade;0;0;0
3530102;Baixíssima Vulnerabilidade;0;0;0
3530102;Muito Baixa Vulnerabilidade;12795;4971;38
3530102;Baixa Vulnerabilidade;400;177;3
3530102;Média Vulnerabilidade;8853;3398;26
3530102;Alta Vulnerabilidade;1183;429;2
3530102;Muito Alta Vulnerabilidade;0;0;0
3530201;Baixíssima Vulnerabilidade;0;0;0
3530201;Muito Baixa Vulnerabilidade;2421;994;6
3530201;Baixa Vulnerabilidade;0;0;0
3530201;Média Vulnerabilidade;11124;4278;26
3530201;Alta Vulnerabilidade;2030;748;5
3530201;Muito Alta Vulnerabilidade;0;0;0
3530300;Baixíssima Vulnerabilidade;4750;1537;6
3530300;Muito Baixa Vulnerabilidade;37600;13881;64
3530300;Baixa Vulnerabilidade;8202;3061;12
3530300;Média Vulnerabilidade;7693;2929;16
3530300;Alta Vulnerabilidade;4611;1675;6
3530300;Muito Alta Vulnerabilidade;0;0;0
3530409;Baixíssima Vulnerabilidade;0;0;0
3530409;Muito Baixa Vulnerabilidade;1559;572;5
3530409;Baixa Vulnerabilidade;595;229;2
3530409;Média Vulnerabilidade;683;262;1
3530409;Alta Vulnerabilidade;1668;606;5
3530409;Muito Alta Vulnerabilidade;0;0;0
3530508;Baixíssima Vulnerabilidade;984;358;2
3530508;Muito Baixa Vulnerabilidade;39619;14742;77
3530508;Baixa Vulnerabilidade;3622;1332;8
3530508;Média Vulnerabilidade;14290;5222;31
3530508;Alta Vulnerabilidade;7990;2760;17
3530508;Muito Alta Vulnerabilidade;0;0;0
3530607;Baixíssima Vulnerabilidade;31990;11546;74
3530607;Muito Baixa Vulnerabilidade;225316;80689;441
3530607;Baixa Vulnerabilidade;41553;16023;87
3530607;Média Vulnerabilidade;45244;15356;107
3530607;Alta Vulnerabilidade;86611;28618;149
3530607;Muito Alta Vulnerabilidade;17486;5621;38
3530706;Baixíssima Vulnerabilidade;4883;1831;6
3530706;Muito Baixa Vulnerabilidade;100742;36782;187
3530706;Baixa Vulnerabilidade;12251;4606;21
3530706;Média Vulnerabilidade;21469;7163;40
3530706;Alta Vulnerabilidade;12180;3978;20
3530706;Muito Alta Vulnerabilidade;0;0;0
3530805;Baixíssima Vulnerabilidade;5230;1849;7
3530805;Muito Baixa Vulnerabilidade;53594;20286;102
3530805;Baixa Vulnerabilidade;10585;4044;15
3530805;Média Vulnerabilidade;12188;4210;18
3530805;Alta Vulnerabilidade;9532;3118;13
3530805;Muito Alta Vulnerabilidade;0;0;0
3530904;Baixíssima Vulnerabilidade;0;0;0
3530904;Muito Baixa Vulnerabilidade;1163;417;4
3530904;Baixa Vulnerabilidade;0;0;0
3530904;Média Vulnerabilidade;0;0;0
3530904;Alta Vulnerabilidade;2460;782;3
3530904;Muito Alta Vulnerabilidade;0;0;0
3531001;Baixíssima Vulnerabilidade;0;0;0
3531001;Muito Baixa Vulnerabilidade;299;130;1
3531001;Baixa Vulnerabilidade;0;0;0
3531001;Média Vulnerabilidade;1368;560;5
3531001;Alta Vulnerabilidade;119;45;1
3531001;Muito Alta Vulnerabilidade;0;0;0
3531100;Baixíssima Vulnerabilidade;150;62;1
3531100;Muito Baixa Vulnerabilidade;27765;10517;91
3531100;Baixa Vulnerabilidade;3069;1093;10
3531100;Média Vulnerabilidade;15724;5578;33
3531100;Alta Vulnerabilidade;11761;4073;23
3531100;Muito Alta Vulnerabilidade;0;0;0
3531209;Baixíssima Vulnerabilidade;107;45;1
3531209;Muito Baixa Vulnerabilidade;5245;1997;16
3531209;Baixa Vulnerabilidade;640;231;1
3531209;Média Vulnerabilidade;1632;600;5
3531209;Alta Vulnerabilidade;875;325;3
3531209;Muito Alta Vulnerabilidade;0;0;0
3531308;Baixíssima Vulnerabilidade;200;75;1
3531308;Muito Baixa Vulnerabilidade;29287;11283;71
3531308;Baixa Vulnerabilidade;2907;1087;7
3531308;Média Vulnerabilidade;10489;3976;21
3531308;Alta Vulnerabilidade;4130;1482;8
3531308;Muito Alta Vulnerabilidade;0;0;0
3531407;Baixíssima Vulnerabilidade;0;0;0
3531407;Muito Baixa Vulnerabilidade;13941;5470;27
3531407;Baixa Vulnerabilidade;1232;461;3
3531407;Média Vulnerabilidade;3689;1420;9
3531407;Alta Vulnerabilidade;3322;1279;7
3531407;Muito Alta Vulnerabilidade;0;0;0
3531506;Baixíssima Vulnerabilidade;606;225;1
3531506;Muito Baixa Vulnerabilidade;8495;3252;22
3531506;Baixa Vulnerabilidade;1093;387;2
3531506;Média Vulnerabilidade;5703;2117;11
3531506;Alta Vulnerabilidade;2050;726;4
3531506;Muito Alta Vulnerabilidade;0;0;0
3531605;Baixíssima Vulnerabilidade;0;0;0
3531605;Muito Baixa Vulnerabilidade;1151;446;4
3531605;Baixa Vulnerabilidade;0;0;0
3531605;Média Vulnerabilidade;2892;1122;6
3531605;Alta Vulnerabilidade;0;0;0
3531605;Muito Alta Vulnerabilidade;0;0;0
3531704;Baixíssima Vulnerabilidade;0;0;0
3531704;Muito Baixa Vulnerabilidade;1636;641;7
3531704;Baixa Vulnerabilidade;0;0;0
3531704;Média Vulnerabilidade;2401;893;10
3531704;Alta Vulnerabilidade;0;0;0
3531704;Muito Alta Vulnerabilidade;0;0;0
3531803;Baixíssima Vulnerabilidade;0;0;0
3531803;Muito Baixa Vulnerabilidade;21500;7739;40
3531803;Baixa Vulnerabilidade;6033;2097;10
3531803;Média Vulnerabilidade;18740;6413;28
3531803;Alta Vulnerabilidade;17778;5951;27
3531803;Muito Alta Vulnerabilidade;0;0;0
3531902;Baixíssima Vulnerabilidade;0;0;0
3531902;Muito Baixa Vulnerabilidade;11537;4167;23
3531902;Baixa Vulnerabilidade;2381;819;4
3531902;Média Vulnerabilidade;6129;2229;11
3531902;Alta Vulnerabilidade;7201;2593;14
3531902;Muito Alta Vulnerabilidade;0;0;0
3532009;Baixíssima Vulnerabilidade;0;0;0
3532009;Muito Baixa Vulnerabilidade;5183;1860;12
3532009;Baixa Vulnerabilidade;2301;814;5
3532009;Média Vulnerabilidade;2921;1000;4
3532009;Alta Vulnerabilidade;2672;932;5
3532009;Muito Alta Vulnerabilidade;0;0;0
3532058;Baixíssima Vulnerabilidade;0;0;0
3532058;Muito Baixa Vulnerabilidade;1290;462;4
3532058;Baixa Vulnerabilidade;100;37;1
3532058;Média Vulnerabilidade;2263;783;4
3532058;Alta Vulnerabilidade;0;0;0
3532058;Muito Alta Vulnerabilidade;0;0;0
3532108;Baixíssima Vulnerabilidade;0;0;0
3532108;Muito Baixa Vulnerabilidade;2047;817;4
3532108;Baixa Vulnerabilidade;0;0;0
3532108;Média Vulnerabilidade;1246;503;4
3532108;Alta Vulnerabilidade;419;160;1
3532108;Muito Alta Vulnerabilidade;0;0;0
3532157;Baixíssima Vulnerabilidade;0;0;0
3532157;Muito Baixa Vulnerabilidade;457;167;2
3532157;Baixa Vulnerabilidade;0;0;0
3532157;Média Vulnerabilidade;1659;653;3
3532157;Alta Vulnerabilidade;401;159;1
3532157;Muito Alta Vulnerabilidade;0;0;0
3532207;Baixíssima Vulnerabilidade;0;0;0
3532207;Muito Baixa Vulnerabilidade;2184;765;7
3532207;Baixa Vulnerabilidade;190;66;1
3532207;Média Vulnerabilidade;1336;530;3
