municipio;nome;latitude;longitude;capital;codigo_uf;siafi_id;ddd;fuso_horario
;Raposos;-19,9636;-43,8079;;31;5077;31;America/Sao_Paulo
;Raul Soares;-20,1061;-42,4502;;31;5079;33;America/Sao_Paulo
;Realeza;-25,7711;-53,526;;41;7805;46;America/Sao_Paulo
;Rebouças;-25,6232;-50,6877;;41;7807;42;America/Sao_Paulo
;Recife;-8,04666;-34,8771;1.0;26;2531;81;America/Sao_Paulo
;Recreio;-21,5289;-42,4676;;31;5081;32;America/Sao_Paulo
;Recursolândia;-8,7227;-47,2421;;17;357;63;America/Sao_Paulo
;Redenção;-8,02529;-50,0317;;15;567;94;America/Sao_Paulo
;Redenção;-4,21587;-38,7277;;23;1533;85;America/Sao_Paulo
REDENCAO DA SERRA;Redenção da Serra;-23,2638;-45,5422;;35;6947;12;America/Sao_Paulo
;Redenção do Gurguéia;-9,47937;-44,5811;;22;1173;89;America/Sao_Paulo
;Redentora;-27,664;-53,6407;;43;8811;55;America/Sao_Paulo
;Reduto;-20,2401;-41,9848;;31;696;33;America/Sao_Paulo
;Regeneração;-6,23115;-42,6842;;22;1175;86;America/Sao_Paulo
REGENTE FEIJO;Regente Feijó;-22,2181;-51,3055;;35;6949;18;America/Sao_Paulo
REGINOPOLIS;Reginópolis;-21,8914;-49,2268;;35;6951;14;America/Sao_Paulo
REGISTRO;Registro;-24,4979;-47,8449;;35;6953;13;America/Sao_Paulo
;Relvado;-29,1164;-52,0778;;43;7355;51;America/Sao_Paulo
;Remanso;-9,61944;-42,0848;;29;3821;74;America/Sao_Paulo
;Remígio;-6,94992;-35,8011;;25;2155;83;America/Sao_Paulo
;Renascença;-26,1588;-52,9703;;41;7809;46;America/Sao_Paulo
;Reriutaba;-4,14191;-40,5759;;23;1535;88;America/Sao_Paulo
;Resende;-22,4705;-44,4509;;33;5883;24;America/Sao_Paulo
;Resende Costa;-20,9171;-44,2407;;31;5083;32;America/Sao_Paulo
;Reserva;-24,6492;-50,8466;;41;7811;42;America/Sao_Paulo
;Reserva do Cabaçal;-15,0743;-58,4585;;51;9879;65;America/Porto_Velho
;Reserva do Iguaçu;-25,8319;-52,0272;;41;878;42;America/Sao_Paulo
;Resplendor;-19,3194;-41,2462;;31;5085;33;America/Sao_Paulo
;Ressaquinha;-21,0642;-43,7598;;31;5087;32;America/Sao_Paulo
RESTINGA;Restinga;-20,6056;-47,4833;;35;6955;16;America/Sao_Paulo
;Restinga Sêca;-29,8188;-53,3807;;43;8813;55;America/Sao_Paulo
;Retirolândia;-11,4832;-39,4234;;29;3823;75;America/Sao_Paulo
;Riachão;-6,54269;-35,661;;25;502;83;America/Sao_Paulo
;Riachão;-7,35819;-46,6225;;21;887;99;America/Sao_Paulo
;Riachão das Neves;-11,7508;-44,9143;;29;3825;77;America/Sao_Paulo
;Riachão do Bacamarte;-7,25347;-35,6693;;25;504;83;America/Sao_Paulo
;Riachão do Dantas;-11,0729;-37,731;;28;3215;79;America/Sao_Paulo
;Riachão do Jacuípe;-11,8067;-39,3818;;29;3827;75;America/Sao_Paulo
;Riachão do Poço;-7,14173;-35,2914;;25;506;83;America/Sao_Paulo
;Riachinho;-6,44005;-48,1371;;17;193;63;America/Sao_Paulo
;Riachinho;-16,2258;-45,9888;;31;2901;38;America/Sao_Paulo
;Riacho da Cruz;-5,92654;-37,949;;24;1811;84;America/Sao_Paulo
;Riacho das Almas;-8,13742;-35,8648;;26;2533;81;America/Sao_Paulo
;Riacho de Santana;-6,25139;-38,3116;;24;1813;84;America/Sao_Paulo
;Riacho de Santana;-13,6059;-42,9397;;29;3829;77;America/Sao_Paulo
;Riacho de Santo Antônio;-7,68023;-36,157;;25;508;83;America/Sao_Paulo
;Riacho dos Cavalos;-6,44067;-37,6483;;25;2157;83;America/Sao_Paulo
;Riacho dos Machados;-16,0091;-43,0488;;31;5089;38;America/Sao_Paulo
;Riacho Frio;-10,1244;-44,9503;;22;374;89;America/Sao_Paulo
;Riachuelo;-5,82156;-35,8215;;24;1815;84;America/Sao_Paulo
;Riachuelo;-10,735;-37,1966;;28;3217;79;America/Sao_Paulo
;Rialma;-15,3145;-49,5814;;52;9565;62;America/Sao_Paulo
;Rianápolis;-15,4456;-49,5114;;52;9567;62;America/Sao_Paulo
;Ribamar Fiquene;-5,93067;-47,3888;;21;220;99;America/Sao_Paulo
;Ribas do Rio Pardo;-20,4445;-53,7588;;50;9141;67;America/Porto_Velho
RIBEIRA;Ribeira;-24,6517;-49,0044;;35;6957;15;America/Sao_Paulo
;Ribeira do Amparo;-11,0421;-38,4242;;29;3831;75;America/Sao_Paulo
;Ribeira do Piauí;-7,69028;-42,7128;;22;376;89;America/Sao_Paulo
;Ribeira do Pombal;-10,8373;-38,5382;;29;3833;75;America/Sao_Paulo
;Ribeirão;-8,50957;-35,3698;;26;2535;81;America/Sao_Paulo
RIBEIRAO BONITO;Ribeirão Bonito;-22,0685;-48,182;;35;6959;16;America/Sao_Paulo
RIBEIRAO BRANCO;Ribeirão Branco;-24,2206;-48,7635;;35;6961;15;America/Sao_Paulo
;Ribeirão Cascalheira;-12,9367;-51,8244;;51;9741;66;America/Porto_Velho
;Ribeirão Claro;-23,1941;-49,7597;;41;7813;43;America/Sao_Paulo
RIBEIRAO CORRENTE;Ribeirão Corrente;-20,4579;-47,5904;;35;6963;16;America/Sao_Paulo
;Ribeirão das Neves;-19,7621;-44,0844;;31;5091;31;America/Sao_Paulo
;Ribeirão do Largo;-15,4508;-40,7441;;29;3027;77;America/Sao_Paulo
;Ribeirão do Pinhal;-23,4091;-50,3601;;41;7815;43;America/Sao_Paulo
RIBEIRAO DO SUL;Ribeirão do Sul;-22,789;-49,933;;35;6965;14;America/Sao_Paulo
RIBEIRAO DOS INDIOS;Ribeirão dos Índios;-21,8382;-51,6103;;35;818;18;America/Sao_Paulo
RIBEIRAO GRANDE;Ribeirão Grande;-24,1011;-48,3679;;35;3057;15;America/Sao_Paulo
RIBEIRAO PIRES;Ribeirão Pires;-23,7067;-46,4058;;35;6967;11;America/Sao_Paulo
RIBEIRAO PRETO;Ribeirão Preto;-21,1699;-47,8099;;35;6969;16;America/Sao_Paulo
;Ribeirão Vermelho;-21,1879;-45,0637;;31;5093;35;America/Sao_Paulo
;Ribeirãozinho;-16,4856;-52,6924;;51;99;66;America/Porto_Velho
;Ribeiro Gonçalves;-7,55651;-45,2447;;22;1177;89;America/Sao_Paulo
;Ribeirópolis;-10,5357;-37,438;;28;3219;79;America/Sao_Paulo
RIFAINA;Rifaina;-20,0803;-47,4291;;35;6973;16;America/Sao_Paulo
RINCAO;Rincão;-21,5894;-48,0728;;35;6975;16;America/Sao_Paulo
RINOPOLIS;Rinópolis;-21,7284;-50,7239;;35;6977;18;America/Sao_Paulo
;Rio Acima;-20,0876;-43,7878;;31;5095;31;America/Sao_Paulo
;Rio Azul;-25,7306;-50,7985;;41;7817;42;America/Sao_Paulo
;Rio Bananal;-19,2719;-40,3366;;32;5711;27;America/Sao_Paulo
;Rio Bom;-23,7606;-51,4122;;41;7819;43;America/Sao_Paulo
;Rio Bonito;-22,7181;-42,6276;;33;5885;21;America/Sao_Paulo
;Rio Bonito do Iguaçu;-25,4874;-52,5292;;41;5481;42;America/Sao_Paulo
;Rio Branco;-15,2483;-58,1259;;51;8995;65;America/Porto_Velho
;Rio Branco;-9,97499;-67,8243;1.0;12;139;68;America/Rio_Branco
;Rio Branco do Ivaí;-24,3244;-51,3187;;41;880;43;America/Sao_Paulo
;Rio Branco do Sul;-25,1892;-49,3115;;41;7821;41;America/Sao_Paulo
;Rio Brilhante;-21,8033;-54,5427;;50;9143;67;America/Porto_Velho
;Rio Casca;-20,2285;-42,6462;;31;5097;31;America/Sao_Paulo
;Rio Claro;-22,72;-44,1419;;33;5887;24;America/Sao_Paulo
RIO CLARO;Rio Claro;-22,3984;-47,5546;;35;6979;19;America/Sao_Paulo
;Rio Crespo;-9,69965;-62,9011;;11;687;69;America/Porto_Velho
;Rio da Conceição;-11,3949;-46,8847;;17;323;63;America/Sao_Paulo
;Rio das Antas;-26,8946;-51,0674;;42;8283;49;America/Sao_Paulo
;Rio das Flores;-22,1692;-43,5856;;33;5889;24;America/Sao_Paulo
;Rio das Ostras;-22,5174;-41,9475;;33;2921;22;America/Sao_Paulo
RIO DAS PEDRAS;Rio das Pedras;-22,8417;-47,6047;;35;6981;19;America/Sao_Paulo
;Rio de Contas;-13,5852;-41,8048;;29;3835;77;America/Sao_Paulo
;Rio de Janeiro;-22,9129;-43,2003;1.0;33;6001;21;America/Sao_Paulo
;Rio do Antônio;-14,4071;-42,0721;;29;3837;77;America/Sao_Paulo
;Rio do Campo;-26,9452;-50,136;;42;8285;47;America/Sao_Paulo
;Rio do Fogo;-5,2765;-35,3794;;24;422;84;America/Sao_Paulo
;Rio do Oeste;-27,1952;-49,7989;;42;8287;47;America/Sao_Paulo
;Rio do Pires;-13,1185;-42,2902;;29;3839;77;America/Sao_Paulo
;Rio do Prado;-16,6056;-40,5714;;31;5101;33;America/Sao_Paulo
;Rio do Sul;-27,2156;-49,643;;42;8291;47;America/Sao_Paulo
;Rio Doce;-20,2412;-42,8995;;31;5099;31;America/Sao_Paulo
;Rio dos Bois;-9,34425;-48,5245;;17;359;63;America/Sao_Paulo
;Rio dos Cedros;-26,7398;-49,2718;;42;8289;47;America/Sao_Paulo
;Rio dos Índios;-27,2973;-52,8417;;43;5955;54;America/Sao_Paulo
;Rio Espera;-20,855;-43,4721;;31;5103;31;America/Sao_Paulo
;Rio Formoso;-8,6592;-35,1532;;26;2537;81;America/Sao_Paulo
;Rio Fortuna;-28,1244;-49,1068;;42;8293;48;America/Sao_Paulo
;Rio Grande;-32,0349;-52,1071;;43;8815;53;America/Sao_Paulo
RIO GRANDE DA SERRA;Rio Grande da Serra;-23,7437;-46,3971;;35;6983;11;America/Sao_Paulo
;Rio Grande do Piauí;-7,78029;-43,1369;;22;1179;89;America/Sao_Paulo
;Rio Largo;-9,47783;-35,8394;;27;2853;82;America/Sao_Paulo
;Rio Manso;-20,2666;-44,3069;;31;5105;31;America/Sao_Paulo
;Rio Maria;-7,31236;-50,0379;;15;569;94;America/Sao_Paulo
;Rio Negrinho;-26,2591;-49,5177;;42;8295;47;America/Sao_Paulo
;Rio Negro;-19,447;-54,9859;;50;9145;67;America/Porto_Velho
;Rio Negro;-26,095;-49,7982;;41;7823;47;America/Sao_Paulo
;Rio Novo;-21,4649;-43,1168;;31;5107;32;America/Sao_Paulo
;Rio Novo do Sul;-20,8556;-40,9388;;32;5687;28;America/Sao_Paulo
;Rio Paranaíba;-19,1861;-46,2455;;31;5109;34;America/Sao_Paulo
;Rio Pardo;-29,988;-52,3711;;43;8817;51;America/Sao_Paulo
;Rio Pardo de Minas;-15,616;-42,5405;;31;5111;38;America/Sao_Paulo
;Rio Piracicaba;-19,9284;-43,1829;;31;5113;31;America/Sao_Paulo
;Rio Pomba;-21,2712;-43,1696;;31;5115;32;America/Sao_Paulo
;Rio Preto;-22,0861;-43,8293;;31;5117;32;America/Sao_Paulo
;Rio Preto da Eva;-2,7045;-59,6858;;13;9843;92;America/Porto_Velho
;Rio Quente;-17,774;-48,7725;;52;9995;64;America/Sao_Paulo
;Rio Real;-11,4814;-37,9332;;29;3841;75;America/Sao_Paulo
;Rio Rufino;-27,8592;-49,7754;;42;5571;49;America/Sao_Paulo
;Rio Sono;-9,35002;-47,888;;17;9679;63;America/Sao_Paulo
;Rio Tinto;-6,80383;-35,0776;;25;2159;83;America/Sao_Paulo
;Rio Verde;-17,7923;-50,9192;;52;9571;64;America/Sao_Paulo
;Rio Verde de Mato Grosso;-18,9249;-54,8434;;50;9147;67;America/Porto_Velho
;Rio Vermelho;-18,2922;-43,0018;;31;5119;33;America/Sao_Paulo
RIOLANDIA;Riolândia;-19,9868;-49,6836;;35;6985;17;America/Sao_Paulo
;Riozinho;-29,639;-50,4488;;43;7353;51;America/Sao_Paulo
;Riqueza;-27,0653;-53,3265;;42;5749;49;America/Sao_Paulo
;Ritápolis;-21,0276;-44,3204;;31;5121;32;America/Sao_Paulo
RIVERSUL;Riversul;-23,829;-49,429;;35;6971;15;America/Sao_Paulo
;Roca Sales;-29,2884;-51,8658;;43;8819;51;America/Sao_Paulo
;Rochedo;-19,9565;-54,8848;;50;9149;67;America/Porto_Velho
;Rochedo de Minas;-21,6284;-43,0165;;31;5123;32;America/Sao_Paulo
;Rodeio;-26,9243;-49,3649;;42;8297;47;America/Sao_Paulo
;Rodeio Bonito;-27,4742;-53,1706;;43;8821;55;America/Sao_Paulo
;Rodeiro;-21,2035;-42,8586;;31;5125;32;America/Sao_Paulo
;Rodelas;-8,85021;-38,78;;29;3843;75;America/Sao_Paulo
;Rodolfo Fernandes;-5,78393;-38,0579;;24;1817;84;America/Sao_Paulo
;Rodrigues Alves;-7,73864;-72,661;;12;659;68;America/Rio_Branco
;Rolador;-28,2566;-54,8186;;43;1164;55;America/Sao_Paulo
;Rolândia;-23,3101;-51,3659;;41;7825;43;America/Sao_Paulo
;Rolante;-29,6462;-50,5819;;43;8823;51;America/Sao_Paulo
;Rolim de Moura;-11,7271;-61,7714;;11;29;69;America/Porto_Velho
;Romaria;-18,8838;-47,5782;;31;5127;34;America/Sao_Paulo
;Romelândia;-26,6809;-53,3172;;42;8299;49;America/Sao_Paulo
;Roncador;-24,5958;-52,2716;;41;7827;44;America/Sao_Paulo
;Ronda Alta;-27,7758;-52,8056;;43;8825;54;America/Sao_Paulo
;Rondinha;-27,8315;-52,9081;;43;8827;54;America/Sao_Paulo
;Rondolândia;-10,8376;-61,4697;;51;1092;66;America/Porto_Velho
;Rondon;-23,412;-52,7659;;41;7829;44;America/Sao_Paulo
;Rondon do Pará;-4,77793;-48,067;;15;573;94;America/Sao_Paulo
;Rondonópolis;-16,4673;-54,6372;;51;9151;66;America/Porto_Velho
;Roque Gonzales;-28,1297;-55,0266;;43;8829;55;America/Sao_Paulo
;Rorainópolis;0,939956;-60,4389;;14;36;95;America/Porto_Velho
ROSANA;Rosana;-22,5782;-53,0603;;35;7265;18;America/Sao_Paulo
;Rosário;-2,93444;-44,2531;;21;891;98;America/Sao_Paulo
;Rosário da Limeira;-20,9812;-42,5112;;31;698;32;America/Sao_Paulo
;Rosário do Catete;-10,6904;-37,0357;;28;3221;79;America/Sao_Paulo
;Rosário do Ivaí;-24,2682;-51,272;;41;8473;43;America/Sao_Paulo
;Rosário do Sul;-30,2515;-54,9221;;43;8831;55;America/Sao_Paulo
;Rosário Oeste;-14,8259;-56,4236;;51;9153;65;America/Porto_Velho
ROSEIRA;Roseira;-22,8938;-45,307;;35;6987;12;America/Sao_Paulo
;Roteiro;-9,83503;-35,9782;;27;2855;82;America/Sao_Paulo
;Rubelita;-16,4053;-42,261;;31;5129;38;America/Sao_Paulo
RUBIACEA;Rubiácea;-21,3006;-50,7296;;35;6989;18;America/Sao_Paulo
;Rubiataba;-15,1617;-49,8048;;52;9573;62;America/Sao_Paulo
;Rubim;-16,3775;-40,5397;;31;5131;33;America/Sao_Paulo
RUBINEIA;Rubinéia;-20,1759;-51,007;;35;6991;17;America/Sao_Paulo
;Rurópolis;-4,10028;-54,9092;;15;597;93;America/Sao_Paulo
;Russas;-4,92673;-37,9721;;23;1537;88;America/Sao_Paulo
;Ruy Barbosa;-5,88745;-35,933;;24;1819;84;America/Sao_Paulo
;Ruy Barbosa;-12,2816;-40,4931;;29;3845;75;America/Sao_Paulo
;Sabará;-19,884;-43,8263;;31;5133;31;America/Sao_Paulo
;Sabáudia;-23,3155;-51,555;;41;7831;43;America/Sao_Paulo
SABINO;Sabino;-21,4593;-49,5755;;35;6993;14;America/Sao_Paulo
;Sabinópolis;-18,6653;-43,0752;;31;5135;33;America/Sao_Paulo
;Saboeiro;-6,5346;-39,9017;;23;1539;88;America/Sao_Paulo
;Sacramento;-19,8622;-47,4508;;31;5137;34;America/Sao_Paulo
;Sagrada Família;-27,7085;-53,1351;;43;5987;55;America/Sao_Paulo
SAGRES;Sagres;-21,8823;-50,9594;;35;6995;18;America/Sao_Paulo
;Sairé;-8,32864;-35,6967;;26;2539;81;America/Sao_Paulo
;Saldanha Marinho;-28,3941;-53,097;;43;7339;55;America/Sao_Paulo
SALES;Sales;-21,3427;-49,4897;;35;6997;17;America/Sao_Paulo
SALES OLIVEIRA;Sales Oliveira;-20,7696;-47,8369;;35;6999;16;America/Sao_Paulo
SALESOPOLIS;Salesópolis;-23,5288;-45,8465;;35;7001;11;America/Sao_Paulo
;Salete;-26,9798;-49,9988;;42;8301;47;America/Sao_Paulo
;Salgadinho;-7,10098;-36,8458;;25;2161;83;America/Sao_Paulo
;Salgadinho;-7,9269;-35,6503;;26;2541;81;America/Sao_Paulo
;Salgado;-11,0288;-37,4804;;28;3223;79;America/Sao_Paulo
;Salgado de São Félix;-7,35337;-35,4305;;25;2163;83;America/Sao_Paulo
;Salgado Filho;-26,1777;-53,3631;;41;7833;46;America/Sao_Paulo
;Salgueiro;-8,07373;-39,1247;;26;2543;87;America/Sao_Paulo
;Salinas;-16,1753;-42,2964;;31;5139;38;America/Sao_Paulo
;Salinas da Margarida;-12,873;-38,7562;;29;3847;75;America/Sao_Paulo
;Salinópolis;-0,630815;-47,3465;;15;523;91;America/Sao_Paulo
;Salitre;-7,28398;-40,45;;23;1273;88;America/Sao_Paulo
SALMOURAO;Salmourão;-21,6267;-50,8614;;35;7003;18;America/Sao_Paulo
;Saloá;-8,9723;-36,691;;26;2545;87;America/Sao_Paulo
;Saltinho;-26,6049;-53,0578;;42;936;49;America/Sao_Paulo
SALTINHO;Saltinho;-22,8442;-47,6754;;35;5445;19;America/Sao_Paulo
SALTO;Salto;-23,1996;-47,2931;;35;7005;11;America/Sao_Paulo
;Salto da Divisa;-16,0063;-39,9391;;31;5141;33;America/Sao_Paulo
SALTO DE PIRAPORA;Salto de Pirapora;-23,6474;-47,5743;;35;7007;15;America/Sao_Paulo
;Salto do Céu;-15,1303;-58,1317;;51;8997;65;America/Porto_Velho
;Salto do Itararé;-23,6074;-49,6354;;41;7835;43;America/Sao_Paulo
;Salto do Jacuí;-29,0951;-53,2133;;43;8975;55;America/Sao_Paulo
;Salto do Lontra;-25,7813;-53,3135;;41;7837;46;America/Sao_Paulo
SALTO GRANDE;Salto Grande;-22,8894;-49,9831;;35;7009;14;America/Sao_Paulo
;Salto Veloso;-26,903;-51,4043;;42;8303;49;America/Sao_Paulo
;Salvador;-12,9718;-38,5011;1.0;29;3849;71;America/Sao_Paulo
;Salvador das Missões;-28,1233;-54,8373;;43;6061;55;America/Sao_Paulo
;Salvador do Sul;-29,4386;-51,5077;;43;8833;51;America/Sao_Paulo
;Salvaterra;-0,758444;-48,5139;;15;525;91;America/Sao_Paulo
;Sambaíba;-7,13447;-45,3515;;21;893;99;America/Sao_Paulo
;Sampaio;-5,35423;-47,8782;;17;9727;63;America/Sao_Paulo
;Sananduva;-27,947;-51,8079;;43;8835;54;America/Sao_Paulo
;Sanclerlândia;-16,197;-50,3124;;52;9575;64;America/Sao_Paulo
;Sandolândia;-12,538;-49,9242;;17;331;63;America/Sao_Paulo
SANDOVALINA;Sandovalina;-22,4551;-51,7648;;35;7011;18;America/Sao_Paulo
;Sangão;-28,6326;-49,1322;;42;5547;48;America/Sao_Paulo
;Sanharó;-8,36097;-36,5696;;26;2547;87;America/Sao_Paulo
;Sant'Ana do Livramento;-30,8773;-55,5392;;43;8845;55;America/Sao_Paulo
SANTA ADELIA;Santa Adélia;-21,2427;-48,8063;;35;7013;17;America/Sao_Paulo
SANTA ALBERTINA;Santa Albertina;-20,0311;-50,7297;;35;7015;17;America/Sao_Paulo
;Santa Amélia;-23,2654;-50,4288;;41;7839;43;America/Sao_Paulo
;Santa Bárbara;-11,9515;-38,9681;;29;3851;75;America/Sao_Paulo
;Santa Bárbara;-19,9604;-43,4101;;31;5143;31;America/Sao_Paulo
SANTA BARBARA D'OESTE;Santa Bárbara d'Oeste;-22,7553;-47,4143;;35;7017;19;America/Sao_Paulo
;Santa Bárbara de Goiás;-16,5714;-49,6954;;52;9577;62;America/Sao_Paulo
;Santa Bárbara do Leste;-19,9753;-42,1457;;31;2667;33;America/Sao_Paulo
;Santa Bárbara do Monte Verde;-21,9592;-43,7027;;31;700;32;America/Sao_Paulo
;Santa Bárbara do Pará;-1,19219;-48,238;;15;369;91;America/Sao_Paulo
;Santa Bárbara do Sul;-28,3653;-53,251;;43;8837;55;America/Sao_Paulo
;Santa Bárbara do Tugúrio;-21,2431;-43,5607;;31;5145;32;America/Sao_Paulo
SANTA BRANCA;Santa Branca;-23,3933;-45,8875;;35;7021;12;America/Sao_Paulo
;Santa Brígida;-9,73227;-38,1209;;29;3853;75;America/Sao_Paulo
;Santa Carmem;-11,9125;-55,2263;;51;123;66;America/Porto_Velho
;Santa Cecília;-26,9592;-50,4252;;42;8305;49;America/Sao_Paulo
;Santa Cecília;-7,7389;-35,8764;;25;510;83;America/Sao_Paulo
;Santa Cecília do Pavão;-23,5201;-50,7835;;41;7841;43;America/Sao_Paulo
;Santa Cecília do Sul;-28,1609;-51,9279;;43;1166;54;America/Sao_Paulo
SANTA CLARA D'OESTE;Santa Clara d'Oeste;-20,09;-50,9491;;35;7023;17;America/Sao_Paulo
;Santa Clara do Sul;-29,4747;-52,0843;;43;6033;51;America/Sao_Paulo
;Santa Cruz;-6,22475;-36,0193;;24;1823;84;America/Sao_Paulo
;Santa Cruz;-6,5237;-38,0617;;25;2165;83;America/Sao_Paulo
;Santa Cruz;-8,24153;-40,3434;;26;2297;87;America/Sao_Paulo
;Santa Cruz Cabrália;-16,2825;-39,0295;;29;3855;73;America/Sao_Paulo
;Santa Cruz da Baixa Verde;-7,81339;-38,1476;;26;2639;87;America/Sao_Paulo
SANTA CRUZ DA CONCEICAO;Santa Cruz da Conceição;-22,1405;-47,4512;;35;7025;19;America/Sao_Paulo
SANTA CRUZ DA ESPERANCA;Santa Cruz da Esperança;-21,2951;-47,4304;;35;820;16;America/Sao_Paulo
;Santa Cruz da Vitória;-14,964;-39,8115;;29;3857;73;America/Sao_Paulo
SANTA CRUZ DAS PALMEIRAS;Santa Cruz das Palmeiras;-21,8235;-47,248;;35;7027;19;America/Sao_Paulo
;Santa Cruz de Goiás;-17,3155;-48,4809;;52;9579;64;America/Sao_Paulo
;Santa Cruz de Minas;-21,1241;-44,2202;;31;702;32;America/Sao_Paulo
;Santa Cruz de Monte Castelo;-22,9582;-53,2949;;41;7843;44;America/Sao_Paulo
;Santa Cruz de Salinas;-16,0967;-41,7418;;31;704;38;America/Sao_Paulo
;Santa Cruz do Arari;-0,661019;-49,1771;;15;527;91;America/Sao_Paulo
;Santa Cruz do Capibaribe;-7,94802;-36,2061;;26;2549;81;America/Sao_Paulo
;Santa Cruz do Escalvado;-20,2372;-42,8169;;31;5147;31;America/Sao_Paulo
;Santa Cruz do Piauí;-7,1785;-41,7609;;22;1181;89;America/Sao_Paulo
SANTA CRUZ DO RIO PARDO;Santa Cruz do Rio Pardo;-22,8988;-49,6354;;35;7029;14;America/Sao_Paulo
;Santa Cruz do Sul;-29,722;-52,4343;;43;8839;51;America/Sao_Paulo
;Santa Cruz do Xingu;-10,1532;-52,3953;;51;1094;66;America/Porto_Velho
;Santa Cruz dos Milagres;-5,80581;-41,9506;;22;1295;89;America/Sao_Paulo
;Santa Efigênia de Minas;-18,8235;-42,4388;;31;5149;33;America/Sao_Paulo
SANTA ERNESTINA;Santa Ernestina;-21,4618;-48,3953;;35;7031;16;America/Sao_Paulo
;Santa Fé;-23,04;-51,808;;41;7845;44;America/Sao_Paulo
;Santa Fé de Goiás;-15,7664;-51,1037;;52;9743;62;America/Sao_Paulo
;Santa Fé de Minas;-16,6859;-45,4102;;31;5151;38;America/Sao_Paulo
;Santa Fé do Araguaia;-7,15803;-48,7165;;17;195;63;America/Sao_Paulo
SANTA FE DO SUL;Santa Fé do Sul;-20,2083;-50,932;;35;7033;17;America/Sao_Paulo
;Santa Filomena;-9,11228;-45,9116;;22;1183;89;America/Sao_Paulo
;Santa Filomena;-8,16688;-40,6079;;26;556;87;America/Sao_Paulo
;Santa Filomena do Maranhão;-5,49671;-44,5638;;21;222;99;America/Sao_Paulo
SANTA GERTRUDES;Santa Gertrudes;-22,4572;-47,5272;;35;7035;19;America/Sao_Paulo
;Santa Helena;-24,8585;-54,336;;41;7971;45;America/Sao_Paulo
;Santa Helena;-26,937;-53,6214;;42;5751;49;America/Sao_Paulo
;Santa Helena;-2,24426;-45,29;;21;895;98;America/Sao_Paulo
;Santa Helena;-6,7176;-38,6427;;25;2167;83;America/Sao_Paulo
;Santa Helena de Goiás;-17,8115;-50,5977;;52;9581;64;America/Sao_Paulo
;Santa Helena de Minas;-16,9707;-40,6727;;31;706;33;America/Sao_Paulo
;Santa Inês;-13,2793;-39,814;;29;3859;73;America/Sao_Paulo
;Santa Inês;-22,6376;-51,9024;;41;7847;44;America/Sao_Paulo
;Santa Inês;-7,621;-38,554;;25;512;83;America/Sao_Paulo
;Santa Inês;-3,65112;-45,3774;;21;957;98;America/Sao_Paulo
SANTA ISABEL;Santa Isabel;-23,3172;-46,2237;;35;7037;11;America/Sao_Paulo
;Santa Isabel;-15,2958;-49,4259;;52;9689;62;America/Sao_Paulo
;Santa Isabel do Ivaí;-23,0025;-53,1989;;41;7849;44;America/Sao_Paulo
;Santa Isabel do Rio Negro;-0,410824;-65,0092;;13;237;97;America/Porto_Velho
;Santa Izabel do Oeste;-25,8217;-53,4801;;41;7851;46;America/Sao_Paulo
;Santa Izabel do Pará;-1,29686;-48,1606;;15;529;91;America/Sao_Paulo
;Santa Juliana;-19,3108;-47,5322;;31;5153;34;America/Sao_Paulo
;Santa Leopoldina;-20,0999;-40,527;;32;5689;27;America/Sao_Paulo
SANTA LUCIA;Santa Lúcia;-21,685;-48,0885;;35;7039;16;America/Sao_Paulo
;Santa Lúcia;-25,4104;-53,5638;;41;5469;45;America/Sao_Paulo
;Santa Luz;-8,9488;-44,1296;;22;1185;89;America/Sao_Paulo
;Santa Luzia;-4,06873;-45,69;;21;897;98;America/Sao_Paulo
;Santa Luzia;-15,4342;-39,3287;;29;3987;73;America/Sao_Paulo
;Santa Luzia;-19,7548;-43,8497;;31;5155;31;America/Sao_Paulo
;Santa Luzia;-6,86092;-36,9178;;25;2169;83;America/Sao_Paulo
;Santa Luzia D'Oeste;-11,9074;-61,7777;;11;43;69;America/Porto_Velho
;Santa Luzia do Itanhy;-11,3536;-37,4586;;28;3225;79;America/Sao_Paulo
;Santa Luzia do Norte;-9,6037;-35,8232;;27;2857;82;America/Sao_Paulo
;Santa Luzia do Pará;-1,52147;-46,9008;;15;371;91;America/Sao_Paulo
;Santa Luzia do Paruá;-2,51123;-45,7801;;21;1285;98;America/Sao_Paulo
;Santa Margarida;-20,3839;-42,2519;;31;5157;31;America/Sao_Paulo
;Santa Margarida do Sul;-30,3393;-54,0817;;43;1168;55;America/Sao_Paulo
;Santa Maria;-29,6868;-53,8149;;43;8841;55;America/Sao_Paulo
;Santa Maria;-5,83802;-35,6914;;24;424;84;America/Sao_Paulo
;Santa Maria da Boa Vista;-8,79766;-39,8241;;26;2551;87;America/Sao_Paulo
SANTA MARIA DA SERRA;Santa Maria da Serra;-22,5661;-48,1593;;35;7041;19;America/Sao_Paulo
;Santa Maria da Vitória;-13,3859;-44,2011;;29;3863;77;America/Sao_Paulo
;Santa Maria das Barreiras;-8,85784;-49,7215;;15;599;94;America/Sao_Paulo
;Santa Maria de Itabira;-19,4431;-43,1064;;31;5159;31;America/Sao_Paulo
;Santa Maria de Jetibá;-20,0253;-40,7439;;32;5725;27;America/Sao_Paulo
