municipio;clinica_estadual;consultorio_estadual;diagnose_terapia_estadual;hospital_estadual;outros_estadual;pronto_atendimento_estadual;saude_mental_estadual;ubs_estadual;unidade_movel_estadual;vigilancia_estadual;clinica_federal;consultorio_federal;diagnose_terapia_federal;hospital_federal;outros_federal;pronto_atendimento_federal;saude_mental_federal;ubs_federal;unidade_movel_federal;vigilancia_federal;clinica_municipal;consultorio_municipal;diagnose_terapia_municipal;hospital_municipal;outros_municipal;pronto_atendimento_municipal;saude_mental_municipal;ubs_municipal;unidade_movel_municipal;vigilancia_municipal;clinica_particular;consultorio_particular;diagnose_terapia_particular;hospital_particular;outros_particular;pronto_atendimento_particular;saude_mental_particular;ubs_particular;unidade_movel_particular;vigilancia_particular;clinica_total;consultorio_total;diagnose_terapia_total;hospital_total;outros_total;pronto_atendimento_total;saude_mental_total;ubs_total;unidade_movel_total;vigilancia_total
CASTILHO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;4.0;21.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;21.0;3.0;1.0;0.0;0.0;0.0;5.0;0.0;1.0
CATANDUVA;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;6.0;1.0;3.0;23.0;4.0;1.0;265.0;289.0;18.0;12.0;11.0;0.0;0.0;0.0;0.0;0.0;272.0;289.0;18.0;12.0;17.0;1.0;3.0;23.0;4.0;1.0
CATIGUA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0
CEDRAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;1.0;3.0;7.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;7.0;1.0;0.0;1.0;0.0;0.0;5.0;1.0;1.0
CERQUEIRA CESAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;1.0;0.0;2.0;16.0;5.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;16.0;5.0;1.0;1.0;0.0;0.0;13.0;1.0;0.0
CERQUILHO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;3.0;0.0;1.0;9.0;0.0;0.0;17.0;114.0;6.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;22.0;114.0;7.0;1.0;5.0;0.0;1.0;9.0;0.0;0.0
CESARIO LANGE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;1.0;4.0;0.0;0.0;1.0;9.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;9.0;2.0;1.0;2.0;0.0;1.0;4.0;0.0;0.0
CHARQUEADA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;0.0;0.0;3.0;8.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;2.0;2.0;1.0;0.0;1.0;5.0;0.0;0.0
CHAVANTES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;1.0;0.0;15.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;2.0;1.0;1.0;0.0;1.0;4.0;0.0;1.0
CLEMENTINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0
COLINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;6.0;1.0;0.0;1.0;34.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;34.0;3.0;1.0;3.0;1.0;0.0;6.0;1.0;0.0
COLOMBIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0
CONCHAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;7.0;2.0;1.0;2.0;19.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;19.0;4.0;1.0;2.0;0.0;1.0;8.0;2.0;1.0
CONCHAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;7.0;0.0;0.0;1.0;23.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;23.0;7.0;1.0;3.0;0.0;0.0;7.0;0.0;0.0
CORDEIROPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;3.0;1.0;1.0;7.0;1.0;0.0;7.0;30.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;30.0;4.0;0.0;3.0;1.0;1.0;7.0;1.0;0.0
COROADOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
CORONEL MACEDO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0
CORUMBATAI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0
COSMOPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;2.0;9.0;0.0;2.0;14.0;38.0;6.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;18.0;38.0;6.0;1.0;7.0;0.0;2.0;9.0;0.0;2.0
COSMORAMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0
COTIA;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;4.0;4.0;3.0;26.0;5.0;4.0;36.0;187.0;18.0;4.0;8.0;0.0;0.0;5.0;0.0;0.0;44.0;187.0;18.0;5.0;12.0;4.0;3.0;31.0;5.0;4.0
CRAVINHOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;1.0;0.0;7.0;1.0;4.0;2.0;61.0;4.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0;8.0;62.0;4.0;1.0;14.0;1.0;0.0;7.0;1.0;4.0
CRISTAIS PAULISTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0
CRUZALIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
CRUZEIRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;5.0;0.0;1.0;14.0;2.0;1.0;67.0;201.0;24.0;3.0;10.0;0.0;0.0;0.0;2.0;0.0;76.0;202.0;25.0;3.0;15.0;0.0;1.0;14.0;4.0;1.0
CUBATAO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;1.0;3.0;3.0;3.0;18.0;3.0;1.0;13.0;110.0;8.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;20.0;110.0;9.0;1.0;4.0;4.0;3.0;18.0;3.0;1.0
CUNHA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;7.0;1.0;0.0;2.0;7.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;3.0;1.0;3.0;0.0;1.0;7.0;1.0;0.0
DESCALVADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;1.0;11.0;0.0;1.0;5.0;106.0;4.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;8.0;106.0;4.0;1.0;6.0;2.0;1.0;11.0;0.0;1.0
DIADEMA;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;5.0;3.0;5.0;21.0;12.0;2.0;51.0;101.0;13.0;2.0;7.0;2.0;0.0;0.0;0.0;0.0;54.0;101.0;13.0;5.0;13.0;5.0;5.0;22.0;12.0;2.0
DIRCE REIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
DIVINOLANDIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;1.0;0.0;8.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;8.0;3.0;0.0;1.0;2.0;0.0;0.0;7.0;2.0;0.0
DOBRADA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;3.0;3.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0
DOIS CORREGOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;5.0;0.0;0.0;5.0;30.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;30.0;6.0;1.0;3.0;0.0;1.0;5.0;0.0;0.0
DOLCINOPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
DOURADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0;0.0;0.0;3.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;1.0;1.0;1.0;1.0;0.0;4.0;0.0;0.0
DRACENA;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;2.0;12.0;0.0;1.0;20.0;216.0;11.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;22.0;216.0;13.0;1.0;7.0;2.0;2.0;13.0;0.0;1.0
DUARTINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;1.0;0.0;1.0;36.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;36.0;5.0;1.0;1.0;0.0;1.0;4.0;1.0;0.0
DUMONT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0
ECHAPORA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0
ELDORADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;9.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;9.0;0.0;1.0
ELIAS FAUSTO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;5.0;0.0;0.0;2.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;2.0;0.0;2.0;1.0;0.0;5.0;0.0;0.0
ELISIARIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0
EMBAUBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
EMBU DAS ARTES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;7.0;1.0;3.0;19.0;4.0;3.0;7.0;138.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;139.0;2.0;3.0;7.0;1.0;3.0;19.0;4.0;3.0
EMBU-GUACU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;1.0;1.0;13.0;3.0;1.0;8.0;10.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;12.0;10.0;2.0;0.0;7.0;1.0;1.0;13.0;3.0;1.0
EMILIANOPOLIS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0
ENGENHEIRO COELHO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;1.0;1.0;5.0;0.0;0.0;4.0;32.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;32.0;2.0;0.0;4.0;1.0;1.0;5.0;0.0;0.0
ESPIRITO SANTO DO PINHAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;0.0;2.0;7.0;1.0;0.0;26.0;134.0;4.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;27.0;134.0;6.0;3.0;6.0;0.0;2.0;7.0;1.0;0.0
ESPIRITO SANTO DO TURVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0
ESTIVA GERBI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;5.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;2.0;0.0;2.0;1.0;0.0;5.0;1.0;0.0
ESTRELA D OESTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;1.0;0.0;4.0;15.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;15.0;1.0;1.0;2.0;0.0;0.0;3.0;1.0;0.0
ESTRELA DO NORTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
EUCLIDES DA CUNHA PAULISTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;5.0;0.0;1.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;1.0;0.0;3.0;0.0;0.0;5.0;0.0;1.0
FARTURA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;1.0;1.0;3.0;22.0;4.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;3.0;22.0;4.0;1.0;9.0;0.0;0.0;4.0;1.0;1.0
FERNANDO PRESTES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0
FERNANDOPOLIS;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;8.0;1.0;2.0;18.0;4.0;1.0;166.0;276.0;28.0;3.0;24.0;0.0;0.0;0.0;0.0;0.0;173.0;276.0;29.0;3.0;32.0;1.0;2.0;18.0;4.0;1.0
FERNAO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
FERRAZ DE VASCONCELOS;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;5.0;0.0;2.0;14.0;4.0;3.0;5.0;26.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;26.0;7.0;1.0;6.0;0.0;2.0;14.0;4.0;3.0
FLORA RICA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
FLOREAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
FLORIDA PAULISTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;5.0;0.0;0.0;0.0;6.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;1.0;4.0;0.0;1.0;6.0;0.0;0.0
FLORINEA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0
FRANCA;1.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;2.0;0.0;6.0;4.0;2.0;23.0;5.0;3.0;68.0;347.0;23.0;4.0;15.0;0.0;0.0;0.0;1.0;0.0;76.0;350.0;25.0;4.0;25.0;4.0;2.0;24.0;7.0;3.0
FRANCISCO MORATO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;1.0;3.0;13.0;1.0;1.0;6.0;46.0;4.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;8.0;46.0;5.0;2.0;7.0;1.0;3.0;13.0;1.0;1.0
